k,deltaD,D_base,D_harmonic,amplitude,phase
0.5,0.17185079059214559,494.9412987323605,494.76944794176836,0.8469409854463958,2.6468919394738775
0.531812725090036,0.17090682859014805,494.9412987323605,494.77039190377036,0.7089128035017843,2.3172729593164356
0.563625450180072,0.1699055492697994,494.9412987323605,494.7713931830907,0.5999943038548824,1.987937075701636
0.595438175270108,0.16884712717188677,494.9412987323605,494.7724516051886,0.5128562740146684,1.6588937605580196
0.6272509003601441,0.16773175137075214,494.9412987323605,494.77356698098976,0.4422808465317976,1.3301515554417729
0.65906362545018,0.16655962627277177,494.9412987323605,494.77473910608774,0.3844841157477987,1.0017181001820914
0.690876350540216,0.16533097247832984,494.9412987323605,494.7759677598822,0.3366762598642345,0.6736001674334038
0.7226890756302521,0.16404602770290921,494.9412987323605,494.7772527046576,0.2967694240746502,0.34580370233103014
0.7545018007202882,0.16270504776713324,494.9412987323605,494.7785936845934,0.26317977646552115,0.018333866571709954
0.7863145258103241,0.16130830765314386,494.9412987323605,494.77999042470736,0.23469090412329616,-0.30880491384271397
0.8181272509003601,0.15985610263538774,494.9412987323605,494.7814426297251,0.21035796055860126,-0.6356088978748543
0.8499399759903962,0.15834874948592415,494.9412987323605,494.7829499828746,0.18943937784808884,-0.9620749763933898
0.8817527010804321,0.1567865877612462,494.9412987323605,494.78451214459926,0.17134753354195983,-1.2882006173829554
0.9135654261704682,0.15516998117203684,494.9412987323605,494.78612875118847,0.1556126504708688,-1.6139838099579862
0.9453781512605042,0.15349931904353298,494.9412987323605,494.787799413317,0.14185606464019943,-1.9394230076315355
0.9771908763505401,0.15177501786769199,494.9412987323605,494.7895237144928,0.12977021129817476,-2.2645170712422305
1.0090036014405763,0.14999752295540247,494.9412987323605,494.7913012094051,0.1191034868721684,-2.589265211848746
1.0408163265306123,0.14816731019283225,494.9412987323605,494.7931314221677,0.10964868931531742,-2.9136669338406818
1.0726290516206483,0.14628488790771144,494.9412987323605,494.7950138444528,0.10123411208689896,3.0454633287394577
1.1044417767106842,0.14435079885180357,494.9412987323605,494.7969479335087,0.09371662519016172,2.721755039469033
1.1362545018007202,0.14236562230684058,494.9412987323605,494.79893311005367,0.08697625774160794,2.3983934580790978
1.1680672268907561,0.14032997632000388,494.9412987323605,494.8009687560405,0.08091192491754633,2.0753784666607915
1.1998799519807923,0.13824452007696664,494.9412987323605,494.80305421228354,0.07543803412320345,1.7527099313318968
1.2316926770708283,0.13610995642051193,494.9412987323605,494.80518877594,0.07048177180458458,1.4303877564176972
1.2635054021608643,0.13392703452177557,494.9412987323605,494.80737169783873,0.06598092096036501,1.1084119385193327
1.2953181272509005,0.13169655271570946,494.9412987323605,494.8096021796448,0.06188209525439456,0.7867826207278961
1.3271308523409364,0.12941936150770061,494.9412987323605,494.8118793708528,0.05813930226355683,0.4655001472856376
1.3589435774309724,0.12709636676106584,494.9412987323605,494.81420236559944,0.05471276834646029,0.14456511905882563
1.3907563025210083,0.12472853308003096,494.9412987323605,494.8165701992805,0.05156797267315658,-0.17602154974959472
1.4225690276110443,0.12231688739331048,494.9412987323605,494.8189818449672,0.04867484939669194,-0.4962585731659783
1.4543817527010803,0.11986252275499965,494.9412987323605,494.8214362096055,0.046007125702154865,-0.8161442327305363
1.4861944777911165,0.1173666023735791,494.9412987323605,494.82393212998693,0.04354177020969332,-1.1356763138713704
1.5180072028811524,0.11483036388085566,494.9412987323605,494.82646836847965,0.041258531431314326,-1.4548520386504522
1.5498199279711884,0.11225512385749425,494.9412987323605,494.829043608503,0.03913955005184358,-1.7736679940678053
1.5816326530612244,0.1096422826274761,494.9412987323605,494.83165644973303,0.03716903199457501,-2.0921200549993846
1.6134453781512605,0.10699332933751293,494.9412987323605,494.834305403023,0.035332971745663015,-2.410203300716482
1.6452581032412965,0.1043098473381292,494.9412987323605,494.8369888850224,0.03361891740224618,-2.727911923779115
1.6770708283313325,0.10159351988312437,494.9412987323605,494.8397052124774,0.03201577049336744,-3.0452391299244495
1.7088835534213684,0.09884613616515026,494.9412987323605,494.84245259619536,0.03051361488983355,2.921008279818923
1.7406962785114046,0.09606959770547974,494.9412987323605,494.845229134655,0.029103570137157638,2.6044688035549934
1.7725090036014406,0.0932659251184873,494.9412987323605,494.848032807242,0.027777665366612057,2.28833821930115
1.8043217286914766,0.0904372652706229,494.9412987323605,494.8508614670899,0.02652873060549623,1.9726285110198898
1.8361344537815125,0.08758589885491119,494.9412987323605,494.8537128335056,0.025350302849100014,1.6573533504904703
1.8679471788715485,0.08471424840348618,494.9412987323605,494.856584483957,0.02423654469979211,1.3425282953391409
1.8997599039615847,0.08182488675947752,494.9412987323605,494.85947384560103,0.023182173742127714,1.0281710144044642
1.9315726290516206,0.07892054603371434,494.9412987323605,494.8623781863268,0.022182401122430147,0.7143015451468132
1.9633853541416566,0.07600412706938187,494.9412987323605,494.8652946052911,0.021232878049694714,0.4009425886809505
1.9951980792316926,0.07307870943787975,494.9412987323605,494.8682200229226,0.0203296491411656,0.08811984904113337
2.0270108043217285,0.07014756199373551,494.9412987323605,494.8711511703668,0.019469111709231105,-0.2241375754535027
2.0588235294117645,0.06721415401295872,494.9412987323605,494.87408457834755,0.01864798023213598,-0.5357967393648245
2.090636254501801,0.06428216693944933,494.9412987323605,494.87701656542106,0.017863255375367298,-0.846820324641284
