k,deltaD,D_base,D_harmonic,amplitude,phase
0.5,0.047739715977627384,509.77880297768877,509.73106326171114,0.2698767778817687,2.4057600313540335
0.531812725090036,0.04708347740307772,509.77880297768877,509.7317195002857,0.22839183932545118,2.0693074997518477
0.563625450180072,0.04639043596745296,509.77880297768877,509.7324125417213,0.19539754223174824,1.7341876368668259
0.595438175270108,0.045661282058631514,509.77880297768877,509.73314169563014,0.16878279048704325,1.4003747020570407
0.6272509003601441,0.04489675600234477,509.77880297768877,509.7339062216864,0.14704093999761067,1.067839464280828
0.65906362545018,0.044097649833702235,509.77880297768877,509.73470532785507,0.12907652247385804,0.7365504266272299
0.690876350540216,0.043264809196330134,509.77880297768877,509.73553816849244,0.11407959360838389,0.40647488993905523
0.7226890756302521,0.04239913537060147,509.77880297768877,509.73640384231817,0.10144219000053781,0.07757986554659657
0.7545018007202882,0.041501587443121934,509.77880297768877,509.73730139024565,0.09070164797608658,-0.2501671485246174
0.7863145258103241,0.040573184617130664,509.77880297768877,509.73822979307164,0.08150143587483585,-0.5767975113747345
0.8181272509003601,0.03961500867461609,509.77880297768877,509.73918796901415,0.07356363299165848,-0.902340885470481
0.8499399759903962,0.03862820659310273,509.77880297768877,509.74017477109567,0.06666929461870937,-1.2268247678039585
0.8817527010804321,0.03761399332734072,509.77880297768877,509.74118898436143,0.06064424578304099,-1.5502740888297897
0.9135654261704682,0.03657365476203722,509.77880297768877,509.74222932292673,0.055348669161054416,-1.8727108631299896
0.9453781512605042,0.03550855084347404,509.77880297768877,509.7432944268453,0.050669382181155596,-2.1941538765537154
0.9771908763505401,0.034420118899447516,509.77880297768877,509.7443828587893,0.04651404498195279,-2.5146183957103965
1.0090036014405763,0.03330987715526135,509.77880297768877,509.7454931005335,0.04280677152218752,-2.8341158864289784
1.0408163265306123,0.03217942845714106,509.77880297768877,509.74662354923163,0.03948477184605932,3.1305315787076933
1.0726290516206483,0.031030464211710296,509.77880297768877,509.74777251347706,0.036495760102086085,2.812950393079099
1.1044417767106842,0.029864768553011345,509.77880297768877,509.74893820913576,0.03379593682328965,2.496327589006126
1.1362545018007202,0.02868422274821114,509.77880297768877,509.75011875494056,0.031348405847918814,2.1806699800728193
1.1680672268907561,0.02749080985387309,509.77880297768877,509.7513121678349,0.029121923073289528,1.865989893846419
1.1998799519807923,0.026286619635698116,509.77880297768877,509.7525163580531,0.02708990064085986,1.5523056663925554
1.2316926770708283,0.025073853764808973,509.77880297768877,509.75372912392396,0.025229609281738268,1.2396422218371053
1.2635054021608643,0.02385483130490229,509.77880297768877,509.75494814638387,0.023521535543715305,0.9280317551546596
1.2953181272509005,0.022631994504877184,509.77880297768877,509.7561709831839,0.021948860945618758,0.6175145389813195
1.3271308523409364,0.021407914911947046,509.77880297768877,509.7573950627768,0.020497037792192283,0.3081398785406192
1.3589435774309724,0.020185299822685465,509.77880297768877,509.7586176778661,0.019153442151020616,-3.275743523213004e-05
1.3907563025210083,0.018966999088320335,509.77880297768877,509.75983597860045,0.01790708886075092,-0.30693239743692685
1.4225690276110443,0.01775601229167023,509.77880297768877,509.7610469653971,0.016748396771639234,-0.6124749823775337
