element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Mn,2,"=""200.0520""","=""0.0006""","=""200.05202""","=""0.00020""","=""49970.9""","=""80""","=""""",,"=""31761.21""","=""81732.02""","=""3d6""","=""a 3F""","=""2""","=""3d5.(2D).4p""","=""x 3D*""","=""1""",,"=""""","=""L562""",
Mn,2,"=""200.191""","=""0.002""","=""200.1896""","=""0.0004""","=""49936.3""","=""60H""","=""1.8e+08""",D,"=""59537.455""","=""109473.92""","=""3d6""","=""c 1G""","=""4""","=""3d5.(b 2G).4p""","=""v 1G*""","=""4""",,"=""c88""","=""L562""",
Mn,2,"=""200.335""","=""0.002""","=""200.33472""","=""0.00008""","=""49900.3""","=""20H""","=""""",,"=""14593.835""","=""64494.14""","=""3d6""","=""a 5D""","=""3""","=""3d5.(4G).4p""","=""z 5G*""","=""4""",,"=""""","=""L562""",
Mn,1,"=""200.385""","=""""","=""""","=""""","=""49887.8""","=""18000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Mn,2,"=""200.423""","=""0.0015""","=""200.42432""","=""0.00016""","=""49878.1""","=""1""","=""""",,"=""32857.27""","=""82735.27""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d5.(4F).4p""","=""x 5D*""","=""2""",,"=""""","=""L562""",
Mn,2,"=""200.456""","=""0.0015""","=""200.45458""","=""0.00024""","=""49870.2""","=""60""","=""""",,"=""38901.88""","=""88772.35""","=""3d6""","=""a 1G""","=""4""","=""3d5.(a 2G).4p""","=""3G*""","=""5""",,"=""""","=""L562""",
Mn,2,"=""200.5165""","=""0.0018""","=""200.51559""","=""0.00012""","=""49855.1""","=""15?""","=""""",,"=""32857.27""","=""82712.57""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d5.(4F).4p""","=""x 5D*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""200.6682""","=""0.0006""","=""200.66804""","=""0.00012""","=""49817.4""","=""15""","=""""",,"=""32787.90""","=""82605.33""","=""3d5.(4D).4s""","=""b 5D""","=""4""","=""3d5.(4F).4p""","=""x 5D*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""200.790""","=""0.0015""","=""200.78998""","=""0.00012""","=""49787.1""","=""3""","=""""",,"=""36274.62""","=""86061.80""","=""3d5.(4P).4s""","=""b 3P""","=""2""","=""3d5.(a 2F).4p""","=""y 1F*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""200.906""","=""0.0015""","=""200.90653""","=""0.00016""","=""49758.5""","=""1""","=""""",,"=""39813.76""","=""89572.06""","=""3d5.(4D).4s""","=""b 3D""","=""2""","=""3d5.(b 2F).4p""","=""t 3F*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""200.948""","=""0.0015""","=""200.94789""","=""0.00012""","=""49747.9""","=""3""","=""""",,"=""32857.27""","=""82605.33""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d5.(4F).4p""","=""x 5D*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""201.1928""","=""0.0006""","=""201.19313""","=""0.00012""","=""49687.5""","=""100""","=""""",,"=""33248.66""","=""82936.09""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d5.(a 2F).4p""","=""w 3F*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""201.2119""","=""0.0006""","=""201.21087""","=""0.00012""","=""49682.8""","=""100""","=""""",,"=""33147.71""","=""82830.76""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d5.(a 2F).4p""","=""w 3F*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""201.2799""","=""0.0006""","=""201.27958""","=""0.00016""","=""49666.1""","=""30""","=""""",,"=""34762.098""","=""84428.19""","=""3d6""","=""b 3G""","=""5""","=""3d5.(a 2G).4p""","=""x 3H*""","=""5""",,"=""""","=""L562""",
Mn,2,"=""201.3157""","=""0.0018""","=""201.31498""","=""0.00012""","=""49657.2""","=""20*""","=""""",,"=""33278.73""","=""82936.09""","=""3d5.(4G).4s""","=""a 3G""","=""3""","=""3d5.(a 2F).4p""","=""w 3F*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""201.3157""","=""0.0018""","=""201.31690""","=""0.00020""","=""49657.2""","=""20*""","=""""",,"=""39808.492""","=""89465.38""","=""3d5.(4D).4s""","=""b 3D""","=""3""","=""3d5.(b 2F).4p""","=""x 1G*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""201.3895""","=""0.0006""","=""201.38921""","=""0.00012""","=""49639.0""","=""100""","=""""",,"=""33278.73""","=""82917.79""","=""3d5.(4G).4s""","=""a 3G""","=""3""","=""3d5.(a 2F).4p""","=""w 3F*""","=""2""",,"=""""","=""L562""",
Mn,19,"=""""","=""""","=""201.5""","=""""","=""49620""","=""""","=""8.0e+02""",C,"=""242110""","=""291730""","=""2s2.2p3""","=""2P*""","=""1/2""","=""2s2.2p3""","=""2P*""","=""3/2""",M1,"=""T3941""","=""""",
Mn,2,"=""201.620""","=""0.0015""","=""201.62060""","=""0.00012""","=""49582.2""","=""5""","=""""",,"=""33248.66""","=""82830.76""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d5.(a 2F).4p""","=""w 3F*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""201.705""","=""0.0015""","=""201.70543""","=""0.00024""","=""49561.3""","=""40""","=""""",,"=""31761.21""","=""81322.46""","=""3d6""","=""a 3F""","=""2""","=""3d5.(a 2D).4p""","=""x 3P*""","=""1""",,"=""""","=""L562""",
Mn,2,"=""201.717""","=""0.0015""","=""201.71626""","=""0.00012""","=""49558.4""","=""5""","=""""",,"=""31662.04""","=""81220.63""","=""3d6""","=""a 3F""","=""3""","=""3d5.(a 2D).4p""","=""z 1F*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""202.0141""","=""0.0006""","=""202.01334""","=""0.00016""","=""49485.6""","=""30""","=""""",,"=""31662.04""","=""81147.76""","=""3d6""","=""a 3F""","=""3""","=""3d5.(a 2D).4p""","=""x 3P*""","=""2""",,"=""""","=""L562""",
Mn,2,"=""202.102""","=""0.0015""","=""202.10243""","=""0.00012""","=""49464.2""","=""5""","=""""",,"=""33248.66""","=""82712.57""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d5.(4F).4p""","=""x 5D*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""202.183""","=""0.0015""","=""202.18300""","=""0.00020""","=""49444.2""","=""50""","=""""",,"=""32787.90""","=""82232.10""","=""3d5.(4D).4s""","=""b 5D""","=""4""","=""3d5.(2F).4p""","=""y 3G*""","=""5""",,"=""""","=""L562""",
Mn,3,"=""202.219""","=""""","=""""","=""""","=""49435.4""","=""300""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L457""",
Mn,2,"=""202.363""","=""0.0015""","=""202.36327""","=""0.00012""","=""49400.3""","=""5""","=""""",,"=""32836.74""","=""82236.90""","=""3d5.(4D).4s""","=""b 5D""","=""1""","=""3d5.(4F).4p""","=""x 5F*""","=""1""",,"=""""","=""L562""",
Mn,2,"=""202.435""","=""0.0015""","=""202.4344""","=""0.0005""","=""49382.7""","=""2*""","=""""",,"=""59537.455""","=""108920.25""","=""3d6""","=""c 1G""","=""4""","=""""","=""w 1H*""","=""5""",,"=""""","=""L562""",
Mn,2,"=""202.435""","=""0.0015""","=""202.4363""","=""0.0012""","=""49382.7""","=""2i*""","=""""",,"=""56883.36""","=""106265.7""","=""3d5.(2S).4s""","=""a 3S""","=""1""","=""3d4.(b 3F).4s.4p.(3P*)""","=""v 5F*""","=""1""",,"=""""","=""L562""",
Mn,2,"=""202.435""","=""0.0015""","=""202.43680""","=""0.00012""","=""49382.7""","=""2i*""","=""""",,"=""64550.04""","=""113932.26""","=""3d5.(4G).4p""","=""z 5G*""","=""6""","=""3d5.(6S).6g""","=""5G""","=""6""",,"=""""","=""L562""",
Mn,2,"=""202.435""","=""0.0015""","=""202.43680""","=""0.00012""","=""49382.7""","=""2i*""","=""""",,"=""64550.04""","=""113932.26""","=""3d5.(4G).4p""","=""z 5G*""","=""6""","=""3d5.(6S).6g""","=""5G""","=""5""",,"=""""","=""L562""",
Mn,2,"=""202.546""","=""0.0015""","=""202.54284""","=""0.00016""","=""49355.6""","=""5""","=""""",,"=""32836.74""","=""82193.11""","=""3d5.(4D).4s""","=""b 5D""","=""1""","=""3d5.(4F).4p""","=""y 5G*""","=""2""",,"=""""","=""L562""",
Mn,2,"=""202.654""","=""0.0015""","=""202.65392""","=""0.00016""","=""49329.3""","=""40""","=""""",,"=""32787.90""","=""82117.22""","=""3d5.(4D).4s""","=""b 5D""","=""4""","=""3d5.(4F).4p""","=""y 5G*""","=""5""",,"=""""","=""L562""",
Mn,3,"=""202.783""","=""""","=""""","=""""","=""49297.9""","=""1000w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L457""",
Mn,3,"=""202.814""","=""""","=""""","=""""","=""49290.4""","=""500w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L457""",
Mn,2,"=""203.0098""","=""0.0006""","=""203.01037""","=""0.00012""","=""49242.9""","=""20""","=""""",,"=""32857.27""","=""82099.99""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d5.(2F).4p""","=""y 3G*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""203.120""","=""0.0015""","=""203.11961""","=""0.00021""","=""49216.2""","=""30""","=""""",,"=""30523.71""","=""79739.95""","=""3d6""","=""a 3H""","=""6""","=""3d5.(2I).4p""","=""y 3H*""","=""5""",,"=""""","=""L562""",
Mn,2,"=""203.216""","=""0.0015""","=""203.21764""","=""0.00017""","=""49192.9""","=""10""","=""""",,"=""32859.15""","=""82051.65""","=""3d5.(4D).4s""","=""b 5D""","=""2""","=""3d5.(4F).4p""","=""x 5F*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""203.393""","=""0.0015""","=""203.39206""","=""0.00012""","=""49150.1""","=""50""","=""""",,"=""34762.098""","=""83912.42""","=""3d6""","=""b 3G""","=""5""","=""3d5.(4F).4p""","=""x 3G*""","=""5""",,"=""""","=""L562""",
Mn,2,"=""203.5133""","=""0.0018""","=""203.5123""","=""0.0003""","=""49121.1""","=""15*""","=""""",,"=""43395.395""","=""92516.68""","=""3d5.(2D).4s""","=""c 3D""","=""3""","=""3d5.(b 2F).4p""","=""w 1G*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""203.5133""","=""0.0018""","=""203.51307""","=""0.00017""","=""49121.1""","=""15*""","=""""",,"=""30679.51""","=""79800.61""","=""3d6""","=""a 3H""","=""5""","=""3d5.(2I).4p""","=""y 3H*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""203.548""","=""0.0015""","=""203.54510""","=""0.00012""","=""49112.6""","=""5""","=""""",,"=""34762.098""","=""83875.47""","=""3d6""","=""b 3G""","=""5""","=""3d5.(4F).4p""","=""x 3G*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""203.607""","=""0.0015""","=""203.60689""","=""0.00017""","=""49098.5""","=""10""","=""""",,"=""32787.90""","=""81886.37""","=""3d5.(4D).4s""","=""b 5D""","=""4""","=""3d5.(4F).4p""","=""x 5F*""","=""5""",,"=""""","=""L562""",
Mn,2,"=""203.731""","=""0.0015""","=""203.73039""","=""0.00025""","=""49068.6""","=""500""","=""1.4e+08""",D,"=""30523.71""","=""79592.42""","=""3d6""","=""a 3H""","=""6""","=""3d5.(2I).4p""","=""y 3H*""","=""6""",,"=""c88""","=""L562""",
Mn,2,"=""203.7643""","=""0.0006""","=""203.76474""","=""0.00017""","=""49060.5""","=""400""","=""1.2e+08""",D,"=""30679.51""","=""79739.95""","=""3d6""","=""a 3H""","=""5""","=""3d5.(2I).4p""","=""y 3H*""","=""5""",,"=""c88""","=""L562""",
Mn,2,"=""203.997""","=""0.002""","=""203.9922""","=""0.0003""","=""49004.6""","=""400*""","=""""",,"=""32857.27""","=""81863.01""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d5.(4F).4p""","=""y 5G*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""203.997""","=""0.002""","=""203.99717""","=""0.00021""","=""49004.6""","=""400*""","=""1.2e+08""",D,"=""30796.06""","=""79800.61""","=""3d6""","=""a 3H""","=""4""","=""3d5.(2I).4p""","=""y 3H*""","=""4""",,"=""c88""","=""L562""",
Mn,2,"=""204.1630""","=""0.0006""","=""204.16321""","=""0.00013""","=""48964.8""","=""40""","=""""",,"=""34910.77""","=""83875.47""","=""3d6""","=""b 3G""","=""4""","=""3d5.(4F).4p""","=""x 3G*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""204.214""","=""0.0015""","=""204.21502""","=""0.00013""","=""48952.6""","=""10""","=""""",,"=""33147.71""","=""82099.99""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d5.(2F).4p""","=""y 3G*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""204.250""","=""0.0015""","=""204.25003""","=""0.00021""","=""48943.8""","=""10""","=""""",,"=""30796.06""","=""79739.95""","=""3d6""","=""a 3H""","=""4""","=""3d5.(2I).4p""","=""y 3H*""","=""5""",,"=""""","=""L562""",
Mn,2,"=""204.312""","=""0.0015""","=""204.31203""","=""0.00017""","=""48929.0""","=""40""","=""""",,"=""35004.79""","=""83933.83""","=""3d6""","=""b 3G""","=""3""","=""3d5.(4F).4p""","=""x 3G*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""204.343""","=""0.0015""","=""204.34319""","=""0.00017""","=""48921.6""","=""1""","=""""",,"=""32859.15""","=""81780.73""","=""3d5.(4D).4s""","=""b 5D""","=""2""","=""3d5.(4F).4p""","=""y 5G*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""204.3800""","=""0.0006""","=""204.37941""","=""0.00021""","=""48912.80""","=""15""","=""""",,"=""30679.51""","=""79592.42""","=""3d6""","=""a 3H""","=""5""","=""3d5.(2I).4p""","=""y 3H*""","=""6""",,"=""""","=""L562""",
Mn,3,"=""204.457""","=""""","=""""","=""""","=""48894.4""","=""300""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L457""",
Mn,2,"=""204.659""","=""0.0015""","=""204.65883""","=""0.00017""","=""48846.1""","=""20""","=""""",,"=""33147.71""","=""81993.85""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d5.(4F).4p""","=""x 5F*""","=""4""",,"=""""","=""L562""",
Mn,3,"=""204.893""","=""""","=""""","=""""","=""48790.3""","=""400""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L457""",
Mn,3,"=""204.968""","=""""","=""""","=""""","=""48772.5""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L457""",
Mn,3,"=""205.680""","=""""","=""""","=""""","=""48603.7""","=""300""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L457""",
Mn,2,"=""205.983""","=""0.0015""","=""205.98343""","=""0.00017""","=""48532.0""","=""1""","=""""",,"=""33248.66""","=""81780.73""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d5.(4F).4p""","=""y 5G*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""206.4043""","=""0.0006""","=""206.40436""","=""0.00013""","=""48433.1""","=""15""","=""""",,"=""30679.51""","=""79112.62""","=""3d6""","=""a 3H""","=""5""","=""3d5.(2I).4p""","=""z 1H*""","=""5""",,"=""""","=""L562""",
Mn,3,"=""206.638""","=""""","=""""","=""""","=""48378.4""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L457""",
Mn,3,"=""206.902""","=""""","=""""","=""""","=""48316.6""","=""1000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L457""",
Mn,2,"=""207.3584""","=""0.0006""","=""207.35836""","=""0.00013""","=""48210.30""","=""2""","=""""",,"=""37851.49""","=""86061.80""","=""3d6""","=""a 3D""","=""3""","=""3d5.(a 2F).4p""","=""y 1F*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""207.497""","=""0.0015""","=""207.5001""","=""0.0005""","=""48178.1""","=""5""","=""""",,"=""46903.32""","=""95080.71""","=""3d5.(2D).4s""","=""b 1D""","=""2""","=""3d5.(2S).4p""","=""y 1P*""","=""1""",,"=""""","=""L562""",
Mn,2,"=""207.6210""","=""0.0006""","=""207.6217""","=""0.0003""","=""48149.3""","=""300""","=""1.2e+08""",D,"=""38720.26""","=""86869.44""","=""3d6""","=""a 1I""","=""6""","=""3d5.(2H).4p""","=""y 1I*""","=""6""",,"=""c88""","=""L562""",
Mn,2,"=""207.666""","=""0.0015""","=""207.66743""","=""0.00013""","=""48138.8""","=""3""","=""""",,"=""31662.04""","=""79800.61""","=""3d6""","=""a 3F""","=""3""","=""3d5.(2I).4p""","=""y 3H*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""207.6946""","=""0.0006""","=""207.69552""","=""0.00013""","=""48132.3""","=""15""","=""""",,"=""33147.71""","=""81279.77""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d5.(a 2F).4p""","=""z 1G*""","=""4""",,"=""""","=""L562""",
Mn,3,"=""207.738""","=""""","=""""","=""""","=""48122.2""","=""900""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L457""",
Mn,3,"=""207.813""","=""""","=""""","=""""","=""48104.9""","=""300""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L457""",
Mn,2,"=""207.969""","=""0.0015""","=""207.96948""","=""0.00013""","=""48068.8""","=""5""","=""""",,"=""34762.098""","=""82830.76""","=""3d6""","=""b 3G""","=""5""","=""3d5.(a 2F).4p""","=""w 3F*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""208.130""","=""0.0015""","=""208.13011""","=""0.00017""","=""48031.7""","=""20""","=""""",,"=""39826.91""","=""87858.48""","=""3d5.(4D).4s""","=""b 3D""","=""1""","=""3d5.(a 2G).4p""","=""u 3F*""","=""2""",,"=""""","=""L562""",
Mn,2,"=""208.1548""","=""0.0006""","=""208.15719""","=""0.00013""","=""48025.9""","=""20""","=""""",,"=""34910.77""","=""82936.09""","=""3d6""","=""b 3G""","=""4""","=""3d5.(a 2F).4p""","=""w 3F*""","=""3""",,"=""""","=""L562""",
Mn,3,"=""208.423""","=""""","=""""","=""""","=""47964.1""","=""800""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L457""",
Mn,2,"=""208.476""","=""0.0015""","=""208.47656""","=""0.00022""","=""47951.9""","=""100""","=""4.2e+07""",D,"=""30523.71""","=""78475.47""","=""3d6""","=""a 3H""","=""6""","=""3d5.(2I).4p""","=""z 3I*""","=""7""",,"=""c88""","=""L562""",
Mn,2,"=""208.614""","=""0.0015""","=""208.61479""","=""0.00013""","=""47920.2""","=""10""","=""""",,"=""34910.77""","=""82830.76""","=""3d6""","=""b 3G""","=""4""","=""3d5.(a 2F).4p""","=""w 3F*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""208.645""","=""0.0015""","=""208.64523""","=""0.00013""","=""47913.0""","=""2""","=""""",,"=""35004.79""","=""82917.79""","=""3d6""","=""b 3G""","=""3""","=""3d5.(a 2F).4p""","=""w 3F*""","=""2""",,"=""""","=""L562""",
Mn,2,"=""208.684""","=""0.0015""","=""208.68487""","=""0.00013""","=""47904.0""","=""30*""","=""""",,"=""39813.76""","=""87717.66""","=""3d5.(4D).4s""","=""b 3D""","=""2""","=""3d5.(a 2G).4p""","=""u 3F*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""208.684""","=""0.0015""","=""208.6863""","=""0.0007""","=""47904.1""","=""30i*""","=""""",,"=""36364.64""","=""84268.21""","=""3d5.(4P).4s""","=""b 3P""","=""1""","=""3d5.(a 2D).4p""","=""z 1P*""","=""1""",,"=""""","=""L562""",
Mn,2,"=""208.891""","=""0.0015""","=""208.8924""","=""0.0003""","=""47856.5""","=""40""","=""7.e+07""",D,"=""43528.661""","=""91384.98""","=""3d5.(4F).4s""","=""a 5F""","=""5""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5F*""","=""5""",,"=""c88""","=""L562""",
Mn,2,"=""208.929""","=""0.0015""","=""208.9296""","=""0.0003""","=""47848.0""","=""10""","=""""",,"=""43537.186""","=""91384.98""","=""3d5.(4F).4s""","=""a 5F""","=""4""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5F*""","=""5""",,"=""""","=""L562""",
Mn,3,"=""209.005""","=""""","=""""","=""""","=""47830.5""","=""600""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L457""",
Mn,3,"=""209.025""","=""""","=""""","=""""","=""47826.0""","=""300""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L457""",
Mn,1,"=""209.216""","=""""","=""""","=""""","=""47782.3""","=""1500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Mn,2,"=""209.259""","=""0.0015""","=""209.26179""","=""0.00013""","=""47772.5""","=""30""","=""""",,"=""39808.492""","=""87580.34""","=""3d5.(4D).4s""","=""b 3D""","=""3""","=""3d5.(a 2G).4p""","=""u 3F*""","=""4""",,"=""""","=""L562""",
Mn,3,"=""209.414""","=""""","=""""","=""""","=""47737.1""","=""300""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L457""",
Mn,3,"=""209.478""","=""""","=""""","=""""","=""47722.5""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L457""",
Mn,2,"=""209.7463""","=""0.0006""","=""209.74753""","=""0.00018""","=""47661.5""","=""200""","=""4.6e+07""",D,"=""30679.51""","=""78340.74""","=""3d6""","=""a 3H""","=""5""","=""3d5.(2I).4p""","=""z 3I*""","=""6""",,"=""c88""","=""L562""",
Mn,3,"=""209.793""","=""""","=""""","=""""","=""47650.9""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L457""",
Mn,2,"=""209.8301""","=""0.0006""","=""209.8305""","=""0.0004""","=""47642.5""","=""10""","=""""",,"=""43395.395""","=""91037.79""","=""3d5.(2D).4s""","=""c 3D""","=""3""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5F*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""209.917""","=""0.0015""","=""209.9165""","=""0.0004""","=""47622.7""","=""5""","=""""",,"=""43395.395""","=""91018.27""","=""3d5.(2D).4s""","=""c 3D""","=""3""","=""3d5.(b 2F).4p""","=""u 3G*""","=""3""",,"=""""","=""L562""",
Mn,3,"=""209.997""","=""""","=""""","=""""","=""47604.6""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L457""",
Mn,2,"=""210.025""","=""0.0015""","=""210.02660""","=""0.00013""","=""47598.2""","=""8""","=""""",,"=""31514.71""","=""79112.62""","=""3d6""","=""a 3F""","=""4""","=""3d5.(2I).4p""","=""z 1H*""","=""5""",,"=""""","=""L562""",
Mn,2,"=""210.186""","=""0.0015""","=""210.1872""","=""0.0003""","=""47561.9""","=""5""","=""""",,"=""44521.54""","=""92083.09""","=""3d5.(2F).4s""","=""b 3F""","=""4""","=""3d5.(b 2F).4p""","=""u 3D*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""210.250""","=""0.0015""","=""210.24965""","=""0.00018""","=""47547.3""","=""200""","=""9.e+07""",D,"=""38901.88""","=""86449.30""","=""3d6""","=""a 1G""","=""4""","=""3d5.(4F).4p""","=""3F*""","=""4""",,"=""c88""","=""L562""",
Mn,2,"=""210.418""","=""0.0015""","=""210.4191""","=""0.0004""","=""47509.4""","=""10""","=""""",,"=""43528.661""","=""91037.79""","=""3d5.(4F).4s""","=""a 5F""","=""5""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5F*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""210.457""","=""0.0015""","=""210.4569""","=""0.0004""","=""47500.4""","=""30""","=""""",,"=""43537.186""","=""91037.79""","=""3d5.(4F).4s""","=""a 5F""","=""4""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5F*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""210.589""","=""0.0015""","=""210.59258""","=""0.00022""","=""47470.7""","=""20""","=""""",,"=""34762.098""","=""82232.10""","=""3d6""","=""b 3G""","=""5""","=""3d5.(2F).4p""","=""y 3G*""","=""5""",,"=""""","=""L562""",
Mn,2,"=""210.612""","=""0.0015""","=""210.61345""","=""0.00018""","=""47465.5""","=""5""","=""""",,"=""43131.51""","=""90596.81""","=""3d6""","=""a 1D""","=""2""","=""3d5.(b 2F).4p""","=""x 1D*""","=""2""",,"=""""","=""L562""",
Mn,2,"=""210.6760""","=""0.0006""","=""210.6767""","=""0.0004""","=""47451.2""","=""30""","=""""",,"=""43131.51""","=""90582.55""","=""3d6""","=""a 1D""","=""2""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5F*""","=""2""",,"=""""","=""L562""",
Mn,2,"=""210.697""","=""0.0015""","=""210.6967""","=""0.0008""","=""47446.5""","=""5""","=""""",,"=""43339.452""","=""90786.0""","=""3d5.(2D).4s""","=""c 3D""","=""2""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5F*""","=""3""",,"=""""","=""L562""",
Mn,2,"=""210.806""","=""0.0015""","=""210.80560""","=""0.00022""","=""47422.0""","=""100""","=""""",,"=""30523.71""","=""77945.75""","=""3d6""","=""a 3H""","=""6""","=""3d5.(2I).4p""","=""z 3K*""","=""7""",,"=""""","=""L562""",
Mn,2,"=""210.946""","=""0.0015""","=""210.9454""","=""0.0008""","=""47390.5""","=""5""","=""""",,"=""43395.395""","=""90786.0""","=""3d5.(2D).4s""","=""c 3D""","=""3""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5F*""","=""3""",,"=""""","=""L562""",
Mn,1,"=""210.958""","=""""","=""""","=""""","=""47387.8""","=""1700""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Mn,2,"=""211.1022""","=""0.0006""","=""211.10352""","=""0.00013""","=""47355.4""","=""10""","=""""",,"=""34762.098""","=""82117.22""","=""3d6""","=""b 3G""","=""5""","=""3d5.(4F).4p""","=""y 5G*""","=""5""",,"=""""","=""L562""",
Mn,2,"=""211.164""","=""0.0015""","=""211.1639""","=""0.0004""","=""47341.6""","=""1""","=""""",,"=""43696.217""","=""91037.79""","=""3d5.(4F).4s""","=""a 5F""","=""3""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5F*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""211.179""","=""0.0015""","=""211.18037""","=""0.00013""","=""47338.1""","=""2""","=""""",,"=""34762.098""","=""82099.99""","=""3d6""","=""b 3G""","=""5""","=""3d5.(2F).4p""","=""y 3G*""","=""4""",,"=""""","=""L562""",
Mn,2,"=""211.201""","=""0.0015""","=""""","=""""","=""47333.2""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L562""",
