claim,verdict,bins_120_k_best,bins_160_k_best,bins_200_k_best,bins_120_n_obs,bins_160_n_obs,bins_200_n_obs,bins_120_deltaD,bins_160_deltaD,bins_200_deltaD,bins_120_p,bins_160_p,bins_200_p,reasons
Fe II log-cosine k_best bin-stability (bins 120/160/200),PASS,31.3265306122449,31.3265306122449,31.3265306122449,10.717134580264222,10.739649568878214,10.753158562046606,355.7443010501306,315.72766060372885,259.17875676052677,0.0001999600079984003,0.0001999600079984003,0.0001999600079984003,
