k_low,k_high,ratio,rational,rational_error
33.903361344537814,46.819327731092436,1.380964183913744,29/21,1.1802961363160946e-05
33.903361344537814,38.611644657863145,1.1388736433971285,41/36,1.5245491760351726e-05
30.24489795918367,76.468787515006,2.5283202349765816,134/53,1.8348184128935685e-05
25.059423769507802,33.903361344537814,1.3529186327816236,23/17,2.25436889647046e-05
8.993997599039616,55.31332533013205,6.1500266951414835,123/20,2.669514148312402e-05
25.059423769507802,30.24489795918367,1.2069271120266354,35/29,3.0560302497484315e-05
17.201680672268907,22.19627851140456,1.290355223672273,40/31,3.264302711181166e-05
8.993997599039616,42.683673469387756,4.745795515216231,280/59,3.280335182420657e-05
30.24489795918367,38.611644657863145,1.2766333253949353,60/47,3.7580714084217703e-05
22.19627851140456,25.059423769507802,1.128992130668758,35/31,4.01273957582049e-05
22.19627851140456,46.819327731092436,2.1093323237513184,135/64,4.2676248681594586e-05
38.611644657863145,51.273109243697476,1.3279182924743886,81/61,4.944001537232623e-05
22.19627851140456,55.31332533013205,2.4920089780686334,157/63,5.45139948586737e-05
8.993997599039616,38.611644657863145,4.2930459156433525,249/58,5.7532632509627035e-05
46.819327731092436,76.468787515006,1.6332739323854821,49/30,5.940094785117367e-05
17.201680672268907,51.273109243697476,2.9807034684904736,155/52,6.576227875720875e-05
22.19627851140456,42.683673469387756,1.9230103572297792,25/13,6.656584714392899e-05
38.611644657863145,76.468787515006,1.9804592161922676,101/51,6.705932952244531e-05
33.903361344537814,55.31332533013205,1.6314997432855904,31/19,7.920408283057512e-05
25.059423769507802,46.819327731092436,1.868332175620973,71/38,8.887701060600328e-05
17.201680672268907,55.31332533013205,3.215576802289064,164/51,0.0001094722207399812
46.819327731092436,51.273109243697476,1.0951269855514671,23/21,0.00011110968662819687
55.31332533013205,76.468787515006,1.3824659258616199,47/34,0.00011298468514930882
17.201680672268907,42.683673469387756,2.4813664596273295,67/27,0.0001150218541519088
42.683673469387756,46.819327731092436,1.096890776391838,34/31,0.00011658284345106296
38.611644657863145,55.31332533013205,1.4325555365554121,53/37,0.000123104122979667
51.273109243697476,76.468787515006,1.4914014118308145,88/59,0.00012401189799904344
33.903361344537814,51.273109243697476,1.5123311438840006,62/41,0.00013602193278106078
42.683673469387756,76.468787515006,1.791523111754862,43/24,0.000143554911804733
51.273109243697476,55.31332533013205,1.0787979536647898,41/38,0.0001494147562628445
8.993997599039616,22.19627851140456,2.4678990923651893,153/62,0.00015715688131834327
22.19627851140456,33.903361344537814,1.527434489845588,84/55,0.00016176257286071305
25.059423769507802,42.683673469387756,1.7032982825935952,109/64,0.00017328259359516984
33.903361344537814,76.468787515006,2.255492803144309,106/47,0.0001736542081389736
25.059423769507802,38.611644657863145,1.5408033725358692,94/61,0.00018023402150779688
17.201680672268907,30.24489795918367,1.7582524949403306,109/62,0.0001879788112983949
38.611644657863145,46.819327731092436,1.2125701493929455,57/47,0.00019580805386310018
38.611644657863145,42.683673469387756,1.1054611593887482,21/19,0.00019800149401127953
17.201680672268907,38.611644657863145,2.244643729499616,101/45,0.00019928505517174955
25.059423769507802,76.468787515006,3.0514982394787897,119/39,0.00021618819673863143
30.24489795918367,33.903361344537814,1.1209613400015876,37/33,0.00025078121053345725
25.059423769507802,55.31332533013205,2.207286402069511,117/53,0.0002607677418100529
8.993997599039616,46.819327731092436,5.2056193272824345,177/34,0.00026302565874214423
30.24489795918367,55.31332533013205,1.8288481384456619,64/35,0.0002767098742333385
33.903361344537814,42.683673469387756,1.2589805782270773,34/27,0.00027868103218198215
17.201680672268907,25.059423769507802,1.4568008932933212,67/46,0.00027915416288637473
8.993997599039616,17.201680672268907,1.9125734116390816,109/57,0.0002927098846956522
8.993997599039616,33.903361344537814,3.7695541911372126,49/13,0.00032342190644341073
17.201680672268907,33.903361344537814,1.970933072789448,67/34,0.00034483749533031904
30.24489795918367,51.273109243697476,1.695264745574343,100/59,0.0003494913370549746
22.19627851140456,51.273109243697476,2.309986749236053,67/29,0.00035807835015377876
30.24489795918367,46.819327731092436,1.5480074620941495,48/31,0.00037963468004398315
46.819327731092436,55.31332533013205,1.1814207510160126,13/11,0.00039743080216925186
42.683673469387756,55.31332533013205,1.2958895248273825,35/27,0.00040677146891376914
22.19627851140456,38.611644657863145,1.7395548825008789,40/23,0.00042444771827021555
17.201680672268907,46.819327731092436,2.7217879824132876,49/18,0.00043423980893475544
25.059423769507802,51.273109243697476,2.0460609834966106,88/43,0.00045064441036624103
30.24489795918367,42.683673469387756,1.4112685560053984,24/17,0.0004961498769546768
8.993997599039616,25.059423769507802,2.786238654564869,39/14,0.0005243688505833788
22.19627851140456,30.24489795918367,1.3626112117688418,79/58,0.0005422462516004867
22.19627851140456,76.468787515006,3.445117499121123,31/9,0.0006730546766782197
8.993997599039616,30.24489795918367,3.362786972770955,195/58,0.0007180072537136262
8.993997599039616,51.273109243697476,5.700814201815269,57/10,0.0008142018152685893
17.201680672268907,76.468787515006,4.445425361155698,40/9,0.0009809167112537764
42.683673469387756,51.273109243697476,1.201234689429202,6/5,0.0012346894292021293
8.993997599039616,76.468787515006,8.50220234917245,17/2,0.002202349172449658
