element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 21,wavenumber_cm,ell,wavenumber_source
Fe,2,762.00567,0.00005,762.00557,0.00004,13119.6503,40,1.7e+06,D+,92329.905,105449.557,3d5.(4G).4s.4p.(3P*),v 4F*,5/2,3d6.(5D).5d,4G,7/2,,T6892c83,L18349c139,,13119.6503,9.481866408179442,wn(cm-1)
Fe,2,761.82341,0.00008,761.82330,0.00005,13122.7890,19,5.8e+05,D+,90901.130,104023.921,3d6.(5D).5p,4P*,5/2,3d6.(5D).5d,4F,5/2,,T6892c83,L18349c139,,13122.789,9.48210561612647,wn(cm-1)
Fe,2,761.69268,0.00006,761.69258,0.00004,13125.0413,26,2.9e+06,C+,90898.878,104023.921,3d6.(5D).5p,4D*,3/2,3d6.(5D).5d,4F,5/2,,T6892c83,L18349c139,,13125.0413,9.48227723412154,wn(cm-1)
Fe,2,,,761.62265,0.00013,13126.2482,,8.7e-03,D+,20340.2461,33466.4943,3d7,a 2H,11/2,3d6.(1G2).4s,c 2G,9/2,E2,T8961,,,13126.2482,9.482369183890397,wn(cm-1)
Fe,2,761.38971,0.00004,761.38982,0.00006,13130.2640,400,9.0e+06,B+,91575.149,104705.411,3d6.(5D).5p,w 6P*,5/2,3d6.(5D).5d,6D,7/2,,T6892c83,L18349c139,,13130.264,9.482675073720754,wn(cm-1)
Fe,2,,,761.31371,0.00008,13131.5748,,1.64e-02,C+,8680.4706,21812.0454,3d6.(5D).4s,a 4D,3/2,3d6.(3P2).4s,b 4P,3/2,M1,T9588c100,,,13131.5748,9.482774899175556,wn(cm-1)
Fe,2,761.12600,0.00004,761.12601,0.00006,13134.8133,90,,,108729.162,121863.975,3d6.(3H).5p,4H*,13/2,3d6.(3H).6s,4H,13/2,,,L18349c139,,13134.8133,9.48302148808638,wn(cm-1)
Fe,2,760.75854,0.00005,760.75857,0.00004,13141.1576,50,3.0e+06,D+,91048.225,104189.382,3d6.(3P1).5p,4P*,3/2,3d6.(3H).4d,4F,3/2,,T6892c83,L18349c139,,13141.1576,9.483504385570733,wn(cm-1)
Fe,2,760.50905,0.00004,760.50902,0.00004,13145.4685,160,1.3e+05,D,92314.764,105460.233,3d6.(5D).5p,4P*,1/2,3d6.(3F2).4d,4D,3/2,,T6892c83,L18349c139,,13145.4685,9.483832377456968,wn(cm-1)
Fe,2,760.22010,0.00006,760.22044,0.00004,13150.4649,28,,,98445.410,111595.869,3d6.(3H).5s,e 4H,9/2,3d6.(3H).5p,4H*,11/2,,,L18349c139,,13150.4649,9.484212390593154,wn(cm-1)
Fe,2,760.02294,0.00013,760.02296,0.00005,13153.876,13,1.1e+06,D+,92225.549,105379.425,3d6.(5D).5p,4P*,3/2,3d6.(3F2).4d,4D,5/2,,T6892c83,L18349c139,,13153.876,9.484471747026534,wn(cm-1)
Fe,2,759.5886,0.0002,759.58888,0.00005,13161.397,7,2.9e+05,D+,91048.225,104209.618,3d6.(3P1).5p,4P*,3/2,3d6.(3H).4d,2F,5/2,,T6892c83,L18349c139,,13161.397,9.48504335426046,wn(cm-1)
Fe,2,759.44375,0.00004,759.44376,0.00005,13163.9081,120,8.e+05,D+,91575.149,104739.057,3d6.(5D).5p,w 6P*,5/2,3d6.(3F2).4d,4P,5/2,,T6892c83,L18349c139,,13163.9081,9.48523412887812,wn(cm-1)
Fe,2,759.35607,0.00008,759.35619,0.00006,13165.4280,18,,,109149.611,122315.037,3d5.(2I).4s.4p.(3P*),2I*,13/2,3d6.(3H).6s,2H,11/2,,,L18349c139,,13165.428,9.485349581846316,wn(cm-1)
Fe,2,759.26837,0.00004,759.26847,0.00005,13166.9487,70,,,98568.907,111735.854,3d6.(3H).5s,e 4H,7/2,3d6.(3H).5p,4H*,7/2,,,L18349c139,,13166.9487,9.485465082244858,wn(cm-1)
Fe,2,759.2611,0.0006,759.26040,0.00009,13167.075,5,1.9e+05,D+,92282.470,105449.557,3d5.(4G).4s.4p.(3P*),v 4F*,7/2,3d6.(5D).5d,4G,7/2,,T6892c83,L18349c139,,13167.075,9.485474674398448,wn(cm-1)
Fe,2,758.77853,0.00004,758.77817,0.00005,13175.4489,60,,,98568.907,111744.362,3d6.(3H).5s,e 4H,7/2,3d6.(3F2).5p,2G*,7/2,,,L18349c139,,13175.4489,9.486110444935385,wn(cm-1)
Fe,2,758.76241,0.00004,758.76239,0.00004,13175.7288,70,7.2e+06,B+,90638.823,103814.552,3d6.(5D).5p,4D*,5/2,3d6.(5D).5d,4F,7/2,,T6892c83,L18349c139,,13175.7288,9.486131688767687,wn(cm-1)
Fe,2,758.66443,0.00004,758.66445,0.00005,13177.4304,160,6.2e+06,B+,88853.535,102030.965,3d6.(5D).5p,6D*,7/2,3d6.(5D).6s,6D,7/2,,T6892c83,L18349c139,,13177.4304,9.486260826985191,wn(cm-1)
Fe,2,758.16511,0.00012,758.16504,0.00005,13186.109,17,,,92274.123,105460.233,3d6.(3P1).4p,4P*,5/2,3d6.(3F2).4d,4D,3/2,,,L18349c148,,13186.109,9.48691920598217,wn(cm-1)
Fe,2,758.10918,0.00017,758.10922,0.00006,13187.082,11,3.1e+05,D+,92018.727,105205.808,3d5.(4D).4s.4p.(3P*),6F*,5/2,3d6.(5D).5d,6G,5/2,,T6892c83,L18349c139,,13187.082,9.486992993033608,wn(cm-1)
Fe,2,758.01951,0.00016,758.01977,0.00006,13188.641,12,6.8e+05,D+,92225.549,105414.186,3d6.(5D).5p,4P*,3/2,3d6.(3F2).4d,4G,5/2,,T6892c83,L18349c139,,13188.641,9.487111207802682,wn(cm-1)
Fe,2,757.63305,0.00004,757.63305,0.00005,13195.3689,70,6.4e+06,D+,89471.372,102666.741,3d6.(5D).5p,6D*,1/2,3d6.(5D).6s,6D,1/2,,T6892c83,L18349c139,,13195.3689,9.4876212061063,wn(cm-1)
Fe,2,757.40236,0.00004,757.40236,0.00005,13199.3879,90,,,98445.410,111644.798,3d6.(3H).5s,e 4H,9/2,3d5.(2H).4s.4p.(3P*),4I*,9/2,,,L18349c139,,13199.3879,9.487925736287163,wn(cm-1)
Fe,2,757.2574,0.0006,757.2542,0.0017,13201.915,3.4*,,,92089.043,105291.014,3d5.(4G).4s.4p.(3P*),x 4H*,7/2,3d6.(3F2).4d,4G,7/2,,,L18349c148,,13201.915,9.488117173809568,wn(cm-1)
Fe,2,757.17351,0.00005,757.17347,0.00005,13203.3773,40,,,92314.764,105518.142,3d6.(5D).5p,4P*,1/2,3d6.(3F2).4d,4F,3/2,,,L18349c139,,13203.3773,9.488227931909488,wn(cm-1)
Fe,2,757.04771,0.00004,757.04773,0.00006,13205.5713,160,5.3e+06,C+,89128.569,102334.140,3d5.(4P).4s.4p.(3P*),6P*,7/2,3d6.(5D).6s,6D,5/2,,T6892c83,L18349c139,,13205.5713,9.48839408771056,wn(cm-1)
Fe,2,756.62177,0.00004,756.62179,0.00005,13213.0054,280,1.26e+07,B+,91167.936,104380.941,3d6.(5D).5p,w 6P*,7/2,3d6.(5D).5d,6F,7/2,,T6892c83,L18349c139,,13213.0054,9.488956881102546,wn(cm-1)
Fe,2,756.52539,0.00004,756.52543,0.00005,13214.6887,60,2.9e+06,C+,89119.452,102334.140,3d6.(5D).5p,6D*,5/2,3d6.(5D).6s,6D,5/2,,T6892c83,L18349c139,,13214.6887,9.48908427019642,wn(cm-1)
Fe,2,755.97192,0.00004,755.97309,0.00007,13224.3635,230bl(Fe I),,,72238.564,85462.907,3d6.(3D).4p,w 4F*,5/2,3d6.(5D).4d,e 4G,7/2,,,L18349c148,,13224.3635,9.489816127023861,wn(cm-1)
Fe,2,755.38240,0.00004,755.38241,0.00004,13234.6841,100,,,92225.549,105460.233,3d6.(5D).5p,4P*,3/2,3d6.(3F2).4d,4D,3/2,,,L18349c139,,13234.6841,9.490596245845932,wn(cm-1)
Fe,2,,,755.24011,0.00007,13237.1775,,2.1e-04,E,667.6829,13904.8604,3d6.(5D).4s,a 6D,5/2,3d7,a 4P,1/2,E2,T9588c100,,,13237.1775,9.490784627006656,wn(cm-1)
Fe,2,754.86614,0.00004,754.86616,0.00006,13243.7354,500,1.44e+07,B+,91167.936,104411.671,3d6.(5D).5p,w 6P*,7/2,3d6.(5D).5d,6D,9/2,,T6892c83,L18349c139,,13243.7354,9.491279919609205,wn(cm-1)
Fe,2,754.33767,0.00004,754.33764,0.00004,13253.0136,110,5.7e+06,C+,91575.149,104828.163,3d6.(5D).5p,w 6P*,5/2,3d6.(5D).5d,6D,5/2,,T6892c83,L18349c139,,13253.0136,9.491980247062903,wn(cm-1)
Fe,2,754.02413,0.00004,754.02415,0.00007,13258.5244,170,4.5e+06,C+,91167.936,104426.460,3d6.(5D).5p,w 6P*,7/2,3d6.(5D).5d,6F,5/2,,T6892c83,L18349c139,,13258.5244,9.492395975496265,wn(cm-1)
Fe,2,,,753.96693,0.00011,13259.5303,,2.65e-03,C,13673.2045,26932.7348,3d7,a 4P,3/2,3d6.(3P2).4s,b 2P,1/2,E2,T9907,,,13259.5303,9.492471840789692,wn(cm-1)
Fe,2,753.9518,0.0004,753.95336,0.00007,13259.797,9,,,92329.905,105589.674,3d5.(4G).4s.4p.(3P*),v 4F*,5/2,3d6.(3F2).4d,4H,7/2,,,L18349c139,,13259.797,9.492491954422063,wn(cm-1)
Fe,2,753.6671,0.0006,753.66507,0.00004,13264.806,10,2.7e+06,D+,91575.149,104839.990,3d6.(5D).5p,w 6P*,5/2,3d6.(3F2).4d,4P,3/2,,T6892c83,L18349c148,,13264.806,9.49286964151201,wn(cm-1)
Fe,2,753.25058,0.00006,753.25065,0.00006,13272.1402,50,3.2e+06,C+,92358.625,105630.764,3d5.(4G).4s.4p.(3P*),v 4F*,3/2,3d6.(5D).5d,4G,5/2,,T6892c83,L18349c139,,13272.1402,9.493422395407011,wn(cm-1)
Fe,2,753.07064,0.00005,753.07061,0.00004,13275.3114,60,1.89e+06,C+,89119.452,102394.764,3d6.(5D).5p,6D*,5/2,3d6.(5D).6s,4D,7/2,,T6892c83,L18349c139,,13275.3114,9.493661303462133,wn(cm-1)
Fe,2,752.6441,0.0007,752.64528,0.00005,13282.835,5,7.4e+05,D+,90638.823,103921.637,3d6.(5D).5p,4D*,5/2,3d6.(3H).4d,4G,7/2,,T6892c83,L18349c139,,13282.835,9.494227879162706,wn(cm-1)
Fe,2,752.56173,0.00004,752.56177,0.00004,13284.2887,130,,,91843.485,105127.773,3d6.(5D).5p,w 6P*,3/2,3d6.(5D).5d,4D,5/2,,,L18349c139,,13284.2887,9.494337315172254,wn(cm-1)
Fe,2,752.50984,0.00004,752.50982,0.00004,13285.2046,320,1.78e+07,B+,90397.873,103683.078,3d6.(5D).5p,4D*,7/2,3d6.(5D).5d,4F,9/2,,T6892c83,L18349c139,,13285.2046,9.494406258903323,wn(cm-1)
Fe,2,752.35543,0.00005,752.35544,0.00004,13287.9313,60,2.3e+06,D+,91575.149,104863.080,3d6.(5D).5p,w 6P*,5/2,3d6.(5D).5d,6P,3/2,,T6892c83,L18349c139,,13287.9313,9.494611481201499,wn(cm-1)
Fe,2,,,752.32791,0.00006,13288.4173,,1.0e-04,E,384.7872,13673.2045,3d6.(5D).4s,a 6D,7/2,3d7,a 4P,3/2,E2,T9588c100,,,13288.4173,9.49464805507456,wn(cm-1)
Fe,2,752.21054,0.00011,752.20979,0.00005,13290.4908,32bl(Fe II)*,7.6e+06,C+,90898.878,104189.382,3d6.(5D).5p,4D*,3/2,3d6.(3H).4d,4F,3/2,,T6892c83,L18349c148,,13290.4908,9.494804081047969,wn(cm-1)
Fe,2,752.0918,0.0003,752.09157,0.00005,13292.589,10,3.1e+05,D+,92225.549,105518.142,3d6.(5D).5p,4P*,3/2,3d6.(3F2).4d,4F,3/2,,T6892c83,L18349c139,,13292.589,9.494961940861062,wn(cm-1)
Fe,2,752.0736,0.0003,752.07392,0.00006,13292.910,22,5.8e+05,D+,78725.822,92018.727,3d6.(5D).5s,e 6D,3/2,3d5.(4D).4s.4p.(3P*),6F*,5/2,,T6892c83,L18349c139,,13292.91,9.494986089363975,wn(cm-1)
Fe,2,751.86811,0.00004,751.86804,0.00004,13296.5437,90,5.1e+06,B+,90386.533,103683.078,3d6.(5D).5p,6F*,9/2,3d6.(5D).5d,4F,9/2,,T6892c83,L18349c139,,13296.5437,9.495259408256768,wn(cm-1)
Fe,2,751.79588,0.00006,751.79578,0.00005,13297.8212,50,,,108868.956,122166.779,3d6.(3H).5p,4H*,9/2,3d6.(3H).6s,4H,9/2,,,L18349c139,,13297.8212,9.495355481241084,wn(cm-1)
Fe,2,751.78103,0.00004,751.78108,0.00005,13298.0838,250,1.59e+07,B+,91575.149,104873.232,3d6.(5D).5p,w 6P*,5/2,3d6.(5D).5d,4D,7/2,,T6892c83,L18349c139,,13298.0838,9.495375228642049,wn(cm-1)
Fe,2,751.61844,0.00004,751.61847,0.00005,13300.9604,150,,,98294.909,111595.869,3d6.(3H).5s,e 4H,11/2,3d6.(3H).5p,4H*,11/2,,,L18349c139,,13300.9604,9.495591522129107,wn(cm-1)
Fe,2,751.5938,0.0002,751.59343,0.00007,13301.397,12,,,109271.932,122573.335,3d5.(2I).4s.4p.(3P*),2I*,11/2,3d6.(3H).6s,2H,9/2,,,L18349c139,,13301.397,9.495624346287768,wn(cm-1)
Fe,2,751.588,0.005,751.58298,0.00004,13301.50,8,8.1e+03,D+,31483.1979,44784.7859,3d6.(3D).4s,b 4D,7/2,3d6.(5D).4p,z 4D*,5/2,,T7589,"L15071,L18198",,13301.5,9.495632089805326,wn(cm-1)
Fe,2,751.51029,0.00004,751.51022,0.00005,13302.8746,900,6.e+04,D,46967.4751,60270.351,3d6.(5D).4p,z 4P*,5/2,3d5.4s2,c 4D,7/2,,T6892c83,L18349c139,,13302.8746,9.495735426194313,wn(cm-1)
Fe,2,751.31767,0.00004,751.31762,0.00004,13306.2851,1500,2.91e+07,B+,77861.650,91167.936,3d6.(5D).5s,e 6D,9/2,3d6.(5D).5p,w 6P*,7/2,,T6892c83,L18349c139,,13306.2851,9.49599176649646,wn(cm-1)
Fe,2,751.24526,0.00006,751.24530,0.00006,13307.5676,60,3.5e+06,C+,88723.398,102030.965,3d6.(5D).5p,6D*,9/2,3d6.(5D).6s,6D,7/2,,T6892c83,L18349c139,,13307.5676,9.496088144876204,wn(cm-1)
Fe,2,751.1935,0.0003,751.19331,0.00004,13308.485,9,2.9e+05,D+,90901.130,104209.618,3d6.(5D).5p,4P*,5/2,3d6.(3H).4d,2F,5/2,,T6892c83,L18349c139,,13308.485,9.496157080718357,wn(cm-1)
Fe,2,751.14910,0.00014,751.14928,0.00008,13309.271,19,,,92899.306,106208.574,3d6.(3F1).4p,4D*,5/2,3d6.(3F2).4d,2F,5/2,,,L18349c139,,13309.271,9.496216139040193,wn(cm-1)
Fe,2,751.08676,0.00010,751.08681,0.00005,13310.3760,26,1.2e+06,D+,91070.566,104380.941,3d6.(5D).5p,4F*,5/2,3d6.(5D).5d,6F,7/2,,T6892c83,L18349c139,,13310.376,9.496299160426663,wn(cm-1)
Fe,2,751.0661,0.0004,751.06622,0.00005,13310.743,5,2.0e+06,D+,90898.878,104209.618,3d6.(5D).5p,4D*,3/2,3d6.(3H).4d,2F,5/2,,T6892c83,L18349c139,,13310.743,9.496326732520837,wn(cm-1)
Fe,2,,,750.90601,0.00013,13313.5798,,2.8e-03,E,22939.3512,36252.931,3d6.(3F2).4s,b 4F,5/2,3d6.(3D).4s,b 2D,5/2,M1,T8961,,,13313.5798,9.496539830899492,wn(cm-1)
Fe,2,750.9022,0.0004,750.90092,0.00005,13313.648,10,1.84e+06,C+,91167.936,104481.606,3d6.(5D).5p,w 6P*,7/2,3d6.(3H).4d,2F,7/2,,T6892c83,L18349c148,,13313.648,9.496544953475563,wn(cm-1)
Fe,2,750.65436,0.00004,750.65436,0.00005,13318.0431,330,1.11e+07,C+,78525.442,91843.485,3d6.(5D).5s,e 6D,5/2,3d6.(5D).5p,w 6P*,3/2,,T6892c83,L18349c139,,13318.0431,9.496875018886985,wn(cm-1)
Fe,2,749.66936,0.00004,749.66934,0.00006,13335.5417,170,1.46e+07,C+,89331.199,102666.741,3d6.(5D).5p,6D*,3/2,3d6.(5D).6s,6D,1/2,,T6892c83,L18349c139,,13335.5417,9.498188058213243,wn(cm-1)
Fe,2,749.56269,0.00004,749.56266,0.00004,13337.4394,800,1.96e+07,B+,78237.709,91575.149,3d6.(5D).5s,e 6D,7/2,3d6.(5D).5p,w 6P*,5/2,,T6892c83,L18349c139,,13337.4394,9.498330352019556,wn(cm-1)
Fe,2,749.4690,0.0003,749.46814,0.00007,13339.107,17,6.2e+06,C+,91167.936,104507.058,3d6.(5D).5p,w 6P*,7/2,3d6.(3H).4d,4F,5/2,,T6892c83,L18349c139,,13339.107,9.498455375699695,wn(cm-1)
Fe,2,749.44024,0.00015,749.44011,0.00004,13339.619,30,1.0e+06,D+,90780.623,104120.244,3d6.(5D).5p,4F*,7/2,3d6.(5D).5d,6P,5/2,,T6892c83,L18349c148,,13339.619,9.498493758342109,wn(cm-1)
Fe,2,748.0725,0.0003,748.07116,0.00005,13364.008,19,4.5e+05,D+,91208.892,104572.924,3d6.(5D).5p,4F*,3/2,3d6.(3P2).4d,4F,3/2,,T6892c83,L18349c145,,13364.008,9.500320402099634,wn(cm-1)
Fe,2,,,747.97002,0.00004,13365.8391,,3.e+03,E,31387.9788,44753.8179,3d6.(3D).4s,b 4D,5/2,3d6.(5D).4p,z 4F*,7/2,,T6892c83,,,13365.8391,9.500457409991675,wn(cm-1)
Fe,2,747.63752,0.00007,747.63753,0.00017,13371.7832,170bl(Fe I),,,73395.831,86767.614,3d5.4s2,4F,5/2,3d6.(3P1).4p,v 4D*,5/2,,,L18349c148,,13371.7832,9.500902034426206,wn(cm-1)
Fe,2,747.56121,0.00011,747.56122,0.00005,13373.1483,40,4.9e+06,C+,91199.776,104572.924,3d6.(5D).5p,4D*,1/2,3d6.(3P2).4d,4F,3/2,,T6892c83,L18349c139,,13373.1483,9.50100411732002,wn(cm-1)
Fe,2,747.5433,0.0004,747.54328,0.00004,13373.468,13,1.0e+06,D+,90397.873,103771.342,3d6.(5D).5p,4D*,7/2,3d6.(3H).4d,4G,9/2,,T6892c83,L18349c139,,13373.468,9.50102802314769,wn(cm-1)
Fe,2,747.36172,0.00020,747.36221,0.00004,13376.718,15,,,89625.951,103002.660,3d5.(4P).4s.4p.(3P*),6P*,3/2,3d6.(3P2).4d,4D,5/2,,,L18349c139,,13376.718,9.501271012113524,wn(cm-1)
Fe,2,747.1862,0.0004,747.18749,0.00007,13379.859,8,,,91208.892,104588.729,3d6.(5D).5p,4F*,3/2,3d6.(5D).5d,6D,3/2,,,L18349c139,,13379.859,9.5015057955101,wn(cm-1)
Fe,2,747.17285,0.00005,747.17292,0.00007,13380.0991,80,,,108483.877,121863.975,3d6.(3H).5p,4G*,11/2,3d6.(3H).6s,4H,13/2,,,L18349c148,,13380.0991,9.501523740231772,wn(cm-1)
Fe,2,747.04146,0.00011,747.04160,0.00006,13382.4524,40,5.2e+06,B+,90300.628,103683.078,3d6.(5D).5p,6F*,7/2,3d6.(5D).5d,4F,9/2,,T6892c83,L18349c139,,13382.4524,9.50169960537722,wn(cm-1)
Fe,2,746.89381,0.00006,746.89381,0.00004,13385.0979,80,5.6e+06,C+,90638.823,104023.921,3d6.(5D).5p,4D*,5/2,3d6.(5D).5d,4F,5/2,,T6892c83,L18349c139,,13385.0979,9.501897270085344,wn(cm-1)
Fe,2,746.6771,0.0006,746.67876,0.00006,13388.982,5,9.e+04,D,91199.776,104588.729,3d6.(5D).5p,4D*,1/2,3d6.(5D).5d,6D,3/2,,T6892c83,L18349c139,,13388.982,9.502187408909293,wn(cm-1)
Fe,2,746.57789,0.00004,746.57794,0.00005,13390.7619,110,,,91843.485,105234.246,3d6.(5D).5p,w 6P*,3/2,3d6.(3P2).4d,4P,5/2,,,L18349c139,,13390.7619,9.50232033773858,wn(cm-1)
Fe,2,746.56258,0.00012,746.56250,0.00007,13391.037,22bl(Fe II)*,,,89727.383,103118.421,3d6.(3F1).4p,4G*,5/2,3d6.(5D).6s,4D,3/2,,,L18349c148,,13391.037,9.502340881541558,wn(cm-1)
Fe,2,746.32313,0.00004,746.32329,0.00004,13395.3328,120,3.8e+04,D,91843.485,105238.815,3d6.(5D).5p,w 6P*,3/2,3d6.(3P2).4d,2D,5/2,,T6892c83,L18349c139,,13395.3328,9.502661626761528,wn(cm-1)
Fe,2,746.2414,0.0004,746.24100,0.00005,13396.800,2.5,2.7e+04,E,31387.9788,44784.7859,3d6.(3D).4s,b 4D,5/2,3d6.(5D).4p,z 4D*,5/2,,T6892c83,L18349c139,,13396.8,9.502771151450167,wn(cm-1)
Fe,2,746.0990,0.0009,746.09816,0.00013,13399.357,4,,,94031.370,107430.742,3d5.(4D).4s.4p.(3P*),6D*,1/2,3d6.(3F2).4d,2D,3/2,,,L18349c139,,13399.357,9.502961999713055,wn(cm-1)
Fe,2,745.26386,0.00016,745.26381,0.00009,13414.372,20,7.0e+05,D+,92216.391,105630.764,3d6.(3P1).4p,u 2D*,3/2,3d6.(5D).5d,4G,5/2,,T6892c83,L18349c139,,13414.372,9.50408194849522,wn(cm-1)
Fe,2,745.2561,,745.25611,0.00006,13414.512,:,6.14e-02,C+,2430.1369,15844.6485,3d7,a 4F,7/2,3d7,a 2G,9/2,M1,T8961,"L22747,L22760",,13414.512,9.504092385008345,wn(cm-1)
Fe,2,745.14886,0.00007,745.14888,0.00004,13416.4422,60,3.9e+05,D+,88614.523,102030.965,3d5.(4P).4s.4p.(3P*),6D*,9/2,3d6.(5D).6s,6D,7/2,,T6892c83,L18349c139,,13416.4422,9.504236263603861,wn(cm-1)
Fe,2,745.13589,0.00010,745.13571,0.00004,13416.6759,33,2.6e+06,C+,90397.873,103814.552,3d6.(5D).5p,4D*,7/2,3d6.(5D).5d,4F,7/2,,T6892c83,L18349c139,,13416.6759,9.50425368237712,wn(cm-1)
Fe,2,,,744.94632,0.00008,13420.0900,,1.79e-03,E,8391.9554,21812.0454,3d6.(5D).4s,a 4D,5/2,3d6.(3P2).4s,b 4P,3/2,M1,T8961,,,13420.09,9.50450811691153,wn(cm-1)
Fe,2,744.934,0.003,744.93297,0.00006,13420.31,17,1.7e+04,C,31364.4554,44784.7859,3d6.(3D).4s,b 4D,3/2,3d6.(5D).4p,z 4D*,5/2,,T7589,"L15071,L18198",,13420.31,9.504524510109844,wn(cm-1)
Fe,2,744.71623,0.00005,744.71619,0.00004,13424.2363,100,8.5e+06,C+,89119.452,102543.689,3d6.(5D).5p,6D*,5/2,3d6.(5D).6s,6D,3/2,,T6892c83,L18349c139,,13424.2363,9.504817031353014,wn(cm-1)
Fe,2,744.3604,0.0004,744.36043,0.00005,13430.654,10,1.6e+06,D+,91199.776,104630.429,3d6.(5D).5p,4D*,1/2,3d6.(5D).5d,6F,3/2,,T6892c83,L18349c139,,13430.654,9.50529498527876,wn(cm-1)
Fe,2,744.09114,0.00004,744.09078,0.00009,13435.5136,160bl(Fe I),,,92154.154,105589.674,3d5.(4D).4s.4p.(3P*),6F*,7/2,3d6.(3F2).4d,4H,7/2,,,L18349c148,,13435.5136,9.50565674882653,wn(cm-1)
Fe,2,743.95532,0.00019,743.95484,0.00006,13437.966,26,1.8e+06,D+,91850.584,105288.559,3d5.(4D).4s.4p.(3P*),6F*,1/2,3d6.(5D).5d,6G,3/2,,T6892c83,L18349c139,,13437.966,9.505839263338482,wn(cm-1)
Fe,2,,,743.69970,0.00013,13442.5851,,1.94e-02,C,22810.3459,36252.931,3d6.(3F2).4s,b 4F,7/2,3d6.(3D).4s,b 2D,5/2,M1,T8961,,,13442.5851,9.506182939331453,wn(cm-1)
Fe,2,743.5621,0.0006,743.56203,0.00004,13445.073,22,1.3e+05,D,91843.485,105288.559,3d6.(5D).5p,w 6P*,3/2,3d6.(5D).5d,6G,3/2,,T6892c83,L18349c139,,13445.073,9.50636799821593,wn(cm-1)
Fe,2,,,743.22483,0.00019,13451.174,,1.43e-03,D+,18360.6399,31811.814,3d7,a 2P,3/2,3d7,b 2F,5/2,M1+E2,T9907,,,13451.174,9.506821667466117,wn(cm-1)
Fe,2,742.23502,0.00017,742.23479,0.00004,13469.112,40,5.8e+06,C+,90638.823,104107.939,3d6.(5D).5p,4D*,5/2,3d6.(3P2).4d,4F,7/2,,T6892c83,L18349c139,,13469.112,9.50815434295514,wn(cm-1)
Fe,2,742.1228,0.0004,742.12250,0.00004,13471.149,20,9.e+05,D+,89331.199,102802.353,3d6.(5D).5p,6D*,3/2,3d6.(5D).6s,4D,5/2,,T6892c83,L18349c139,,13471.149,9.508305566434666,wn(cm-1)
Fe,2,741.754,0.002,741.75633,0.00006,13477.85,7,,,46967.4751,60445.279,3d6.(5D).4p,z 4P*,5/2,3d5.4s2,c 4D,5/2,,,L18349c139,,13477.85,9.508802876196569,wn(cm-1)
Fe,2,741.60217,0.00016,741.60221,0.00006,13480.606,50,3.8e+06,C+,88853.535,102334.140,3d6.(5D).5p,6D*,7/2,3d6.(5D).6s,6D,5/2,,T6892c83,L18349c139,,13480.606,9.509007338945445,wn(cm-1)
Fe,2,741.1382,0.0004,741.13747,0.00010,13489.044,30,3.3e+05,D+,88209.461,101698.519,3d5.(4P).4s.4p.(3P*),6D*,7/2,3d6.(5D).6s,6D,9/2,,T6892c83,L18349c139,,13489.044,9.509633079381477,wn(cm-1)
Fe,2,740.8372,0.0006,740.83738,0.00005,13494.525,50,,,98445.410,111939.932,3d6.(3H).5s,e 4H,9/2,3d6.(3F2).5p,4G*,9/2,,,L18349c139,,13494.525,9.51003932661107,wn(cm-1)
Fe,2,739.7737,0.0003,739.77375,0.00006,13513.926,40,7.5e+06,B+,90300.628,103814.552,3d6.(5D).5p,6F*,7/2,3d6.(5D).5d,4F,7/2,,T6892c83,L18349c139,,13513.926,9.511475988294256,wn(cm-1)
Fe,2,739.3910,0.0002,739.39103,0.00005,13520.920,80,,,98130.136,111651.055,3d6.(3H).5s,e 4H,13/2,3d5.(4G).4s.(5G).4p,4H*,13/2,,,L18349c139,,13520.92,9.511993394619118,wn(cm-1)
Fe,2,738.9580,0.0004,738.9577,0.0004,13528.842,100,,,109486.551,123015.399,3d5.4s.(7S).4d,8D,11/2,3d6.(3H<6>).4f,2[6]*,13/2,,,L18349c139,,13528.842,9.512579129918858,wn(cm-1)
Fe,2,738.8167,,738.81673,0.00007,13531.430,:,4.47e-02,C,2837.9807,16369.4098,3d7,a 4F,5/2,3d7,a 2G,7/2,M1,"T9588,T10588c104","L22747,L22760",,13531.43,9.512770406636838,wn(cm-1)
Fe,2,,,737.09511,0.00008,13563.0341,,2.26e-02,C+,8846.7837,22409.8178,3d6.(5D).4s,a 4D,1/2,3d6.(3P2).4s,b 4P,1/2,M1,T9588c100,,,13563.0341,9.51510329015258,wn(cm-1)
Fe,2,734.00487,0.00016,734.00614,0.00004,13620.136,320,,,90487.827,104107.939,3d6.(5D).5p,6F*,5/2,3d6.(3P2).4d,4F,7/2,,,L18349c145,,13620.136,9.519304564969362,wn(cm-1)
Fe,2,,,732.84382,0.00009,13641.7138,,1.62e-03,C+,13673.2045,27314.9183,3d7,a 4P,3/2,3d6.(3F2).4s,a 2F,7/2,E2,T8961,,,13641.7138,9.520887568666051,wn(cm-1)
