"analysis_id","species","deltaD","null_mean","null_sd","excess_deltaD","z_null","amplitude","deltaD_per_line","deltaD_per_bin","n_lines","bins","percentile_in_null","null_n"
"fe_ion2_wn_bin160","Fe",315.727660603729,9.3422837601784,3.13134843443888,306.38537684355,97.8445494835047,0.261305834349196,0.0334209442790017,1.9732978787733,9447,160,1,25
"cr_ion2_wn_bin160","Cr",228.486019036192,9.41278250052721,3.30065912918122,219.073236535665,66.3725722534728,0.351219044892484,0.0586162183263705,1.4280376189762,3898,160,1,25
"mn_ion2_wn_bin160","Mn",89.4593944441067,9.31059841738232,2.70498268460469,80.1487960267244,29.630058810686,0.265807581021992,0.0346205086857998,0.559121215275667,2584,160,1,25
"co_ion2_wn_bin160","Co",327.153172835048,9.40000638331396,3.51657722521201,317.753166451734,90.3586487945184,0.525832173365736,0.133531907279611,2.04470733021905,2450,160,1,25
"ni_ion2_wn_bin160","Ni",24.149190957751,10.0402217661634,3.93269148977683,14.1089691915876,3.58761149412924,0.565382195393076,0.142054064457359,0.150932443485944,170,160,1,25
"ti_ion2_wn_bin160","Ti",46.9882628355725,8.97781386888362,2.90052636399173,38.0104489666889,13.1046728064828,0.244734451192414,0.0297770993888292,0.293676642722328,1578,160,1,25
