"model","loglik","n_params","n_bins","deviance","AIC","AICc","BIC","heldout_loglik_test","deltaAIC","deltaBIC","selected_k","heldout_k_lock","heldout_train_center","heldout_train_scale","deviance_difference","note"
"M0_smooth_null",-953.216372386261,2,160,1011.9344557793,1910.43274477252,1910.50917789354,1916.58309240299,-605.656386645527,311.727660603729,305.577312973261,31.3265306122449,31.9627851140456,9.19388764423775,0.312842672339254,315.727660603729,"k selected by scan; AIC/BIC do not fully account for look-elsewhere; held-out polynomial transform frozen from training block"
"M1_smooth_plus_logperiodic",-795.352542084396,4,160,696.206795175567,1598.70508416879,1598.96314868492,1611.00577942973,-617.85084724715,0,0,31.3265306122449,31.9627851140456,9.19388764423775,0.312842672339254,315.727660603729,"k selected by scan; AIC/BIC do not fully account for look-elsewhere; held-out polynomial transform frozen from training block"
