"analysis_id","k_best","omega_best","delta_log_x","scale_ratio","amplitude","phase","deltaD","D_base","D_harmonic","n_obs","n_lines","bins","peak_rank","second_best_k","separation_from_second"
"fe_ion2_wn_bin160",31.3265306122449,31.3265306122449,0.200570736190098,1.22210005588453,0.261305834349196,-0.725632681511384,315.727660603729,1011.9344557793,696.206795175567,10.7396495688782,9447,160,1,9.78931572629052,21.5372148859544
