"analysis_id","observed_deltaD","scan_global_p","scan_global_tail_count","scan_global_B","family_max_p","holm_p","bonferroni_p","bh_fdr","by_fdr","family_size","worst_fwer_adjusted_p","worst_alternative_null","worst_alternative_null_p","worst_alternative_null_B","largest_reported_global_p","largest_reported_global_p_note","calibration_fpr_alpha_0_05","calibration_ci_lo","calibration_ci_hi","calibration_compatible","holdout_designs","holdout_sig_direction_consistent","holdout_median_historical_fixed_p","holdout_median_refit_p","holdout_median_conservative_p","heldout_model_loglik_gain_M1_minus_M0","bin_reference_fraction","bootstrap_peak_reference_fraction","specification_reference_fraction","injection_null_detection_prob","injection_null_n"
"fe_ion2_wn_bin160_sigma6_degree1",315.727660603729,0.0001999600079984,0,5000,0.0001999600079984,0.0117976404719056,0.0117976404719056,0.0002034075943432,0.000948531055964046,59,0.0117976404719056,"block_residual_refit",0.000599880023995201,5000,0.0117976404719056,"maximum of scan-global, family-max, Holm, Bonferroni, BH, BY, and worst alternative-null p-values; conservative diagnostic only, not a newly combined formal p-value",0.0528,0.048497623646849,0.057365099095839,TRUE,8,7,0.000999000999000999,0.000999000999000999,0.000999000999000999,-12.1944606016229,0.7,1,0.893617021276596,0.0455,2000
