"family_max_deltaD"
15.963415424111
13.1442587591116
14.2771731833688
14.7115895825133
15.3148229677439
14.0910925908605
12.5480304566456
14.7034793689724
15.3571943883863
16.9730197245741
18.6968254141687
15.8886685583235
16.6817104512768
13.1202111922873
16.3478988932748
