ell,count,edge_lo,edge_hi,baseline
8.661017598926389,78.0,8.651985903243146,8.670049294609633,75.0290099835728
8.679080990292876,78.0,8.670049294609633,8.688112685976119,74.48328947198952
8.697144381659363,72.0,8.688112685976119,8.706176077342606,73.88658176014073
8.715207773025849,75.0,8.706176077342606,8.724239468709094,73.23051793037583
8.733271164392338,75.0,8.724239468709094,8.742302860075581,72.5013893057061
8.751334555758824,63.0,8.742302860075581,8.760366251442068,71.6795483383036
8.769397947125311,55.0,8.760366251442068,8.778429642808554,70.7412083861098
8.787461338491799,69.0,8.778429642808554,8.796493034175041,69.66353767444907
8.805524729858284,67.0,8.796493034175041,8.814556425541529,68.42318776272623
8.823588121224772,92.0,8.814556425541529,8.832619816908014,67.00928472799589
8.841651512591259,93.0,8.832619816908014,8.850683208274502,65.42204059049557
8.859714903957745,74.0,8.850683208274502,8.868746599640989,63.67918075262995
8.877778295324234,71.0,8.868746599640989,8.886809991007476,61.81536184808652
8.89584168669072,67.0,8.886809991007476,8.904873382373964,59.88325931101618
8.913905078057207,58.0,8.904873382373964,8.92293677374045,57.94867488869502
8.931968469423694,41.0,8.92293677374045,8.941000165106937,56.08593356102644
8.95003186079018,38.0,8.941000165106937,8.959063556473424,54.37181296233856
8.968095252156667,34.0,8.959063556473424,8.97712694783991,52.879502530349704
8.986158643523154,35.0,8.97712694783991,8.995190339206397,51.67249981334737
9.00422203488964,42.0,8.995190339206397,9.013253730572885,50.80110235029714
9.02228542625613,31.0,9.013253730572885,9.031317121939372,50.30003287438459
9.040348817622615,54.0,9.031317121939372,9.04938051330586,50.18703147473083
9.058412208989102,67.0,9.04938051330586,9.067443904672345,50.460854528811005
9.07647560035559,51.0,9.067443904672345,9.085507296038832,51.10196861793024
9.094538991722075,54.0,9.085507296038832,9.10357068740532,52.07228554062649
9.112602383088563,31.0,9.10357068740532,9.121634078771805,53.31561207860639
9.13066577445505,38.0,9.121634078771805,9.139697470138293,54.758459746317484
9.148729165821536,27.0,9.139697470138293,9.15776086150478,56.31352280533035
9.166792557188025,39.0,9.15776086150478,9.175824252871267,57.883354498634525
9.18485594855451,53.0,9.175824252871267,9.193887644237755,59.368315347271384
9.202919339920998,63.0,9.193887644237755,9.21195103560424,60.67527221781798
9.220982731287485,153.0,9.21195103560424,9.230014426970728,61.72417091842644
9.23904612265397,70.0,9.230014426970728,9.248077818337215,62.4561629121104
9.257109514020458,97.0,9.248077818337215,9.2661412097037,62.839262257273276
9.275172905386945,77.0,9.2661412097037,9.284204601070188,62.86736949947486
9.293236296753431,79.0,9.284204601070188,9.302267992436676,62.55814860329726
9.31129968811992,42.0,9.302267992436676,9.320331383803163,61.94520197491991
9.329363079486406,42.0,9.320331383803163,9.33839477516965,61.070210903630574
9.347426470852893,39.0,9.33839477516965,9.356458166536136,59.974219253335725
9.36548986221938,39.0,9.356458166536136,9.374521557902623,58.69323883944429
9.383553253585866,48.0,9.374521557902623,9.39258494926911,57.25317536267092
9.401616644952353,72.0,9.39258494926911,9.410648340635596,55.67157424395596
9.41968003631884,74.0,9.410648340635596,9.428711732002084,53.963004528150165
9.437743427685326,64.0,9.428711732002084,9.446775123368571,52.143858767774226
9.455806819051816,63.0,9.446775123368571,9.464838514735058,50.23757690768154
9.473870210418301,83.0,9.464838514735058,9.482901906101546,48.283667408991455
9.491933601784789,65.0,9.482901906101546,9.500965297468031,46.3363102642219
9.509996993151276,37.0,9.500965297468031,9.519028688834519,44.46612772646994
9.528060384517762,13.0,9.519028688834519,9.537092080201006,42.754308367325514
9.546123775884249,9.0,9.537092080201006,9.555155471567492,41.28610289716807
9.564187167250736,9.0,9.555155471567492,9.57321886293398,40.14492547296346
9.582250558617222,30.0,9.57321886293398,9.591282254300467,39.40329269088528
9.600313949983711,32.0,9.591282254300467,9.609345645666954,39.118439879498695
9.618377341350197,29.0,9.609345645666954,9.627409037033441,39.32653043708609
9.636440732716684,56.0,9.627409037033441,9.645472428399927,40.04169788151104
9.654504124083171,49.0,9.645472428399927,9.663535819766414,41.25180252046372
9.672567515449657,22.0,9.663535819766414,9.681599211132902,42.9176221334938
9.690630906816144,15.0,9.681599211132902,9.699662602499387,44.976972237308054
9.708694298182632,27.0,9.699662602499387,9.717725993865875,47.336234055164894
9.726757689549117,45.0,9.717725993865875,9.735789385232362,49.88001183308185
9.744821080915607,49.0,9.735789385232362,9.75385277659885,52.47128311759792
9.762884472282092,66.0,9.75385277659885,9.771916167965337,54.95948434822143
9.78094786364858,45.0,9.771916167965337,9.789979559331822,57.18854263774857
9.799011255015067,70.0,9.789979559331822,9.80804295069831,59.009975139135626
9.817074646381553,74.0,9.80804295069831,9.826106342064797,60.29576912322378
9.83513803774804,78.0,9.826106342064797,9.844169733431283,60.95013233750676
9.853201429114527,119.0,9.844169733431283,9.86223312479777,60.91930612299805
9.871264820481013,152.0,9.86223312479777,9.880296516164258,60.19805450746719
9.889328211847502,84.0,9.880296516164258,9.898359907530745,58.828539043786
9.907391603213988,62.0,9.898359907530745,9.916423298897232,56.89452540340166
9.925454994580475,30.0,9.916423298897232,9.934486690263718,54.50983025275451
9.943518385946962,27.0,9.934486690263718,9.952550081630205,51.80610129024939
9.961581777313448,18.0,9.952550081630205,9.970613472996693,48.91771871307369
9.979645168679935,18.0,9.970613472996693,9.988676864363178,45.96937677636939
9.997708560046423,35.0,9.988676864363178,10.006740255729666,43.066527972897326
10.015771951412908,47.0,10.006740255729666,10.024803647096153,40.29433645900184
10.033835342779398,44.0,10.024803647096153,10.04286703846264,37.71689800199304
10.051898734145883,28.0,10.04286703846264,10.060930429829128,35.38369597786937
10.06996212551237,52.0,10.060930429829128,10.078993821195613,33.33783672736606
10.088025516878858,40.0,10.078993821195613,10.0970572125621,31.62202618986725
10.106088908245344,22.0,10.0970572125621,10.115120603928588,30.288719891685567
