"claim","verdict","bins_120_k_best","bins_160_k_best","bins_200_k_best","bins_120_n_obs","bins_160_n_obs","bins_200_n_obs","bins_120_deltaD","bins_160_deltaD","bins_200_deltaD","bins_120_p","bins_160_p","bins_200_p","reasons"
"Fe II log-cosine k_best bin-stability (bins 120/160/200)","PASS","31.3265306122449","31.3265306122449","31.3265306122449","10.7171345802642","10.7396495688782","10.7531585620466","355.744301050131","315.727660603729","259.178756760527","0.00497512437810945","0.00497512437810945","0.00497512437810945",""
