"element","sp_num","obs_wl_air(nm)","unc_obs_wl","ritz_wl_air(nm)","unc_ritz_wl","wn(cm-1)","intens","Aki(s^-1)","Acc","Ei(cm-1)","Ek(cm-1)","conf_i","term_i","J_i","conf_k","term_k","J_k","Type","tp_ref","line_ref","","wavenumber_cm","ell","wavenumber_source"
"Co","2","615.81949","0.00008","615.81953","0.00015","16234.032","220","1.9e+05","D","95976.579","112210.61","3d7.(4F).5p","5F*","4","3d7.(4F).5d","5H","5","","T6999","L9429c118","",16234.032,9.69486505849079,"wn(cm-1)"
"Co","2","611.8718","0.0003","611.87174","0.00009","16338.771","120","4.e+04","E","93738.788","110077.560","3d7.(4F).4d","f 3F","4","3d7.(4F<9/2>).4f","2[9/2]*","5","","T6999","L9429c118","",16338.771,9.70129615138698,"wn(cm-1)"
"Co","2","611.25456","0.00021","611.25460","0.00006","16355.269","190","2.6e+07","C+","93738.788","110094.056","3d7.(4F).4d","f 3F","4","3d7.(4F<9/2>).4f","2[11/2]*","5","","T6999","L9429c118","",16355.269,9.70230538740678,"wn(cm-1)"
"Co","2","611.0553","0.0003","611.05550","0.00015","16360.601","140","5.3e+06","C+","93738.788","110099.385","3d7.(4F).4d","f 3F","4","3d7.(4F<9/2>).4f","2[9/2]*","4","","T6999","L9429c118","",16360.601,9.70263134542331,"wn(cm-1)"
"Co","2","609.91733","0.00021","609.9169","0.0003","16391.127","85","2.5e+07","C+","93738.788","110129.926","3d7.(4F).4d","f 3F","4","3d7.(4F<9/2>).4f","2[7/2]*","4","","T6999","L9429c118","",16391.127,9.70449543081382,"wn(cm-1)"
"Co","2","609.9081","0.0004","609.90807","0.00015","16391.376","46","9.e+05","D","93738.788","110130.164","3d7.(4F).4d","f 3F","4","3d7.(4F<9/2>).4f","2[7/2]*","3","","T6999","L9429c118","",16391.376,9.70451062184423,"wn(cm-1)"
"Co","2","606.45439","0.00015","606.45638","0.00018","16484.722","310bl(Ne)","9.e+04","E","93678.422","110163.09","3d7.(4F).4d","e 3P","2","3d7.(4F<9/2>).4f","2[5/2]*","2","","T6999","L9429c118","",16484.722,9.71018929154805,"wn(cm-1)"
"Co","2","605.1085","0.0008","605.10921","0.00015","16521.388","150","4.3e+07","C+","93678.422","110199.790","3d7.(4F).4d","e 3P","2","3d7.(4F<9/2>).4f","2[3/2]*","1","","T6999","L9429c118","",16521.388,9.712411062916,"wn(cm-1)"
"Co","2","603.18296","0.00014","603.18289","0.00018","16574.128","190","4.2e+06","D","94368.585","110942.715","3d7.(4F).4d","f 3F","3","3d7.(4F<7/2>).4f","2[7/2]*","4","","T6999","L9429c118","",16574.128,9.71559820431871,"wn(cm-1)"
"Co","2","601.9490","0.0005","601.94779","0.00018","16608.104","110","1.35e+07","C+","94368.585","110976.722","3d7.(4F).4d","f 3F","3","3d7.(4F<7/2>).4f","2[5/2]*","3","","T6999","L9429c118","",16608.104,9.7176460479884,"wn(cm-1)"
"Co","2","601.3505","0.0010","601.35155","0.00022","16624.63","100","3.9e+05","D","94368.585","110993.189","3d7.(4F).4d","f 3F","3","3d7.(4P).5p","5D*","4","","T6999","L9429c118","",16624.63,9.7186406096373,"wn(cm-1)"
"Co","2","600.63466","0.00010","600.6366","0.0022","16644.446","430bl(Co I)","1.4e+05","D","94405.533","111049.924","3d7.(4F).4d","e 3P","1","3d7.(4P).5p","5D*","2","","T6999","L9429c118","",16644.446,9.71983186618698,"wn(cm-1)"
"Co","2","594.0485","0.0003","594.04789","0.00014","16828.980","170bl(Co I)","1.8e+07","C+","94743.698","111572.695","3d7.(4F).4d","f 3F","2","3d7.(4F<5/2>).4f","2[5/2]*","3","","T6999","L9429c118","",16828.98,9.73085767928762,"wn(cm-1)"
"Co","2","593.0079","0.0007","593.00817","0.00021","16858.511","110","1.7e+07","C+","94743.698","111602.201","3d7.(4F).4d","f 3F","2","3d7.(4F<5/2>).4f","2[3/2]*","2","","T6999","L9429c118","",16858.511,9.73261091211606,"wn(cm-1)"
"Co","2","591.4775","0.0006","591.47923","0.00025","16902.129","60","1.5e+07","D","94720.916","111622.997","3d7.(4F).4d","e 3P","0","3d7.(4F<5/2>).4f","2[1/2]*","1","","T6999","L9429c118","",16902.129,9.73519486930817,"wn(cm-1)"
"Co","2","582.89750","0.00020","582.89774","0.00010","17150.920","81","1.6e+07","C+","94405.533","111556.446","3d7.(4F).4d","e 3P","1","3d7.(4F<5/2>).4f","2[5/2]*","2","","T6999","L9429c118","",17150.92,9.74980709547015,"wn(cm-1)"
"Co","2","582.68475","0.00020","582.6840","0.0003","17157.182","57","2.4e+07","C+","94405.533","111562.737","3d7.(4F).4d","e 3P","1","3d7.(4F<5/2>).4f","2[3/2]*","1","","T6999","L9429c118","",17157.182,9.7501721404423,"wn(cm-1)"
"Co","2","582.0924","0.0003","582.09327","0.00017","17174.641","74*","1.9e+06","D","94368.585","111543.201","3d7.(4F).4d","f 3F","3","3d7.(4F<5/2>).4f","2[9/2]*","4","","T6999","L9429c118","",17174.641,9.75118921439756,"wn(cm-1)"
"Co","2","581.85194","0.00016","581.85127","0.00024","17181.739","140","1.08e+07","C+","94368.585","111550.344","3d7.(4F).4d","f 3F","3","3d7.(4F<5/2>).4f","2[7/2]*","3","","T6999","L9429c118","",17181.739,9.75160241276718,"wn(cm-1)"
"Co","2","581.670","","581.66991","0.00014","17187.1","270bl:","3.4e+07","C+","94368.585","111555.701","3d7.(4F).4d","f 3F","3","3d7.(4F<5/2>).4f","2[7/2]*","4","","T6999","L9429c119","",17187.1,9.75191438141084,"wn(cm-1)"
"Co","2","581.60426","0.00018","581.60423","0.00008","17189.056","110","2.2e+06","D","93738.788","110927.845","3d7.(4F).4d","f 3F","4","3d7.(4F<7/2>).4f","2[9/2]*","4","","T6999","L9429c118","",17189.056,9.75202818122034,"wn(cm-1)"
"Co","2","581.452","0.010","581.44277","0.00020","17193.6","bl(Ti II)","3.87e-03","","10708.331","27902.161","3d7.(4F).4s","b 3F","3","3d7.(2H).4s","a 3H","4","M1","T6904","L13469","",17193.6,9.7522925005345,"wn(cm-1)"
"Co","2","581.16688","0.00008","581.16706","0.00005","17201.992","370","3.3e+07","C+","93738.788","110940.775","3d7.(4F).4d","f 3F","4","3d7.(4F<7/2>).4f","2[11/2]*","5","","T6999","L9429c118","",17201.992,9.75278047004911,"wn(cm-1)"
"Co","2","581.10158","0.00015","581.10152","0.00007","17203.925","98","1.29e+07","C+","93738.788","110942.715","3d7.(4F).4d","f 3F","4","3d7.(4F<7/2>).4f","2[7/2]*","4","","T6999","L9429c118","",17203.925,9.75289283444283,"wn(cm-1)"
"Co","2","579.8561","0.0003","579.85611","0.00017","17240.876","250","5.3e+07","C+","94743.698","111984.575","3d7.(4F).4d","f 3F","2","3d7.(4F<3/2>).4f","2[5/2]*","3","","T6999","L9429c118","",17240.876,9.75503835499176,"wn(cm-1)"
"Co","2","579.34158","0.00016","579.34158","0.00010","17256.189","89","9.4e+06","C+","93678.422","110934.611","3d7.(4F).4d","e 3P","2","3d7.(4F<7/2>).4f","2[7/2]*","3","","T6999","L9429c118","",17256.189,9.75592614072111,"wn(cm-1)"
"Co","2","578.13519","0.00017","578.12566","0.00017","17292.197","180*","2.8e+07","C+","94743.698","112036.18","3d7.(4F).4d","f 3F","2","3d7.(4F<3/2>).4f","2[3/2]*","2","","T6999","L9429c118","",17292.197,9.7580106382741,"wn(cm-1)"
"Co","2","577.1848","0.0003","577.18450","0.00020","17320.670","140","5.1e+07","C+","94720.916","112041.595","3d7.(4F).4d","e 3P","0","3d7.(4F<3/2>).4f","2[3/2]*","1","","T6999","L9429c118","",17320.67,9.75965586497101,"wn(cm-1)"
"Co","2","577.14674","0.00020","577.14705","0.00017","17321.812","77","2.0e+07","C+","93678.422","111000.225","3d7.(4F).4d","e 3P","2","3d7.(4F<7/2>).4f","2[3/2]*","1","","T6999","L9429c118","",17321.812,9.75972179558189,"wn(cm-1)"
"Co","2","576.9579","0.0004","576.95719","0.00013","17327.483","36","3.6e+06","D","93678.422","111005.925","3d7.(4F).4d","e 3P","2","3d7.(4P).5p","5D*","3","","T6999","L9429c118","",17327.483,9.76004913269225,"wn(cm-1)"
"Co","2","572.5533","0.0004","572.55363","0.00013","17460.780","32","","","94405.533","111866.302","3d7.(4F).4d","e 3P","1","3d7.(4P).5p","3D*","2","","","L9429c118","",17460.78,9.76771250193528,"wn(cm-1)"
"Co","2","568.93129","0.00008","568.93130","0.00007","17571.939","230","3.3e+07","C+","94368.585","111940.524","3d7.(4F).4d","f 3F","3","3d7.(4F<3/2>).4f","2[7/2]*","4","","T6999","L9429c118","",17571.939,9.77405853365782,"wn(cm-1)"
"Co","2","568.8179","0.0003","568.8160","0.0003","17575.442","140p","8.e+06","D","94405.533","111981.033","3d7.(4F).4d","e 3P","1","3d7.(4F<3/2>).4f","2[5/2]*","2","","T6999","L9429c118","",17575.442,9.77425786572251,"wn(cm-1)"
"Co","2","567.5085","0.0005","567.50860","0.00023","17615.992","86","1.5e+07","C+","94368.585","111984.575","3d7.(4F).4d","f 3F","3","3d7.(4F<3/2>).4f","2[5/2]*","3","","T6999","L9429c118","",17615.992,9.77656240482975,"wn(cm-1)"
"Co","2","567.0381","0.0008","567.03680","0.00016","17630.608","69","2.7e+07","C+","94405.533","112036.18","3d7.(4F).4d","e 3P","1","3d7.(4F<3/2>).4f","2[3/2]*","2","","T6999","L9429c118","",17630.608,9.77739176146771,"wn(cm-1)"
"Co","2","566.8633","0.0004","566.86270","0.00023","17636.042","120","3.1e+07","C+","94405.533","112041.595","3d7.(4F).4d","e 3P","1","3d7.(4F<3/2>).4f","2[3/2]*","1","","T6999","L9429c118","",17636.042,9.77769992796739,"wn(cm-1)"
"Co","2","561.64218","0.00008","561.64213","0.00006","17799.989","170","1.22e+07","C+","93738.788","111538.779","3d7.(4F).4d","f 3F","4","3d7.(4F<5/2>).4f","2[9/2]*","5","","T6999","L9429c118","",17799.989,9.78695311830246,"wn(cm-1)"
"Co","2","561.10881","0.00014","561.10869","0.00006","17816.909","100","9.6e+06","C+","93738.788","111555.701","3d7.(4F).4d","f 3F","4","3d7.(4F<5/2>).4f","2[7/2]*","4","","T6999","L9429c118","",17816.909,9.78790322918931,"wn(cm-1)"
"Co","2","560.13000","0.00019","560.13004","0.00009","17848.043","70","1.19e+07","C+","93738.788","111586.830","3d7.(4F).4d","f 3F","4","3d7.(4F<5/2>).4f","2[11/2]*","5","","T6999","L9429c118","",17848.043,9.78964914534299,"wn(cm-1)"
"Co","2","559.9500","0.0006","559.94892","0.00016","17853.781","29","","","98278.565","116132.380","3d7.(4F).5p","3G*","3","3d7.(2H).4d","3F","3","","","L9429c118","",17853.781,9.78997058550523,"wn(cm-1)"
"Co","2","559.38169","0.00013","559.38160","0.00008","17871.919","110","1.36e+07","C+","93678.422","111550.344","3d7.(4F).4d","e 3P","2","3d7.(4F<5/2>).4f","2[7/2]*","3","","T6999","L9429c118","",17871.919,9.79098598906953,"wn(cm-1)"
"Co","2","559.19036","0.00014","559.19068","0.00013","17878.034","83","1.0e+07","D","93678.422","111556.446","3d7.(4F).4d","e 3P","2","3d7.(4F<5/2>).4f","2[5/2]*","2","","T6999","L9429c118","",17878.034,9.79132808742471,"wn(cm-1)"
"Co","2","557.76461","0.00019","557.76318","0.00009","17923.733","21i","1.7e+07","C+","93678.422","111602.201","3d7.(4F).4d","e 3P","2","3d7.(4F<5/2>).4f","2[3/2]*","2","","T6999","L9429c118","",17923.733,9.79388097956656,"wn(cm-1)"
"Co","2","552.7195","0.0006","552.72044","0.00015","18087.336","65bl(Co I)","3.e+04","E","92889.417","110976.722","3d7.(4F).4d","e 3H","4","3d7.(4F<7/2>).4f","2[5/2]*","3","","T6999","L9429c118","",18087.336,9.80296730386339,"wn(cm-1)"
"Co","2","551.7880","0.0007","551.78804","0.00009","18117.868","28","5.e+06","D","92044.913","110162.781","3d7.(4F).4d","e 3D","2","3d7.(4F<9/2>).4f","2[5/2]*","3","","T6999","L9429c118","",18117.868,9.80465391263033,"wn(cm-1)"
"Co","2","551.7786","0.0003","551.77863","0.00015","18118.178","87","5.e+04","E","92044.913","110163.09","3d7.(4F).4d","e 3D","2","3d7.(4F<9/2>).4f","2[5/2]*","2","","T6999","L9429c118","",18118.178,9.80467102266491,"wn(cm-1)"
"Co","2","550.66350","0.00018","550.66320","0.00012","18154.867","110","3.2e+07","C+","92044.913","110199.790","3d7.(4F).4d","e 3D","2","3d7.(4F<9/2>).4f","2[3/2]*","1","","T6999","L9429c118","",18154.867,9.80669395801604,"wn(cm-1)"
"Co","2","550.52771","0.00023","550.52726","0.00007","18159.345","57","2.7e+05","D","91918.200","110077.560","3d7.(4F).4d","e 3G","4","3d7.(4F<9/2>).4f","2[9/2]*","5","","T6999","L9429c118","",18159.345,9.80694058322287,"wn(cm-1)"
"Co","2","550.02745","0.00014","550.02761","0.00009","18175.861","150","1.38e+07","C+","91918.200","110094.056","3d7.(4F).4d","e 3G","4","3d7.(4F<9/2>).4f","2[11/2]*","5","","T6999","L9429c118","",18175.861,9.80784967404445,"wn(cm-1)"
"Co","2","549.8667","0.0003","549.86639","0.00005","18181.175","95","1.9e+06","D","91918.200","110099.385","3d7.(4F).4d","e 3G","4","3d7.(4F<9/2>).4f","2[9/2]*","4","","T6999","L9429c118","",18181.175,9.80814199710609,"wn(cm-1)"
"Co","2","548.9420","0.0005","548.93708","0.00009","18211.802","99*","1.5e+05","D","91918.200","110130.164","3d7.(4F).4d","e 3G","4","3d7.(4F<9/2>).4f","2[7/2]*","3","","T6999","L9429c118","",18211.802,9.80982512444301,"wn(cm-1)"
"Co","2","547.4414","0.0005","547.44110","0.00007","18261.722","61","5.2e+06","C+","93738.788","112000.519","3d7.(4F).4d","f 3F","4","3d7.(4F<3/2>).4f","2[9/2]*","5","","T6999","L9429c118","",18261.722,9.81256245419326,"wn(cm-1)"
"Co","2","547.1691","0.0004","547.16933","0.00015","18270.809","39","6.e+06","D","91928.989","110199.790","3d7.(4F).4d","e 5G","2","3d7.(4F<9/2>).4f","2[3/2]*","1","","T6999","L9429c118","",18270.809,9.81305992863254,"wn(cm-1)"
"Co","2","546.1124","0.0004","546.11265","0.00009","18306.162","46","6.e+06","D","93678.422","111984.575","3d7.(4F).4d","e 3P","2","3d7.(4F<3/2>).4f","2[5/2]*","3","","T6999","L9429c118","",18306.162,9.81499300346309,"wn(cm-1)"
"Co","2","543.7696","0.0006","543.7697","0.0004","18385.030","66","5.3e+06","C+","91623.455","110008.482","3d7.(4F).4d","e 3H","6","3d7.(4F<9/2>).4f","2[13/2]*","6","","T6999","L9429c118","",18385.03,9.81929202549907,"wn(cm-1)"
"Co","2","542.67596","0.00022","542.67758","0.00009","18422.082","120bl(Co I)","","","97062.844","115484.871","3d7.(4F).5p","3F*","4","3d7.(2H).4d","3F","4","","","L9429c118","",18422.082,9.82130533273793,"wn(cm-1)"
"Co","2","542.6572","0.0005","542.65670","0.00009","18422.719","110","3.2e+06","D","92519.979","110942.715","3d7.(4F).4d","e 3G","3","3d7.(4F<7/2>).4f","2[7/2]*","4","","T6999","L9429c118","",18422.719,9.8213399102079,"wn(cm-1)"
"Co","2","542.38274","0.00020","542.38257","0.00012","18432.041","43","1.2e+06","D","91667.338","110099.385","3d7.(4F).4d","e 5G","3","3d7.(4F<9/2>).4f","2[9/2]*","4","","T6999","L9429c118","",18432.041,9.82184578788551,"wn(cm-1)"
"Co","2","541.6570","0.0008","541.65683","0.00012","18456.74","64","6.e+06","D","92519.979","110976.722","3d7.(4F).4d","e 3G","3","3d7.(4F<7/2>).4f","2[5/2]*","3","","T6999","L9429c118","",18456.74,9.82318489441173,"wn(cm-1)"
"Co","2","541.4854","0.0004","541.48535","0.00021","18462.587","33bl(Co II)","6.e+06","D","91667.338","110129.926","3d7.(4F).4d","e 5G","3","3d7.(4F<9/2>).4f","2[7/2]*","4","","T6999","L9429c118","",18462.587,9.8235016390831,"wn(cm-1)"
"Co","2","541.47883","0.00020","541.47837","0.00012","18462.810","67bl(Co II)","1.3e+06","D","91667.338","110130.164","3d7.(4F).4d","e 5G","3","3d7.(4F<9/2>).4f","2[7/2]*","3","","T6999","L9429c118","",18462.81,9.82351371749082,"wn(cm-1)"
"Co","2","541.17861","0.00019","541.17399","0.00015","18473.052","74*","3.1e+05","D","92519.979","110993.189","3d7.(4F).4d","e 3G","3","3d7.(4P).5p","5D*","4","","T6999","L9429c118","",18473.052,9.82406830047375,"wn(cm-1)"
"Co","2","540.5232","0.0003","540.52345","0.00006","18495.451","31bl(Co II)","1.17e+07","C+","91667.338","110162.781","3d7.(4F).4d","e 5G","3","3d7.(4F<9/2>).4f","2[5/2]*","3","","T6999","L9429c118","",18495.451,9.82528008893816,"wn(cm-1)"
"Co","2","540.5146","0.0003","540.51442","0.00018","18495.744","51bl(Co II)","","","91667.338","110163.09","3d7.(4F).4d","e 5G","3","3d7.(4F<9/2>).4f","2[5/2]*","2","","","L9429c118","",18495.744,9.82529593054587,"wn(cm-1)"
"Co","2","539.67255","0.00006","539.67250","0.00006","18524.604","380","6.e+05","D","91623.455","110148.061","3d7.(4F).4d","e 3H","6","3d7.(4F<9/2>).4f","2[15/2]*","7","","T6999","L9429c118","",18524.604,9.82685507341759,"wn(cm-1)"
"Co","2","539.3203","0.0006","539.31993","0.00012","18536.704","44","1.1e+06","D","92405.999","110942.715","3d7.(4F).4d","e 5H","3","3d7.(4F<7/2>).4f","2[7/2]*","4","","T6999","L9429c118","",18536.704,9.82750804553773,"wn(cm-1)"
"Co","2","538.4353","0.0005","538.43570","0.00009","18567.172","110","7.0e+06","C+","92359.180","110926.337","3d7.(4F).4d","e 3H","5","3d7.(4F<7/2>).4f","2[9/2]*","5","","T6999","L9429c118","",18567.172,9.82915035411207,"wn(cm-1)"
"Co","2","538.26155","0.00018","538.26159","0.00007","18573.164","97","1.9e+07","C+","92359.180","110932.343","3d7.(4F).4d","e 3H","5","3d7.(4F<7/2>).4f","2[11/2]*","6","","T6999","L9429c118","",18573.164,9.82947302217043,"wn(cm-1)"
"Co","2","536.98704","0.00007","536.98713","0.00009","18617.246","800p","3.0e+06","D","92317.368","110934.611","3d7.(4F).4d","e 5D","2","3d7.(4F<7/2>).4f","2[7/2]*","3","","T6999","L9429c118","",18617.246,9.83184363441398,"wn(cm-1)"
"Co","2","536.85895","0.00006","536.85898","0.00007","18621.688","450","2.4e+07","C+","92359.180","110980.867","3d7.(4F).4d","e 3H","5","3d7.(4F<7/2>).4f","2[13/2]*","6","","T6999","L9429c118","",18621.688,9.83208220193158,"wn(cm-1)"
"Co","2","536.4484","0.0006","536.44803","0.00012","18635.939","45","","","97496.428","116132.380","3d7.(4F).5p","3D*","3","3d7.(2H).4d","3F","3","","","L9429c118","",18635.939,9.83284719969673,"wn(cm-1)"
"Co","2","536.0623","0.0004","536.06229","0.00014","18649.360","130","1.8e+07","C+","92889.417","111538.779","3d7.(4F).4d","e 3H","4","3d7.(4F<5/2>).4f","2[9/2]*","5","","T6999","L9429c118","",18649.36,9.83356710812926,"wn(cm-1)"
"Co","2","535.13902","0.00023","535.1387","0.0003","18681.537","250","2.7e+07","C+","91326.932","110008.482","3d7.(4F).4d","e 3G","5","3d7.(4F<9/2>).4f","2[13/2]*","6","","T6999","L9429c118","",18681.537,9.8352909889119,"wn(cm-1)"
"Co","2","534.87115","0.00009","534.87121","0.00009","18690.893","190","5.e+06","D","91408.494","110099.385","3d7.(4F).4d","e 3D","3","3d7.(4F<9/2>).4f","2[9/2]*","4","","T6999","L9429c118","",18690.893,9.83579167886946,"wn(cm-1)"
"Co","2","534.6972","0.0003","534.69785","0.00009","18696.975","53","","","92317.368","111014.319","3d7.(4F).4d","e 5D","2","3d7.(4F<7/2>).4f","2[1/2]*","1","","","L9429c118","",18696.975,9.83611702505147,"wn(cm-1)"
"Co","2","534.68466","0.00013","534.68464","0.00011","18697.412","250","2.2e+07","C+","92889.417","111586.830","3d7.(4F).4d","e 3H","4","3d7.(4F<5/2>).4f","2[11/2]*","5","","T6999","L9429c118","",18697.412,9.83614039754318,"wn(cm-1)"
"Co","2","534.45655","0.00006","534.45659","0.00011","18705.392","350bl(Co I)","2.2e+05","D","91424.773","110130.164","3d7.(4F).4d","e 5P","2","3d7.(4F<9/2>).4f","2[7/2]*","3","","T6999","L9429c118","",18705.392,9.83656710352603,"wn(cm-1)"
"Co","2","533.99881","0.00010","533.99864","0.00020","18721.426","93","1.41e+07","C+","91408.494","110129.926","3d7.(4F).4d","e 3D","3","3d7.(4F<9/2>).4f","2[7/2]*","4","","T6999","L9429c118","",18721.426,9.83742392234407,"wn(cm-1)"
"Co","2","533.99185","0.00007","533.99186","0.00011","18721.670","310","5.e+06","D","91408.494","110130.164","3d7.(4F).4d","e 3D","3","3d7.(4F<9/2>).4f","2[7/2]*","3","","T6999","L9429c118","",18721.67,9.83743695545437,"wn(cm-1)"
"Co","2","533.9058","0.0004","533.90601","0.00005","18724.687","61","1.6e+06","D","91352.880","110077.560","3d7.(4F).4d","e 5G","4","3d7.(4F<9/2>).4f","2[9/2]*","5","","T6999","L9429c118","",18724.687,9.83759809262489,"wn(cm-1)"
"Co","2","533.5172","0.0005","533.51746","0.00014","18738.325","75","1.3e+05","E","91424.773","110163.09","3d7.(4F).4d","e 5P","2","3d7.(4F<9/2>).4f","2[5/2]*","2","","T6999","L9429c118","",18738.325,9.83832617079449,"wn(cm-1)"
"Co","2","533.3752","0.0013","533.37630","0.00009","18743.32","39","4.5e+06","D","91326.932","110070.208","3d7.(4F).4d","e 3G","5","3d7.(4F<9/2>).4f","2[11/2]*","6","","T6999","L9429c118","",18743.32,9.83859270125384,"wn(cm-1)"
"Co","2","533.2845","0.0003","533.28443","0.00007","18746.502","75","7.e+06","D","91352.880","110099.385","3d7.(4F).4d","e 5G","4","3d7.(4F<9/2>).4f","2[9/2]*","4","","T6999","L9429c118","",18746.502,9.83876245399408,"wn(cm-1)"
"Co","2","533.16741","0.00024","533.16716","0.00006","18750.619","30","9.e+05","D","91326.932","110077.560","3d7.(4F).4d","e 3G","5","3d7.(4F<9/2>).4f","2[9/2]*","5","","T6999","L9429c118","",18750.619,9.83898204418696,"wn(cm-1)"
"Co","2","533.06350","0.00022","533.06314","0.00006","18754.274","54bl(Co II)","2.7e+07","C+","91408.494","110162.781","3d7.(4F).4d","e 3D","3","3d7.(4F<9/2>).4f","2[5/2]*","3","","T6999","L9429c118","",18754.274,9.83917695208933,"wn(cm-1)"
"Co","2","533.05432","0.00008","533.05436","0.00017","18754.597","190bl(Co II)","4.9e+05","D","91408.494","110163.09","3d7.(4F).4d","e 3D","3","3d7.(4F<9/2>).4f","2[5/2]*","2","","T6999","L9429c118","",18754.597,9.83919417468182,"wn(cm-1)"
"Co","2","532.69862","0.00008","532.69851","0.00009","18767.120","200","1.5e+07","C+","91326.932","110094.056","3d7.(4F).4d","e 3G","5","3d7.(4F<9/2>).4f","2[11/2]*","5","","T6999","L9429c118","",18767.12,9.83986168147342,"wn(cm-1)"
"Co","2","532.4744","0.0003","532.47456","0.00011","18775.021","72","1.6e+07","D","91424.773","110199.790","3d7.(4F).4d","e 5P","2","3d7.(4F<9/2>).4f","2[3/2]*","1","","T6999","L9429c118","",18775.021,9.84028259514037,"wn(cm-1)"
"Co","2","532.4170","0.0003","532.41702","0.00017","18777.046","54","1.3e+05","D","91352.880","110129.926","3d7.(4F).4d","e 5G","4","3d7.(4F<9/2>).4f","2[7/2]*","4","","T6999","L9429c118","",18777.046,9.84039044539542,"wn(cm-1)"
"Co","2","532.4103","0.0003","532.41028","0.00009","18777.284","61","6.e+06","D","91352.880","110130.164","3d7.(4F).4d","e 5G","4","3d7.(4F<9/2>).4f","2[7/2]*","3","","T6999","L9429c118","",18777.284,9.84040312036526,"wn(cm-1)"
"Co","2","","","532.17034","0.00006","18785.7500","m(Co I)","2.4e+07","C+","91408.494","110194.244","3d7.(4F).4d","e 3D","3","3d7.(4F<9/2>).4f","2[3/2]*","2","","T6999","L9429","",18785.75,9.84085388268352,"wn(cm-1)"
"Co","2","531.4865","0.0004","531.48705","0.00007","18809.921","30","7.e+04","E","91352.880","110162.781","3d7.(4F).4d","e 5G","4","3d7.(4F<9/2>).4f","2[5/2]*","3","","T6999","L9429c118","",18809.921,9.84213972239258,"wn(cm-1)"
"Co","2","531.26490","0.00006","531.26474","0.00008","18817.766","1100bl(Co I)","","","72535.108","91352.880","3d7.(2D2).4p","y 1F*","3","3d7.(4F).4d","e 5G","4","","","L9429c118","",18817.766,9.84255670258664,"wn(cm-1)"
"Co","2","531.19803","0.00020","531.19803","0.00008","18820.135","80","2.7e+06","D","92120.640","110940.775","3d7.(4F).4d","e 5H","4","3d7.(4F<7/2>).4f","2[11/2]*","5","","T6999","L9429c118","",18820.135,9.84268258633362,"wn(cm-1)"
"Co","2","529.7237","0.0005","529.72274","0.00008","18872.514","36","6.e+05","D","92120.640","110993.189","3d7.(4F).4d","e 5H","4","3d7.(4P).5p","5D*","4","","T6999","L9429c118","",18872.514,9.84546185683361,"wn(cm-1)"
"Co","2","529.3657","0.0006","529.36550","0.00011","18885.277","41","6.e+04","E","92120.640","111005.925","3d7.(4F).4d","e 5H","4","3d7.(4P).5p","5D*","3","","T6999","L9429c118","",18885.277,9.8461379027647,"wn(cm-1)"
"Co","2","528.06263","0.00006","528.06459","0.00008","18931.879","5600bl(Co I)","9.1e+06","C+","92044.913","110976.722","3d7.(4F).4d","e 3D","2","3d7.(4F<7/2>).4f","2[5/2]*","3","","T6999","L9429c118","",18931.879,9.84860249971055,"wn(cm-1)"
"Co","2","527.51983","0.00016","527.51976","0.00008","18951.359","150","1.8e+07","C+","92044.913","110996.275","3d7.(4F).4d","e 3D","2","3d7.(4F<7/2>).4f","2[3/2]*","2","","T6999","L9429c118","",18951.359,9.84963092297875,"wn(cm-1)"
"Co","2","527.21382","0.00020","527.21394","0.00011","18962.359","190","2.4e+07","C+","92639.846","111602.201","3d7.(4F).4d","e 3D","1","3d7.(4F<5/2>).4f","2[3/2]*","2","","T6999","L9429c118","",18962.359,9.85021118790073,"wn(cm-1)"
"Co","2","527.01688","0.00014","527.01602","0.00006","18969.445","230*","1.09e+07","C+","91958.369","110927.845","3d7.(4F).4d","e 5D","3","3d7.(4F<7/2>).4f","2[9/2]*","4","","T6999","L9429c118","",18969.445,9.85058480577993,"wn(cm-1)"
"Co","2","","","526.63637","0.00017","18983.151","m(Co I)","8.e+06","D","92639.846","111622.997","3d7.(4F).4d","e 3D","1","3d7.(4F<5/2>).4f","2[1/2]*","1","","T6999","L9429","",18983.151,9.8513070752445,"wn(cm-1)"
"Co","2","526.48124","0.00023","526.48058","0.00008","18988.744","330","","","96496.103","115484.871","3d7.(4F).5p","5F*","3","3d7.(2H).4d","3F","4","","","L9429c118","",18988.744,9.85160166154526,"wn(cm-1)"
"Co","2","525.94418","0.00008","525.94410","0.00004","19008.134","490","3.0e+07","C+","91918.200","110926.337","3d7.(4F).4d","e 3G","4","3d7.(4F<7/2>).4f","2[9/2]*","5","","T6999","L9429c118","",19008.134,9.85262227180082,"wn(cm-1)"
"Co","2","525.9022","0.0003","525.90238","0.00014","19009.651","160","1.7e+07","C+","91918.200","110927.845","3d7.(4F).4d","e 3G","4","3d7.(4F<7/2>).4f","2[9/2]*","4","","T6999","L9429c118","",19009.651,9.8527020765554,"wn(cm-1)"
"Co","2","525.71741","0.00008","525.71526","0.00007","19016.333","2000p","3.6e+06","D","91918.200","110934.611","3d7.(4F).4d","e 3G","4","3d7.(4F<7/2>).4f","2[7/2]*","3","","T6999","L9429c118","",19016.333,9.85305352045591,"wn(cm-1)"
