"k_low","k_high","ratio","rational","rational_error"
20.2238895558223,25.4093637454982,1.25640340723592,"49/39",6.84917433213528e-06
15.9927971188475,41.3475390156062,2.58538507731572,"106/41",1.92236571816551e-05
11.7617046818727,66.3841536614646,5.64409288083695,"333/59",2.50842267783824e-05
20.2238895558223,73.2238895558223,3.6206630457365,"105/29",2.66094359107072e-05
47.7100840336134,58.5900360144058,1.22804302698622,"70/57",2.71484523726162e-05
41.3475390156062,47.7100840336134,1.15387965449662,"15/13",3.3500650470808e-05
11.7617046818727,32.4399759903962,2.75810155651952,"171/62",3.70403904876859e-05
20.2238895558223,41.3475390156062,2.04448995340278,"92/45",4.55089583399904e-05
11.7617046818727,58.5900360144058,4.98142383261036,"269/54",5.76488711221401e-05
8.07142857142857,52.8001200480192,6.5416077935599,"157/24",5.88731067656667e-05
8.07142857142857,11.7617046818727,1.45720234996654,"51/35",5.949282367812e-05
15.9927971188475,66.3841536614646,4.15087824650953,"220/53",6.51497168826509e-05
32.4399759903962,73.2238895558223,2.25721158294014,"79/35",6.87257972855626e-05
8.07142857142857,15.9927971188475,1.98140849260058,"107/54",7.29888809012369e-05
32.4399759903962,41.3475390156062,1.27458599315385,"65/51",7.61892322849178e-05
8.07142857142857,25.4093637454982,3.14806276492898,"85/27",8.5383219167845e-05
15.9927971188475,52.8001200480192,3.30149376970425,"208/63",9.35318830532772e-05
8.07142857142857,66.3841536614646,8.22458540938499,"403/49",9.56134666250108e-05
25.4093637454982,32.4399759903962,1.27669375413399,"60/47",9.80094531373155e-05
47.7100840336134,66.3841536614646,1.39140718374536,"32/23",0.000102835919273847
8.07142857142857,41.3475390156062,5.12270394883617,"292/57",0.000103068707687726
41.3475390156062,73.2238895558223,1.77093706902809,"85/48",0.000103735694756857
25.4093637454982,47.7100840336134,1.87765756401776,"92/49",0.000106543609601051
15.9927971188475,47.7100840336134,2.98322323975379,"179/60",0.000110093579543058
47.7100840336134,73.2238895558223,1.53476756620746,"66/43",0.000116154722771933
8.07142857142857,32.4399759903962,4.0191120696066,"209/52",0.00011869962416533
20.2238895558223,47.7100840336134,2.35909536105422,"92/39",0.000121002079865651
20.2238895558223,32.4399759903962,1.60404238269077,"77/48",0.000124283975900141
8.07142857142857,47.7100840336134,5.91098386257158,"266/45",0.000127248539534719
52.8001200480192,66.3841536614646,1.25727277894617,"44/35",0.000129921803314614
32.4399759903962,47.7100840336134,1.47071884540661,"25/17",0.000130610112487828
25.4093637454982,41.3475390156062,1.62725597656619,"96/59",0.000137332498394649
32.4399759903962,66.3841536614646,2.04636876676843,"88/43",0.000142861138543005
15.9927971188475,20.2238895558223,1.26456237802132,"43/34",0.000143504331623134
25.4093637454982,52.8001200480192,2.07797883397902,"133/64",0.000146166020976946
20.2238895558223,66.3841536614646,3.2824622325112,"151/46",0.000146463140969999
15.9927971188475,32.4399759903962,2.02841164990242,"71/35",0.000159778669011512
11.7617046818727,20.2238895558223,1.7194692523603,"98/57",0.000171006746261027
32.4399759903962,52.8001200480192,1.62762512720881,"83/51",0.000174146816650511
11.7617046818727,41.3475390156062,3.51543761163562,"225/64",0.000187388364378371
11.7617046818727,73.2238895558223,6.2256187803011,"193/31",0.000187671311805637
11.7617046818727,52.8001200480192,4.48915539678489,"211/47",0.000206305342765667
11.7617046818727,47.7100840336134,4.05639193671855,"215/53",0.000211836866355064
58.5900360144058,73.2238895558223,1.24976693200561,"5/4",0.000233067994385827
41.3475390156062,66.3841536614646,1.60551644044422,"61/38",0.000253282549481426
11.7617046818727,15.9927971188475,1.35973462618015,"34/25",0.000265373819851922
25.4093637454982,58.5900360144058,2.30584427855995,"113/49",0.000278170419637291
52.8001200480192,58.5900360144058,1.10965725004263,"71/64",0.000282250042630716
52.8001200480192,73.2238895558223,1.38681293696357,"43/31",0.000283837229983375
47.7100840336134,52.8001200480192,1.10668679625086,"52/47",0.000303817527460559
58.5900360144058,66.3841536614646,1.13302803987256,"17/15",0.000305293460778122
8.07142857142857,58.5900360144058,7.25894251505912,"196/27",0.000316744200138608
25.4093637454982,66.3841536614646,2.61258622318813,"81/31",0.000317002618319684
20.2238895558223,52.8001200480192,2.61077968717538,"47/18",0.00033142393573371
32.4399759903962,58.5900360144058,1.80610602275881,"56/31",0.000345590144413599
11.7617046818727,25.4093637454982,2.16034702730288,"54/25",0.000347027302883163
41.3475390156062,58.5900360144058,1.41701386368585,"17/12",0.000347197019186396
20.2238895558223,58.5900360144058,2.89707060813819,"113/39",0.000365289297708404
41.3475390156062,52.8001200480192,1.27698337809392,"60/47",0.000387633413073241
15.9927971188475,73.2238895558223,4.57855427113046,"87/19",0.000393097290591449
25.4093637454982,73.2238895558223,2.88176792969857,"170/59",0.000411997495183503
66.3841536614646,73.2238895558223,1.10303265940902,"32/29",0.000415616453048662
15.9927971188475,25.4093637454982,1.58880048040835,"89/56",0.000485233877367319
8.07142857142857,73.2238895558223,9.07198631665055,"127/14",0.000557745221982486
15.9927971188475,58.5900360144058,3.66352649752289,"227/62",0.00223617494224948
8.07142857142857,20.2238895558223,2.50561463523462,"158/63",0.002321872701883
