"element","sp_num","obs_wl_air(nm)","unc_obs_wl","ritz_wl_air(nm)","unc_ritz_wl","wn(cm-1)","intens","Aki(s^-1)","Acc","Ei(cm-1)","Ek(cm-1)","conf_i","term_i","J_i","conf_k","term_k","J_k","Type","tp_ref","line_ref","","wavenumber_cm","ell","wavenumber_source"
"Fe","2","472.8070","","472.807038","0.000018","21144.36",":","5.86e-01","C+","667.6829","21812.0454","3d6.(5D).4s","a 6D","5/2","3d6.(3P2).4s","b 4P","3/2","M1","T9588,T10588c104","L22747,L22760","",21144.36,9.95912848224588,"wn(cm-1)"
"Fe","2","472.5307","0.0002","472.531607","0.000025","21156.729","31","","","62151.554","83308.241","3d6.(3F2).4p","y 4F*","5/2","3d6.(5D).4d","e 6F","5/2","","","L18349c145","",21156.729,9.9597132899019,"wn(cm-1)"
"Fe","2","","","472.013853","0.000020","21179.8935","","8.e+02","E","25787.5816","46967.4751","3d6.(3P2).4s","b 2P","3/2","3d6.(5D).4p","z 4P*","5/2","","T6892c83","","",21179.8935,9.96080759081414,"wn(cm-1)"
"Fe","2","","","471.63675","0.00003","21196.8279","","8.8e-04","E","384.7872","21581.6151","3d6.(5D).4s","a 6D","7/2","3d6.(3H).4s","a 4H","9/2","M1","T8961","","",21196.8279,9.96160682210632,"wn(cm-1)"
"Fe","2","470.91637","0.00006","470.91644","0.00003","21229.253","23","","","91167.936","112397.186","3d6.(5D).5p","w 6P*","7/2","3d6.(5D).7s","6D","9/2","","","L18349c139","",21229.253,9.96313536802079,"wn(cm-1)"
"Fe","2","470.44038","0.00009","470.4413","0.0007","21250.732","24","","","93395.407","114646.097","3d6.(3F1).4p","u 4F*","5/2","3d6.(5D).6d","4G","7/2","","","L18349c145","",21250.732,9.9641466208181,"wn(cm-1)"
"Fe","2","469.6366","0.0004","469.637160","0.000022","21287.102","8","","","86599.791","107886.868","3d6.(5D).4d","e 4F","5/2","3d5.(4F).4s.4p.(3P*)","6D*","7/2","","","L18349c139","",21287.102,9.96585662837808,"wn(cm-1)"
"Fe","2","469.01376","0.00003","469.013689","0.000020","21315.3708","130bl(Fe I)","","","85728.846","107044.220","3d6.(5D).4d","4S","3/2","3d6.(5D).6p","6D*","3/2","","","L18349c148","",21315.3708,9.96718372524786,"wn(cm-1)"
"Fe","2","","","468.75561","0.00003","21327.1091","","1.8e-03","E","384.7872","21711.8963","3d6.(5D).4s","a 6D","7/2","3d6.(3H).4s","a 4H","7/2","M1","T9588c100","","",21327.1091,9.9677342701657,"wn(cm-1)"
"Fe","2","468.6386","0.0011","468.63935","0.00003","21332.43","31","","","60402.333","81734.733","3d6.(3P2).4p","y 4P*","5/2","3d5.4s2","2F2","7/2","","","L18349c139","",21332.43,9.96798372902718,"wn(cm-1)"
"Fe","2","468.2065","0.0007","468.20565","0.00007","21352.12","6","","","83868.450","105220.610","3d6.(1F).4p","v 2D*","5/2","3d6.(3H).4d","4F","7/2","","","L18349c139","",21352.12,9.968906311151,"wn(cm-1)"
