element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Cr,1,"=""199.995""","=""0.005""","=""199.99536""","=""0.00020""","=""49985.1""","=""35""","=""1.4e+08""",D,"=""8307.5753""","=""58292.54""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.4s.5p""","=""r 5D*""","=""4""",,"=""T3196""","=""L808""",
Cr,2,"=""200.01079""","=""0.00010""","=""200.010735""","=""0.000013""","=""49981.11""","=""5""","=""""",,"=""54887.9858""","=""104869.108""","=""3d4.(a 3F).4s""","=""d 4F""","=""7/2""","=""3d3.(4F).4s.4p.(1P*)""","=""p 4D*""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""200.04227""","=""0.00008""","=""200.042230""","=""0.000009""","=""49973.25""","=""7*""","=""""",,"=""67369.0687""","=""117342.323""","=""3d4.(3H).4p""","=""y 4G*""","=""11/2""","=""3d4.(5D).6d""","=""4G""","=""11/2""",,"=""""","=""L18847""",
Cr,2,"=""200.04227""","=""0.00008""","=""200.042545""","=""0.000009""","=""49973.25""","=""7*""","=""""",,"=""67012.0754""","=""116985.251""","=""3d4.(a 3F).4p""","=""y 4F*""","=""5/2""","=""3d4.(5D).6d""","=""4G""","=""7/2""",,"=""""","=""L18847c153""",
Cr,1,"=""200.060""","=""0.005""","=""200.06050""","=""0.00003""","=""49968.8""","=""20""","=""""",,"=""8095.1842""","=""58063.876""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.4s.5p""","=""r 5D*""","=""2""",,"=""""","=""L808""",
Cr,2,"=""200.08405""","=""0.00010""","=""200.084035""","=""0.000009""","=""49962.81""","=""6""","=""""",,"=""35610.3087""","=""85573.1233""","=""3d5""","=""b 2H""","=""9/2""","=""3d4.(1F).4p""","=""v 2G*""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""200.11020""","=""0.00003""","=""200.110188""","=""0.000009""","=""49956.283""","=""18""","=""""",,"=""66010.2463""","=""115966.532""","=""3d3.4s2""","=""d 4P""","=""3/2""","=""3d3.(4P).4s.4p.(1P*)""","=""4P*""","=""3/2""",,"=""""","=""L18847""",
Cr,2,"=""200.16768""","=""0.00011""","=""200.167690""","=""0.000009""","=""49941.94""","=""4""","=""""",,"=""25042.7595""","=""74984.6964""","=""3d5""","=""b 4D""","=""3/2""","=""3d4.(3D).4p""","=""y 2P*""","=""3/2""",,"=""""","=""L18847""",
Cr,2,"=""200.1834""","=""0.0002""","=""200.183545""","=""0.000009""","=""49938.01""","=""4""","=""""",,"=""25046.7144""","=""74984.6964""","=""3d5""","=""b 4D""","=""5/2""","=""3d4.(3D).4p""","=""y 2P*""","=""3/2""",,"=""""","=""L18847""",
Cr,2,"=""200.202162""","=""0.000010""","=""200.202159""","=""0.000009""","=""49933.339""","=""78""","=""""",,"=""66010.2463""","=""115943.586""","=""3d3.4s2""","=""d 4P""","=""3/2""","=""3d3.(4P).4s.4p.(1P*)""","=""4P*""","=""1/2""",,"=""""","=""L18847""",
Cr,2,"=""200.27602""","=""0.00007""","=""200.276018""","=""0.000007""","=""49914.927""","=""7""","=""""",,"=""20512.0630""","=""70426.9907""","=""3d5""","=""a 4G""","=""5/2""","=""3d4.(3G).4p""","=""x 4G*""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""200.299020""","=""0.000015""","=""200.299011""","=""0.000007""","=""49909.196""","=""41""","=""""",,"=""20517.7920""","=""70426.9907""","=""3d5""","=""a 4G""","=""7/2""","=""3d4.(3G).4p""","=""x 4G*""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""200.30491""","=""0.00008""","=""200.304941""","=""0.000007""","=""49907.728""","=""8""","=""""",,"=""20519.2694""","=""70426.9907""","=""3d5""","=""a 4G""","=""9/2""","=""3d4.(3G).4p""","=""x 4G*""","=""7/2""",,"=""""","=""L18847""",
Cr,1,"=""200.355""","=""0.005""","=""200.35592""","=""0.00016""","=""49895.3""","=""5""","=""""",,"=""8307.5753""","=""58202.60""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d5.(2F1).4p""","=""s 3F*""","=""3""",,"=""""","=""L808""",
Cr,2,"=""200.3611""","=""0.0003""","=""200.360909""","=""0.000009""","=""49893.75""","=""3""","=""""",,"=""67448.5405""","=""117342.323""","=""3d4.(a 3F).4p""","=""y 4F*""","=""9/2""","=""3d4.(5D).6d""","=""4G""","=""11/2""",,"=""""","=""L18847""",
Cr,2,"=""200.389343""","=""0.000015""","=""200.389350""","=""0.000007""","=""49886.704""","=""41""","=""""",,"=""20512.0959""","=""70398.7981""","=""3d5""","=""a 4G""","=""11/2""","=""3d4.(3G).4p""","=""y 2H*""","=""11/2""",,"=""""","=""L18847""",
Cr,2,"=""200.39600""","=""0.00005""","=""200.396006""","=""0.000013""","=""49885.047""","=""11""","=""""",,"=""25035.3437""","=""74920.389""","=""3d5""","=""b 4D""","=""1/2""","=""3d4.(3D).4p""","=""x 4P*""","=""1/2""",,"=""""","=""L18847""",
Cr,2,"=""200.40789""","=""0.00015""","=""200.408043""","=""0.000007""","=""49882.09""","=""4""","=""""",,"=""20512.0959""","=""70394.1455""","=""3d5""","=""a 4G""","=""11/2""","=""3d4.(3G).4p""","=""y 2H*""","=""9/2""",,"=""""","=""L18847""",
Cr,2,"=""200.4180""","=""0.0003""","=""200.418173""","=""0.000007""","=""49879.57""","=""4""","=""""",,"=""20519.2694""","=""70398.7981""","=""3d5""","=""a 4G""","=""9/2""","=""3d4.(3G).4p""","=""y 2H*""","=""11/2""",,"=""""","=""L18847""",
Cr,2,"=""200.42580""","=""0.00004""","=""200.425806""","=""0.000013""","=""49877.632""","=""12""","=""""",,"=""25042.7595""","=""74920.389""","=""3d5""","=""b 4D""","=""3/2""","=""3d4.(3D).4p""","=""x 4P*""","=""1/2""",,"=""""","=""L18847""",
Cr,2,"=""200.43084""","=""0.00010""","=""200.430934""","=""0.000007""","=""49876.38""","=""4""","=""""",,"=""20517.7920""","=""70394.1455""","=""3d5""","=""a 4G""","=""7/2""","=""3d4.(3G).4p""","=""y 2H*""","=""9/2""",,"=""""","=""L18847""",
Cr,2,"=""200.43685""","=""0.00003""","=""200.436872""","=""0.000007""","=""49874.881""","=""23""","=""""",,"=""20519.2694""","=""70394.1455""","=""3d5""","=""a 4G""","=""9/2""","=""3d4.(3G).4p""","=""y 2H*""","=""9/2""",,"=""""","=""L18847""",
Cr,1,"=""200.494""","=""0.005""","=""200.49570""","=""0.00016""","=""49860.7""","=""8""","=""""",,"=""8307.5753""","=""58167.82""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d5.(2F1).4p""","=""s 3F*""","=""4""",,"=""""","=""L808""",
Cr,1,"=""200.576""","=""0.005""","=""200.57607""","=""0.00006""","=""49840.3""","=""10""","=""""",,"=""8307.5753""","=""58147.845""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.4s.5p""","=""r 5D*""","=""3""",,"=""""","=""L808""",
Cr,2,"=""200.66374""","=""0.00005""","=""200.663681""","=""0.000013""","=""49818.496""","=""11""","=""""",,"=""25035.3437""","=""74853.855""","=""3d5""","=""b 4D""","=""1/2""","=""3d4.(3D).4p""","=""y 2P*""","=""1/2""",,"=""""","=""L18847""",
Cr,1,"=""200.688""","=""""","=""200.688182""","=""0.000013""","=""49812.5""","=""6:""","=""""",,"=""0.0000""","=""49812.430""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d5.(4D).4p""","=""t 5P*""","=""3""",,"=""""","=""L9365""",
Cr,2,"=""200.69358""","=""0.00004""","=""200.693560""","=""0.000013""","=""49811.090""","=""15""","=""""",,"=""25042.7595""","=""74853.855""","=""3d5""","=""b 4D""","=""3/2""","=""3d4.(3D).4p""","=""y 2P*""","=""1/2""",,"=""""","=""L18847""",
Cr,2,"=""200.719091""","=""0.000017""","=""200.719099""","=""0.000007""","=""49804.760""","=""37""","=""""",,"=""20512.0630""","=""70316.8214""","=""3d5""","=""a 4G""","=""5/2""","=""3d4.(3G).4p""","=""x 4G*""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""200.72271""","=""0.00009""","=""200.722698""","=""0.000017""","=""49803.86""","=""12""","=""""",,"=""38269.5694""","=""88073.435""","=""3d4.(3D).4s""","=""c 4D""","=""7/2""","=""3d3.(4F).4s.4p.(3P*)""","=""u 4F*""","=""9/2""",,"=""""","=""L18847""",
Cr,2,"=""200.74215""","=""0.00008""","=""200.742194""","=""0.000007""","=""49799.040""","=""6""","=""""",,"=""20517.7920""","=""70316.8214""","=""3d5""","=""a 4G""","=""7/2""","=""3d4.(3G).4p""","=""x 4G*""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""200.7858""","=""0.0003""","=""200.785775""","=""0.000009""","=""49788.21""","=""4""","=""""",,"=""67353.2671""","=""117141.489""","=""3d4.(3H).4p""","=""y 4G*""","=""9/2""","=""3d4.(5D).6d""","=""4G""","=""9/2""",,"=""""","=""L18847""",
Cr,2,"=""200.798880""","=""0.000007""","=""200.798888""","=""0.000009""","=""49784.9730""","=""230""","=""""",,"=""66256.5589""","=""116041.530""","=""3d3.4s2""","=""d 4P""","=""5/2""","=""3d3.(4P).4s.4p.(1P*)""","=""4P*""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""201.101877""","=""0.000009""","=""201.101880""","=""0.000009""","=""49709.9739""","=""88""","=""""",,"=""66256.5589""","=""115966.532""","=""3d3.4s2""","=""d 4P""","=""5/2""","=""3d3.(4P).4s.4p.(1P*)""","=""4P*""","=""3/2""",,"=""""","=""L18847""",
Cr,2,"=""201.11691""","=""0.00004""","=""201.116902""","=""0.000006""","=""49706.258""","=""16""","=""8.33e+05""",,"=""0.0000""","=""49706.2607""","=""3d5""","=""a 6S""","=""5/2""","=""3d4.(5D).4p""","=""z 4P*""","=""5/2""",,"=""T7574""","=""L18847""",
Cr,2,"=""201.21445""","=""0.00011""","=""201.214260""","=""0.000008""","=""49682.17""","=""7""","=""""",,"=""25035.3437""","=""74717.5574""","=""3d5""","=""b 4D""","=""1/2""","=""3d4.(3D).4p""","=""x 4P*""","=""3/2""",,"=""""","=""L18847""",
Cr,2,"=""201.24430""","=""0.00002""","=""201.244303""","=""0.000007""","=""49674.798""","=""26""","=""""",,"=""25042.7595""","=""74717.5574""","=""3d5""","=""b 4D""","=""3/2""","=""3d4.(3D).4p""","=""x 4P*""","=""3/2""",,"=""""","=""L18847""",
Cr,2,"=""201.260323""","=""0.000010""","=""201.260329""","=""0.000007""","=""49670.844""","=""71""","=""""",,"=""25046.7144""","=""74717.5574""","=""3d5""","=""b 4D""","=""5/2""","=""3d4.(3D).4p""","=""x 4P*""","=""3/2""",,"=""""","=""L18847""",
Cr,2,"=""201.27795""","=""0.00007""","=""201.277940""","=""0.000009""","=""49666.495""","=""16""","=""""",,"=""36272.5173""","=""85939.0149""","=""3d5""","=""a 2G""","=""9/2""","=""3d4.(1F).4p""","=""v 2G*""","=""9/2""",,"=""""","=""L18847""",
Cr,2,"=""201.36182""","=""0.00010""","=""201.361843""","=""0.000006""","=""49645.81""","=""6""","=""1.57e+05""",,"=""0.0000""","=""49645.8058""","=""3d5""","=""a 6S""","=""5/2""","=""3d4.(5D).4p""","=""z 6D*""","=""7/2""",,"=""T7574""","=""L18847""",
Cr,2,"=""201.369430""","=""0.000014""","=""201.369412""","=""0.000017""","=""49643.935""","=""53""","=""""",,"=""53271.007""","=""102914.947""","=""3d3.4s2""","=""c 4F""","=""5/2""","=""3d3.(4F).4s.4p.(1P*)""","=""s 4G*""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""201.411555""","=""0.000013""","=""201.411572""","=""0.000025""","=""49633.554""","=""59""","=""""",,"=""53566.2511""","=""103199.801""","=""3d3.4s2""","=""c 4F""","=""7/2""","=""3d3.(4F).4s.4p.(1P*)""","=""s 4G*""","=""9/2""",,"=""""","=""L18847""",
Cr,2,"=""201.435437""","=""0.000016""","=""201.43546""","=""0.00003""","=""49627.670""","=""44""","=""""",,"=""53051.334""","=""102678.999""","=""3d3.4s2""","=""c 4F""","=""3/2""","=""3d3.(4F).4s.4p.(1P*)""","=""s 4G*""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""201.44389""","=""0.00005""","=""201.443919""","=""0.000009""","=""49625.587""","=""12""","=""""",,"=""66256.5589""","=""115882.140""","=""3d3.4s2""","=""d 4P""","=""5/2""","=""3d4.(5D<4>).5f""","=""2[4]*""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""201.54045""","=""0.00006""","=""201.540398""","=""0.000013""","=""49601.817""","=""10""","=""""",,"=""38314.8348""","=""87916.663""","=""3d4.(3D).4s""","=""c 4D""","=""5/2""","=""3d3.(4F).4s.4p.(3P*)""","=""u 4F*""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""201.588357""","=""0.000008""","=""201.588358""","=""0.000009""","=""49590.0296""","=""100""","=""""",,"=""53923.5169""","=""103513.546""","=""3d3.4s2""","=""c 4F""","=""9/2""","=""3d3.(4F).4s.4p.(1P*)""","=""s 4G*""","=""11/2""",,"=""""","=""L18847""",
Cr,2,"=""201.62983""","=""0.00017""","=""201.62990""","=""0.00005""","=""49579.83""","=""4""","=""""",,"=""54887.9858""","=""104467.799""","=""3d4.(a 3F).4s""","=""d 4F""","=""7/2""","=""3d3.(a 2D).4s.4p.(3P*)""","=""o 4D*""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""201.6921""","=""0.0002""","=""201.692190""","=""0.000006""","=""49564.52""","=""3""","=""2.82e+05""",,"=""0.0000""","=""49564.5038""","=""3d5""","=""a 6S""","=""5/2""","=""3d4.(5D).4p""","=""z 6D*""","=""3/2""",,"=""T7574""","=""L18847""",
Cr,2,"=""201.70817""","=""0.00007""","=""201.708133""","=""0.000009""","=""49560.579""","=""9*""","=""""",,"=""66010.2463""","=""115570.833""","=""3d3.4s2""","=""d 4P""","=""3/2""","=""3d4.(5D<3>).5f""","=""2[2]*""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""201.70817""","=""0.00007""","=""201.70815""","=""0.00005""","=""49560.579""","=""9*""","=""""",,"=""53271.007""","=""102831.589""","=""3d3.4s2""","=""c 4F""","=""5/2""","=""3d3.(4P).4s.4p.(3P*)""","=""q 4D*""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""201.73611""","=""0.00003""","=""201.736112""","=""0.000009""","=""49553.715""","=""22""","=""""",,"=""66256.5589""","=""115810.273""","=""3d3.4s2""","=""d 4P""","=""5/2""","=""3d4.(5D<4>).5f""","=""2[3]*""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""201.82027""","=""0.00014""","=""201.820169""","=""0.000017""","=""49533.05""","=""4*""","=""""",,"=""67344.0068""","=""116877.085""","=""3d4.(3H).4p""","=""y 4G*""","=""5/2""","=""3d4.(5D).6d""","=""4G""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""201.82027""","=""0.00014""","=""201.820500""","=""0.000017""","=""49533.05""","=""4*""","=""""",,"=""51788.8149""","=""101321.812""","=""3d4.(5D).4p""","=""z 4F*""","=""7/2""","=""3d4.(a 3F).5s""","=""f 4F""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""201.99432""","=""0.00004""","=""201.994300""","=""0.000009""","=""49490.380""","=""15""","=""""",,"=""65882.4132""","=""115372.797""","=""3d3.4s2""","=""d 4P""","=""1/2""","=""3d4.(5D<2>).5f""","=""2[1]*""","=""3/2""",,"=""""","=""L18847""",
Cr,2,"=""202.07099""","=""0.00004""","=""202.071008""","=""0.000009""","=""49471.604""","=""15""","=""""",,"=""36101.5238""","=""85573.1233""","=""3d5""","=""a 2G""","=""7/2""","=""3d4.(1F).4p""","=""v 2G*""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""202.158302""","=""0.000007""","=""202.158305""","=""0.000007""","=""49450.2404""","=""130""","=""""",,"=""25033.6679""","=""74483.9075""","=""3d5""","=""b 4D""","=""7/2""","=""3d4.(3D).4p""","=""x 4P*""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""202.21166""","=""0.00007""","=""202.211662""","=""0.000007""","=""49437.194""","=""15""","=""""",,"=""25046.7144""","=""74483.9075""","=""3d5""","=""b 4D""","=""5/2""","=""3d4.(3D).4p""","=""x 4P*""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""202.33114""","=""0.00010""","=""202.33119""","=""0.00003""","=""49408.01""","=""7""","=""""",,"=""53271.007""","=""102678.999""","=""3d3.4s2""","=""c 4F""","=""5/2""","=""3d3.(4F).4s.4p.(1P*)""","=""s 4G*""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""202.34675""","=""0.00006""","=""202.346730""","=""0.000017""","=""49404.192""","=""7""","=""""",,"=""38362.3838""","=""87766.582""","=""3d4.(3D).4s""","=""c 4D""","=""3/2""","=""3d3.(4F).4s.4p.(3P*)""","=""u 4F*""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""202.4002""","=""0.0002""","=""202.40036""","=""0.00012""","=""49391.15""","=""3""","=""""",,"=""54883.481""","=""104274.59""","=""3d4.(a 3F).4s""","=""d 4F""","=""5/2""","=""3d3.(a 2D).4s.4p.(3P*)""","=""o 4D*""","=""3/2""",,"=""""","=""L18847""",
Cr,2,"=""202.40486""","=""0.00015""","=""202.404882""","=""0.000007""","=""49390.01""","=""3""","=""""",,"=""25033.6679""","=""74423.6741""","=""3d5""","=""b 4D""","=""7/2""","=""3d4.(3D).4p""","=""w 4F*""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""202.41310""","=""0.00010""","=""202.413067""","=""0.000009""","=""49388.00""","=""4""","=""""",,"=""67875.3689""","=""117263.378""","=""3d4.(a 3F).4p""","=""x 4D*""","=""7/2""","=""3d4.(5D).6d""","=""4D""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""202.48223""","=""0.00004""","=""202.482229""","=""0.000009""","=""49371.142""","=""17""","=""""",,"=""66256.5589""","=""115627.701""","=""3d3.4s2""","=""d 4P""","=""5/2""","=""3d4.(5D<3>).5f""","=""2[4]*""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""202.561863""","=""0.000012""","=""202.561870""","=""0.000006""","=""49351.735""","=""57""","=""2.11e+06""",,"=""0.0000""","=""49351.7336""","=""3d5""","=""a 6S""","=""5/2""","=""3d4.(5D).4p""","=""z 6D*""","=""5/2""",,"=""T7574""","=""L18847""",
Cr,2,"=""202.57179""","=""0.00005""","=""202.571799""","=""0.000009""","=""49349.316""","=""14""","=""""",,"=""66256.5589""","=""115605.874""","=""3d3.4s2""","=""d 4P""","=""5/2""","=""3d4.(5D<3>).5f""","=""2[2]*""","=""3/2""",,"=""""","=""L18847""",
Cr,2,"=""202.57445""","=""0.00012""","=""202.574341""","=""0.000013""","=""49348.67""","=""9""","=""""",,"=""53566.2511""","=""102914.947""","=""3d3.4s2""","=""c 4F""","=""7/2""","=""3d3.(4F).4s.4p.(1P*)""","=""s 4G*""","=""7/2""",,"=""""","=""L18847""",
Cr,1,"=""202.586""","=""0.005""","=""202.5947""","=""0.0005""","=""49345.9""","=""15""","=""""",,"=""7810.7795""","=""57154.52""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d4.(1S1).4s.4p.(3P*)""","=""u 3P*""","=""0""",,"=""""","=""L808""",
Cr,2,"=""202.63231""","=""0.00016""","=""202.632392""","=""0.000009""","=""49334.58""","=""4""","=""""",,"=""66256.5589""","=""115591.119""","=""3d3.4s2""","=""d 4P""","=""5/2""","=""3d4.(5D<3>).5f""","=""2[3]*""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""202.64577""","=""0.00003""","=""202.64576""","=""0.00003""","=""49331.303""","=""28""","=""""",,"=""53271.007""","=""102602.312""","=""3d3.4s2""","=""c 4F""","=""5/2""","=""3d3.(4P).4s.4p.(3P*)""","=""q 4D*""","=""3/2""",,"=""""","=""L18847""",
Cr,2,"=""202.71574""","=""0.00003""","=""202.715759""","=""0.000009""","=""49314.279""","=""25""","=""""",,"=""66256.5589""","=""115570.833""","=""3d3.4s2""","=""d 4P""","=""5/2""","=""3d4.(5D<3>).5f""","=""2[2]*""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""202.77195""","=""0.00019""","=""202.771968""","=""0.000009""","=""49300.61""","=""7""","=""""",,"=""36272.5173""","=""85573.1233""","=""3d5""","=""a 2G""","=""9/2""","=""3d4.(1F).4p""","=""v 2G*""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""202.7773""","=""0.0003""","=""202.777256""","=""0.000009""","=""49299.30""","=""5""","=""""",,"=""66010.2463""","=""115309.567""","=""3d3.4s2""","=""d 4P""","=""3/2""","=""3d4.(5D<1>).5f""","=""2[2]*""","=""5/2""",,"=""""","=""L18847""",
Cr,1,"=""202.813""","=""0.005""","=""202.8158""","=""0.0003""","=""49290.6""","=""12""","=""""",,"=""7810.7795""","=""57100.73""","=""3d4.4s2""","=""a 5D""","=""1""","=""""","=""p 5F*""","=""2""",,"=""""","=""L808""",
Cr,1,"=""202.833""","=""0.005""","=""202.8335""","=""0.0007""","=""49285.8""","=""10""","=""""",,"=""7810.7795""","=""57096.44""","=""3d4.4s2""","=""a 5D""","=""1""","=""""","=""p 5F*""","=""1""",,"=""""","=""L808""",
Cr,2,"=""202.8722""","=""0.0003""","=""202.872067""","=""0.000025""","=""49276.25""","=""4""","=""""",,"=""53923.5169""","=""103199.801""","=""3d3.4s2""","=""c 4F""","=""9/2""","=""3d3.(4F).4s.4p.(1P*)""","=""s 4G*""","=""9/2""",,"=""""","=""L18847""",
Cr,2,"=""202.8894""","=""0.0003""","=""202.889181""","=""0.000007""","=""49272.09""","=""4""","=""""",,"=""25046.7144""","=""74318.8425""","=""3d5""","=""b 4D""","=""5/2""","=""3d4.(3D).4p""","=""w 4F*""","=""5/2""",,"=""""","=""L18847""",
Cr,1,"=""202.942""","=""0.005""","=""202.9431""","=""0.0004""","=""49259.3""","=""15""","=""""",,"=""7927.4410""","=""57186.47""","=""3d4.4s2""","=""a 5D""","=""2""","=""""","=""p 5F*""","=""3""",,"=""""","=""L808""",
Cr,2,"=""202.9980""","=""0.0004""","=""202.99793""","=""0.00012""","=""49245.71""","=""3""","=""""",,"=""53051.334""","=""102297.07""","=""3d3.4s2""","=""c 4F""","=""3/2""","=""3d3.(a 2D).4s.4p.(3P*)""","=""s 4F*""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""203.0523""","=""0.0003""","=""203.052336""","=""0.000025""","=""49232.54""","=""4""","=""""",,"=""38396.190""","=""87628.733""","=""3d4.(3D).4s""","=""c 4D""","=""1/2""","=""3d3.(4F).4s.4p.(3P*)""","=""u 4F*""","=""3/2""",,"=""""","=""L18847""",
Cr,2,"=""203.0978""","=""0.0002""","=""203.09780""","=""0.00008""","=""49221.52""","=""7""","=""""",,"=""53271.007""","=""102492.53""","=""3d3.4s2""","=""c 4F""","=""5/2""","=""3d3.(a 2D).4s.4p.(3P*)""","=""s 4F*""","=""7/2""",,"=""""","=""L18847""",
Cr,1,"=""203.127""","=""0.005""","=""203.12741""","=""0.00003""","=""49214.4""","=""15""","=""""",,"=""7927.4410""","=""57141.791""","=""3d4.4s2""","=""a 5D""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L808""",
Cr,2,"=""203.16531""","=""0.00009""","=""203.165347""","=""0.000009""","=""49205.17""","=""13*""","=""""",,"=""66256.5589""","=""115461.720""","=""3d3.4s2""","=""d 4P""","=""5/2""","=""3d4.(5D<2>).5f""","=""2[2]*""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""203.16531""","=""0.00009""","=""203.165452""","=""0.000009""","=""49205.17""","=""13*""","=""""",,"=""31082.8842""","=""80288.020""","=""3d4.(a 3F).4s""","=""a 4F""","=""3/2""","=""3d4.(a 1D).4p""","=""w 2D*""","=""3/2""",,"=""""","=""L18847""",
Cr,2,"=""203.22383""","=""0.00005""","=""203.223834""","=""0.000009""","=""49191.002""","=""13""","=""""",,"=""66256.5589""","=""115447.561""","=""3d3.4s2""","=""d 4P""","=""5/2""","=""3d4.(5D<2>).5f""","=""2[3]*""","=""7/2""",,"=""""","=""L18847""",
Cr,1,"=""203.265""","=""0.005""","=""203.264431""","=""0.000021""","=""49181.0""","=""1""","=""""",,"=""8095.1842""","=""57276.363""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(3D).4s.4p.(3P*)""","=""t 3F*""","=""3""",,"=""""","=""L808""",
Cr,1,"=""203.295""","=""0.005""","=""203.2970""","=""0.0003""","=""49173.8""","=""5""","=""""",,"=""7927.4410""","=""57100.73""","=""3d4.4s2""","=""a 5D""","=""2""","=""""","=""p 5F*""","=""2""",,"=""""","=""L808""",
Cr,2,"=""203.35495""","=""0.00006""","=""203.35495""","=""0.00003""","=""49159.291""","=""9""","=""""",,"=""53566.2511""","=""102725.542""","=""3d3.4s2""","=""c 4F""","=""7/2""","=""3d3.(a 2D).4s.4p.(3P*)""","=""s 4F*""","=""9/2""",,"=""""","=""L18847""",
Cr,2,"=""203.38722""","=""0.00008""","=""203.387192""","=""0.000009""","=""49151.491""","=""15""","=""""",,"=""66256.5589""","=""115408.057""","=""3d3.4s2""","=""d 4P""","=""5/2""","=""3d4.(5D<2>).5f""","=""2[3]*""","=""5/2""",,"=""""","=""L18847""",
Cr,1,"=""203.424""","=""0.005""","=""203.4250""","=""0.0005""","=""49142.6""","=""35""","=""""",,"=""8095.1842""","=""57237.54""","=""3d4.4s2""","=""a 5D""","=""3""","=""""","=""p 5F*""","=""4""",,"=""""","=""L808""",
Cr,2,"=""203.42720""","=""0.00003""","=""203.427236""","=""0.000009""","=""49141.832""","=""17""","=""""",,"=""66256.5589""","=""115398.383""","=""3d3.4s2""","=""d 4P""","=""5/2""","=""3d4.(5D<2>).5f""","=""2[4]*""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""203.433851""","=""0.000019""","=""203.433841""","=""0.000009""","=""49140.226""","=""37""","=""""",,"=""66010.2463""","=""115150.475""","=""3d3.4s2""","=""d 4P""","=""3/2""","=""3d4.(5D<2>).5f""","=""2[1]*""","=""1/2""",,"=""""","=""L18847""",
Cr,2,"=""203.49057""","=""0.00004""","=""203.490586""","=""0.000007""","=""49126.531""","=""15""","=""""",,"=""20512.0630""","=""69638.5906""","=""3d5""","=""a 4G""","=""5/2""","=""3d4.(3G).4p""","=""4F*""","=""3/2""",,"=""""","=""L18847""",
Cr,2,"=""203.53321""","=""0.00006""","=""203.533221""","=""0.000009""","=""49116.240""","=""10""","=""""",,"=""66256.5589""","=""115372.797""","=""3d3.4s2""","=""d 4P""","=""5/2""","=""3d4.(5D<2>).5f""","=""2[1]*""","=""3/2""",,"=""""","=""L18847""",
Cr,1,"=""203.634""","=""0.005""","=""203.6367""","=""0.0005""","=""49091.9""","=""8""","=""""",,"=""8095.1842""","=""57186.47""","=""3d4.4s2""","=""a 5D""","=""3""","=""""","=""p 5F*""","=""3""",,"=""""","=""L808""",
Cr,3,"=""203.639""","=""""","=""""","=""""","=""49090.7""","=""60""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7485""",
Cr,2,"=""203.69775""","=""0.00012""","=""203.697790""","=""0.000009""","=""49076.57""","=""5""","=""""",,"=""32355.6538""","=""81432.2161""","=""3d5""","=""a 2F""","=""7/2""","=""3d4.(a 1D).4p""","=""v 2F*""","=""7/2""",,"=""""","=""L18847""",
