element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Cr,2,"=""278.15666""","=""0.00002""","=""278.156647""","=""0.000013""","=""35940.359""","=""38""","=""""",,"=""46823.3062""","=""82763.6664""","=""3d4.(5D).4p""","=""z 6F*""","=""1/2""","=""3d4.(5D).5s""","=""e 6D""","=""3/2""",,"=""""","=""L18847""",
Cr,11,"=""""","=""""","=""278.17""","=""0.05""","=""35938""","=""""","=""2.8e-01""",E,"=""242456""","=""278394""","=""3s.3p3""","=""3D*""","=""2""","=""3s.3p3""","=""3P*""","=""1""",E2,"=""T4830c21""","=""""",
Cr,2,"=""278.17552""","=""0.00006""","=""278.17562""","=""0.00003""","=""35937.922""","=""20""","=""""",,"=""65383.9035""","=""101321.812""","=""3d4.(a 3F).4p""","=""z 4G*""","=""9/2""","=""3d4.(a 3F).5s""","=""f 4F""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""278.21390""","=""0.00020""","=""278.214092""","=""0.000013""","=""35932.96""","=""6""","=""""",,"=""39877.0347""","=""75809.9745""","=""3d5""","=""c 2F""","=""7/2""","=""3d4.(a 1G).4p""","=""w 2G*""","=""9/2""",,"=""""","=""L18847""",
Cr,2,"=""278.235599""","=""0.000009""","=""278.235603""","=""0.000010""","=""35930.1623""","=""110""","=""""",,"=""33417.9808""","=""69348.1427""","=""3d4.(3G).4s""","=""b 4G""","=""5/2""","=""3d4.(a 3P).4p""","=""2D*""","=""3/2""",,"=""""","=""L18847""",
Cr,2,"=""278.24310""","=""0.00005""","=""278.243120""","=""0.000010""","=""35929.194""","=""17""","=""""",,"=""31082.8842""","=""67012.0754""","=""3d4.(a 3F).4s""","=""a 4F""","=""3/2""","=""3d4.(a 3F).4p""","=""y 4F*""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""278.24790""","=""0.00007""","=""278.247849""","=""0.000023""","=""35928.574""","=""10""","=""""",,"=""68737.7714""","=""104666.352""","=""3d4.(3H).4p""","=""z 2H*""","=""11/2""","=""3d4.(3G).5s""","=""g 2G""","=""9/2""",,"=""""","=""L18847""",
Cr,2,"=""278.258637""","=""0.000019""","=""278.258637""","=""0.000013""","=""35927.188""","=""44""","=""""",,"=""38508.9221""","=""74436.1098""","=""3d4.(3G).4s""","=""b 2G""","=""7/2""","=""3d4.(a 1G).4p""","=""x 2F*""","=""5/2""",,"=""""","=""L18847""",
Cr,1,"=""278.273""","=""0.002""","=""278.274753""","=""0.000023""","=""35925.3""","=""1""","=""""",,"=""20523.8999""","=""56449.007""","=""3d5.(4G).4s""","=""a 5G""","=""5""","=""3d5.(4F).4p""","=""v 5G*""","=""6""",,"=""""","=""L808""",
Cr,1,"=""278.2988""","=""0.0010""","=""278.29996""","=""0.00007""","=""35922.00""","=""3""","=""""",,"=""25038.4981""","=""60960.351""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d5.(2F2).4p""","=""p 3F*""","=""4""",,"=""""","=""L808""",
Cr,2,"=""278.3048""","=""0.0004""","=""278.304510""","=""0.000013""","=""35921.23""","=""4""","=""""",,"=""48398.8721""","=""84320.1382""","=""3d4.(5D).4p""","=""z 6P*""","=""3/2""","=""3d4.(5D).5s""","=""e 4D""","=""3/2""",,"=""""","=""L18847""",
Cr,2,"=""278.384400""","=""0.000019""","=""278.384408""","=""0.000016""","=""35910.958""","=""42""","=""""",,"=""38362.3838""","=""74273.3409""","=""3d4.(3D).4s""","=""c 4D""","=""3/2""","=""3d4.(3D).4p""","=""w 4F*""","=""3/2""",,"=""""","=""L18847""",
Cr,2,"=""278.4011""","=""0.0003""","=""278.401014""","=""0.000016""","=""35908.80""","=""5""","=""""",,"=""73485.6078""","=""109394.423""","=""3d4.(3D).4p""","=""w 4D*""","=""7/2""","=""3d4.(5D).5d""","=""6S""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""278.40437""","=""0.00019""","=""278.404495""","=""0.000023""","=""35908.38""","=""4""","=""""",,"=""80420.1608""","=""116328.527""","=""3d4.(a 1D).4p""","=""w 2D*""","=""5/2""","=""3d4.(a 1G).4d""","=""2F""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""278.41857""","=""0.00004""","=""278.418555""","=""0.000023""","=""35906.551""","=""20""","=""""",,"=""68759.7991""","=""104666.352""","=""3d4.(a 3F).4p""","=""z 2F*""","=""7/2""","=""3d4.(3G).5s""","=""g 2G""","=""9/2""",,"=""""","=""L18847""",
Cr,2,"=""278.43113""","=""0.00007""","=""278.431092""","=""0.000016""","=""35904.932""","=""15""","=""""",,"=""68476.8759""","=""104381.8122""","=""3d4.(3H).4p""","=""z 2H*""","=""9/2""","=""3d4.(3H).4d""","=""2G""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""278.44172""","=""0.00011""","=""278.441667""","=""0.000023""","=""35903.566""","=""7""","=""""",,"=""77078.8563""","=""112982.429""","=""3d4.(1I).4p""","=""w 2H*""","=""11/2""","=""3d4.(3D).4d""","=""4F""","=""9/2""",,"=""""","=""L18847""",
Cr,1,"=""278.463""","=""0.002""","=""278.46301""","=""0.00003""","=""35900.8""","=""4""","=""""",,"=""25177.3539""","=""61078.175""","=""3d4.4s2""","=""a 3F""","=""4""","=""3d5.(2H).4p""","=""r 3G*""","=""3""",,"=""""","=""L808""",
Cr,2,"=""278.51013""","=""0.00004""","=""278.510109""","=""0.000010""","=""35894.747""","=""15""","=""""",,"=""31117.3254""","=""67012.0754""","=""3d4.(a 3F).4s""","=""a 4F""","=""5/2""","=""3d4.(a 3F).4p""","=""y 4F*""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""278.51101""","=""0.00005""","=""278.510964""","=""0.000016""","=""35894.633""","=""10""","=""""",,"=""70398.7981""","=""106293.4380""","=""3d4.(3G).4p""","=""y 2H*""","=""11/2""","=""3d4.(a 3F).4d""","=""4G""","=""11/2""",,"=""""","=""L18847""",
Cr,2,"=""278.569263""","=""0.000007""","=""278.569258""","=""0.000010""","=""35887.1282""","=""480""","=""""",,"=""33618.9363""","=""69506.0652""","=""3d4.(3G).4s""","=""b 4G""","=""9/2""","=""3d4.(3G).4p""","=""4F*""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""278.646757""","=""0.000008""","=""278.646736""","=""0.000023""","=""35877.1482""","=""160""","=""""",,"=""38396.190""","=""74273.3409""","=""3d4.(3D).4s""","=""c 4D""","=""1/2""","=""3d4.(3D).4p""","=""w 4F*""","=""3/2""",,"=""""","=""L18847""",
Cr,2,"=""278.65492""","=""0.00006""","=""278.65490""","=""0.00005""","=""35876.097""","=""12""","=""""",,"=""63801.7500""","=""99677.850""","=""3d4.(a 3P).4p""","=""y 4D*""","=""1/2""","=""3d4.(a 3P).5s""","=""f 4P""","=""1/2""",,"=""""","=""L18847""",
Cr,1,"=""278.6597""","=""0.0010""","=""278.6624""","=""0.0006""","=""35875.48""","=""4""","=""""",,"=""25177.3539""","=""61052.49""","=""3d4.4s2""","=""a 3F""","=""4""","=""""","=""o 5F*""","=""4""",,"=""""","=""L808""",
Cr,2,"=""278.67956""","=""0.00004""","=""278.679571""","=""0.000016""","=""35872.926""","=""35""","=""""",,"=""74504.0990""","=""110377.023""","=""3d4.(3D).4p""","=""w 4F*""","=""9/2""","=""3d4.(5D).5d""","=""4G""","=""11/2""",,"=""""","=""L18847""",
Cr,1,"=""278.6814""","=""0.0010""","=""278.68378""","=""0.00005""","=""35872.69""","=""1""","=""""",,"=""23933.8561""","=""59806.238""","=""3d4.4s2""","=""a 3H""","=""4""","=""3d4.(3H).4s.4p.(1P*)""","=""w 3I*""","=""5""",,"=""""","=""L808""",
Cr,2,"=""278.712347""","=""0.000009""","=""278.712339""","=""0.000013""","=""35868.7056""","=""120""","=""""",,"=""46823.3062""","=""82692.0128""","=""3d4.(5D).4p""","=""z 6F*""","=""1/2""","=""3d4.(5D).5s""","=""e 6D""","=""1/2""",,"=""""","=""L18847""",
Cr,2,"=""278.73212""","=""0.00009""","=""278.732095""","=""0.000010""","=""35866.162""","=""9""","=""""",,"=""34812.9263""","=""70679.0907""","=""3d4.(3H).4s""","=""a 2H""","=""11/2""","=""3d4.(3G).4p""","=""x 4G*""","=""9/2""",,"=""""","=""L18847""",
Cr,2,"=""278.761739""","=""0.000007""","=""278.761747""","=""0.000010""","=""35862.3506""","=""370""","=""1.5e+08""",D,"=""30864.4328""","=""66726.7823""","=""3d4.(a 3P).4s""","=""b 4P""","=""5/2""","=""3d4.(a 3P).4p""","=""y 4P*""","=""5/2""",,"=""T3683""","=""L18847""",
Cr,1,"=""278.7843""","=""0.0010""","=""278.7867""","=""0.0006""","=""35859.45""","=""15""","=""""",,"=""26787.4640""","=""62646.61""","=""3d5.(6S).4p""","=""z 5P*""","=""3""","=""3d5.(4G).4d""","=""f 5G""","=""2""",,"=""""","=""L808""",
Cr,2,"=""278.78978""","=""0.00004""","=""278.789892""","=""0.000011""","=""35858.744""","=""31""","=""""",,"=""38563.0026""","=""74421.7319""","=""3d4.(3G).4s""","=""b 2G""","=""9/2""","=""3d4.(1I).4p""","=""2I*""","=""11/2""",,"=""""","=""L18847""",
Cr,2,"=""278.791434""","=""0.000008""","=""278.791448""","=""0.000013""","=""35858.5310""","=""170""","=""""",,"=""46905.1373""","=""82763.6664""","=""3d4.(5D).4p""","=""z 6F*""","=""3/2""","=""3d4.(5D).5s""","=""e 6D""","=""3/2""",,"=""""","=""L18847""",
Cr,2,"=""278.87257""","=""0.00011""","=""278.872414""","=""0.000015""","=""35848.098""","=""6""","=""""",,"=""31531.1762""","=""67379.2950""","=""3d5""","=""a 2D""","=""3/2""","=""3d4.(a 3F).4p""","=""z 2D*""","=""3/2""",,"=""""","=""L18847""",
Cr,2,"=""278.90836""","=""0.00004""","=""278.908352""","=""0.000010""","=""35843.499""","=""20""","=""""",,"=""31168.5755""","=""67012.0754""","=""3d4.(a 3F).4s""","=""a 4F""","=""7/2""","=""3d4.(a 3F).4p""","=""y 4F*""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""278.929198""","=""0.000008""","=""278.929190""","=""0.000013""","=""35840.8212""","=""200""","=""""",,"=""47040.2755""","=""82881.0977""","=""3d4.(5D).4p""","=""z 6F*""","=""5/2""","=""3d4.(5D).5s""","=""e 6D""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""278.934849""","=""0.000007""","=""278.934848""","=""0.000015""","=""35840.0952""","=""180""","=""""",,"=""50667.2252""","=""86507.3205""","=""3d4.(1F).4s""","=""d 2F""","=""7/2""","=""3d4.(1F).4p""","=""v 2D*""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""278.939789""","=""0.000014""","=""278.939793""","=""0.000013""","=""35839.4604""","=""65""","=""""",,"=""39877.0347""","=""75716.4946""","=""3d5""","=""c 2F""","=""7/2""","=""3d4.(a 1G).4p""","=""w 2G*""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""278.94791""","=""0.00004""","=""278.94788""","=""0.00003""","=""35838.418""","=""21""","=""""",,"=""70852.1621""","=""106690.583""","=""3d4.(3G).4p""","=""y 2F*""","=""7/2""","=""3d4.(a 3F).4d""","=""2F""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""278.94856""","=""0.00009""","=""278.94861""","=""0.00005""","=""35838.334""","=""8""","=""""",,"=""54868.497""","=""90706.824""","=""3d4.(a 3F).4s""","=""d 4F""","=""3/2""","=""3d4.(b 3F).4p""","=""t 2F*""","=""5/2""",,"=""""","=""L18847""",
Cr,1,"=""278.952""","=""0.002""","=""278.95179""","=""0.00003""","=""35837.9""","=""2""","=""""",,"=""20523.8999""","=""56361.818""","=""3d5.(4G).4s""","=""a 5G""","=""5""","=""3d5.(4F).4p""","=""v 5G*""","=""5""",,"=""""","=""L808""",
Cr,1,"=""279.0092""","=""0.0010""","=""279.00982""","=""0.00004""","=""35830.54""","=""8""","=""""",,"=""25177.3539""","=""61007.819""","=""3d4.4s2""","=""a 3F""","=""4""","=""3d5.(2G1).4p""","=""s 3H*""","=""5""",,"=""""","=""L808""",
Cr,1,"=""279.02841""","=""0.00007""","=""279.02838""","=""0.00005""","=""35828.078""","=""4""","=""""",,"=""24056.0404""","=""59884.123""","=""3d4.4s2""","=""a 3H""","=""5""","=""3d4.(3H).4s.4p.(1P*)""","=""w 3I*""","=""6""",,"=""""","=""L14866""",
Cr,2,"=""279.05622""","=""0.00007""","=""279.056219""","=""0.000015""","=""35824.507""","=""9""","=""""",,"=""54784.4497""","=""90608.9577""","=""3d4.(5D).4p""","=""z 4D*""","=""7/2""","=""3d4.(5D).4d""","=""e 4F""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""279.09370""","=""0.00004""","=""279.093687""","=""0.000015""","=""35819.697""","=""19""","=""""",,"=""50687.6217""","=""86507.3205""","=""3d4.(1F).4s""","=""d 2F""","=""5/2""","=""3d4.(1F).4p""","=""v 2D*""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""279.137318""","=""0.000008""","=""279.137315""","=""0.000013""","=""35814.1003""","=""190""","=""""",,"=""47227.2186""","=""83041.3193""","=""3d4.(5D).4p""","=""z 6F*""","=""7/2""","=""3d4.(5D).5s""","=""e 6D""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""279.1470""","=""0.0003""","=""279.147215""","=""0.000015""","=""35812.85""","=""5""","=""""",,"=""31531.1762""","=""67344.0068""","=""3d5""","=""a 2D""","=""3/2""","=""3d4.(3H).4p""","=""y 4G*""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""279.16234""","=""0.00006""","=""279.162177""","=""0.000013""","=""35810.891""","=""13*""","=""""",,"=""48398.8721""","=""84209.7833""","=""3d4.(5D).4p""","=""z 6P*""","=""3/2""","=""3d4.(5D).5s""","=""e 4D""","=""1/2""",,"=""""","=""L18847c153""",
Cr,2,"=""279.16234""","=""0.00006""","=""279.162419""","=""0.000016""","=""35810.891""","=""13*""","=""""",,"=""65383.9035""","=""101194.7837""","=""3d4.(a 3F).4p""","=""z 4G*""","=""9/2""","=""3d4.(3H).5s""","=""e 2H""","=""11/2""",,"=""""","=""L18847""",
Cr,2,"=""279.16995""","=""0.00004""","=""279.169902""","=""0.000012""","=""35809.915""","=""17""","=""""",,"=""38508.9221""","=""74318.8425""","=""3d4.(3G).4s""","=""b 2G""","=""7/2""","=""3d4.(3D).4p""","=""w 4F*""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""279.215502""","=""0.000007""","=""279.215508""","=""0.000011""","=""35804.0724""","=""540""","=""""",,"=""33694.1421""","=""69498.2137""","=""3d4.(3G).4s""","=""b 4G""","=""11/2""","=""3d4.(3G).4p""","=""4F*""","=""9/2""",,"=""""","=""L18847""",
Cr,2,"=""279.2510""","=""0.0002""","=""279.250987""","=""0.000013""","=""35799.52""","=""5""","=""""",,"=""38314.8348""","=""74114.3577""","=""3d4.(3D).4s""","=""c 4D""","=""5/2""","=""3d4.(a 1G).4p""","=""x 2F*""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""279.27800""","=""0.00016""","=""279.277884""","=""0.000010""","=""35796.06""","=""5""","=""""",,"=""34630.9154""","=""70426.9907""","=""3d4.(3H).4s""","=""a 2H""","=""9/2""","=""3d4.(3G).4p""","=""x 4G*""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""279.349677""","=""0.000012""","=""279.349682""","=""0.000013""","=""35786.8761""","=""90""","=""""",,"=""46905.1373""","=""82692.0128""","=""3d4.(5D).4p""","=""z 6F*""","=""3/2""","=""3d4.(5D).5s""","=""e 6D""","=""1/2""",,"=""""","=""L18847""",
Cr,2,"=""279.35681""","=""0.00004""","=""279.356841""","=""0.000016""","=""35785.963""","=""13""","=""""",,"=""68737.7714""","=""104523.7299""","=""3d4.(3H).4p""","=""z 2H*""","=""11/2""","=""3d4.(3H).4d""","=""2G""","=""9/2""",,"=""""","=""L18847""",
Cr,2,"=""279.36464""","=""0.00005""","=""279.364646""","=""0.000010""","=""35784.959""","=""16""","=""""",,"=""30864.4328""","=""66649.3915""","=""3d4.(a 3P).4s""","=""b 4P""","=""5/2""","=""3d4.(a 3P).4p""","=""z 2P*""","=""3/2""",,"=""""","=""L18847""",
Cr,1,"=""279.378""","=""0.002""","=""279.37996""","=""0.00007""","=""35783.2""","=""3""","=""""",,"=""25177.3539""","=""60960.351""","=""3d4.4s2""","=""a 3F""","=""4""","=""3d5.(2F2).4p""","=""p 3F*""","=""4""",,"=""""","=""L808""",
Cr,1,"=""279.38882""","=""0.00009""","=""279.38876""","=""0.00009""","=""35781.863""","=""3""","=""""",,"=""24833.7957""","=""60615.666""","=""3d5.(4G).4s""","=""a 3G""","=""3""","=""3d5.(4F).4p""","=""s 3D*""","=""3""",,"=""""","=""L14866""",
Cr,2,"=""279.435678""","=""0.000009""","=""279.435676""","=""0.000013""","=""35775.8626""","=""120""","=""""",,"=""47464.5570""","=""83240.4199""","=""3d4.(5D).4p""","=""z 6F*""","=""9/2""","=""3d4.(5D).5s""","=""e 6D""","=""9/2""",,"=""""","=""L18847""",
Cr,2,"=""279.52112""","=""0.00014""","=""279.520981""","=""0.000016""","=""35764.928""","=""6""","=""""",,"=""65256.8513""","=""101021.7966""","=""3d4.(a 3F).4p""","=""z 4G*""","=""7/2""","=""3d4.(3H).5s""","=""e 2H""","=""9/2""",,"=""""","=""L18847""",
Cr,1,"=""279.52640""","=""0.00006""","=""279.526293""","=""0.000023""","=""35764.252""","=""5""","=""""",,"=""25106.2953""","=""60870.561""","=""3d4.4s2""","=""a 3F""","=""3""","=""3d5.(2G1).4p""","=""s 3H*""","=""4""",,"=""""","=""L14866""",
Cr,1,"=""279.58133""","=""0.00002""","=""279.581329""","=""0.000017""","=""35757.226""","=""41""","=""""",,"=""24200.1980""","=""59957.4238""","=""3d4.4s2""","=""a 3H""","=""6""","=""3d4.(3H).4s.4p.(1P*)""","=""w 3I*""","=""7""",,"=""""","=""L14866""",
Cr,2,"=""279.60193""","=""0.00006""","=""279.601941""","=""0.000016""","=""35754.591""","=""10""","=""""",,"=""70394.1455""","=""106148.7354""","=""3d4.(3G).4p""","=""y 2H*""","=""9/2""","=""3d4.(a 3F).4d""","=""4G""","=""9/2""",,"=""""","=""L18847""",
Cr,2,"=""279.61053""","=""0.00012""","=""279.61059""","=""0.00007""","=""35753.492""","=""8""","=""""",,"=""65029.3350""","=""100782.819""","=""3d4.(a 3P).4p""","=""z 2S*""","=""1/2""","=""3d4.(a 3P).5s""","=""e 2P""","=""1/2""",,"=""""","=""L18847""",
Cr,2,"=""279.62929""","=""0.00016""","=""279.629349""","=""0.000016""","=""35751.09""","=""5""","=""""",,"=""70394.1455""","=""106145.2311""","=""3d4.(3G).4p""","=""y 2H*""","=""9/2""","=""3d4.(3H).4d""","=""f 2I""","=""11/2""",,"=""""","=""L18847""",
Cr,2,"=""279.76581""","=""0.00012""","=""279.76582""","=""0.00003""","=""35733.648""","=""8""","=""""",,"=""65542.8987""","=""101276.546""","=""3d4.(3H).4p""","=""z 2G*""","=""7/2""","=""3d4.(a 3F).5s""","=""f 4F""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""279.82575""","=""0.00002""","=""279.825744""","=""0.000016""","=""35725.995""","=""47""","=""""",,"=""64924.4609""","=""100650.456""","=""3d4.(a 3P).4p""","=""y 4D*""","=""7/2""","=""3d4.(a 3P).5s""","=""f 4P""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""279.846148""","=""0.000008""","=""279.846144""","=""0.000013""","=""35723.3903""","=""210""","=""""",,"=""47040.2755""","=""82763.6664""","=""3d4.(5D).4p""","=""z 6F*""","=""5/2""","=""3d4.(5D).5s""","=""e 6D""","=""3/2""",,"=""""","=""L18847""",
Cr,2,"=""279.864522""","=""0.000011""","=""279.864521""","=""0.000016""","=""35721.0452""","=""92""","=""""",,"=""54867.5086""","=""90588.5539""","=""3d4.(a 3F).4s""","=""d 4F""","=""9/2""","=""3d4.(b 3F).4p""","=""v 4F*""","=""9/2""",,"=""""","=""L18847""",
Cr,2,"=""279.876147""","=""0.000015""","=""279.876113""","=""0.000014""","=""35719.5615""","=""60""","=""""",,"=""31350.8736""","=""67070.4394""","=""3d5""","=""a 2D""","=""5/2""","=""3d4.(a 3F).4p""","=""y 4F*""","=""3/2""",,"=""""","=""L18847""",
Cr,11,"=""""","=""""","=""279.93""","=""0.06""","=""35713""","=""""","=""4.2e+01""",E,"=""242346""","=""278059""","=""3s.3p3""","=""3D*""","=""1""","=""3s.3p3""","=""3P*""","=""0""",M1,"=""T4830c21""","=""""",
Cr,1,"=""279.9743""","=""0.0010""","=""279.9742""","=""0.0004""","=""35707.04""","=""3""","=""""",,"=""23163.2205""","=""58870.27""","=""3d4.4s2""","=""a 3P""","=""0""","=""3d5.(4P).5p""","=""t 3D*""","=""1""",,"=""""","=""L808""",
Cr,2,"=""280.016765""","=""0.000009""","=""280.016762""","=""0.000014""","=""35701.6249""","=""110""","=""""",,"=""45730.5908""","=""81432.2161""","=""3d4.(a 1D).4s""","=""c 2D""","=""5/2""","=""3d4.(a 1D).4p""","=""v 2F*""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""280.076516""","=""0.000007""","=""280.076519""","=""0.000011""","=""35694.0087""","=""650""","=""""",,"=""33694.1421""","=""69388.1505""","=""3d4.(3G).4s""","=""b 4G""","=""11/2""","=""3d4.(3G).4p""","=""y 4H*""","=""13/2""",,"=""""","=""L18847""",
Cr,1,"=""280.113""","=""0.002""","=""280.1139""","=""0.0004""","=""35689.4""","=""15""","=""""",,"=""24940.594""","=""60629.84""","=""3d4.4s2""","=""a 3F""","=""2""","=""3d5.(2D1).4p""","=""s 3D*""","=""2""",,"=""""","=""L808""",
Cr,1,"=""280.1385""","=""0.0010""","=""280.13848""","=""0.00004""","=""35686.11""","=""1""","=""""",,"=""20523.6290""","=""56209.743""","=""3d5.(4G).4s""","=""a 5G""","=""4""","=""3d5.(4F).4p""","=""v 5G*""","=""3""",,"=""""","=""L808""",
Cr,1,"=""280.1553""","=""0.0014""","=""280.15289""","=""0.00007""","=""35683.97""","=""3*""","=""""",,"=""24833.7957""","=""60518.074""","=""3d5.(4G).4s""","=""a 3G""","=""3""","=""3d5.(2G1).4p""","=""s 3G*""","=""3""",,"=""""","=""L808""",
Cr,1,"=""280.1553""","=""0.0014""","=""280.15567""","=""0.00005""","=""35683.97""","=""3*""","=""""",,"=""24200.1980""","=""59884.123""","=""3d4.4s2""","=""a 3H""","=""6""","=""3d4.(3H).4s.4p.(1P*)""","=""w 3I*""","=""6""",,"=""""","=""L808""",
Cr,2,"=""280.23753""","=""0.00002""","=""280.237562""","=""0.000024""","=""35673.501""","=""45""","=""""",,"=""65709.4418""","=""101382.939""","=""3d4.(a 3F).4p""","=""z 4G*""","=""11/2""","=""3d4.(a 3F).5s""","=""f 4F""","=""9/2""",,"=""""","=""L18847""",
Cr,1,"=""280.265""","=""0.002""","=""280.26413""","=""0.00006""","=""35670.0""","=""8""","=""""",,"=""24833.7957""","=""60503.911""","=""3d5.(4G).4s""","=""a 3G""","=""3""","=""3d5.(2G1).4p""","=""s 3G*""","=""4""",,"=""""","=""L808""",
Cr,24,"=""""","=""""","=""280.27""","=""0.07""","=""35669""","=""""","=""8.5534e+06""",AA,"=""(56599123)""","=""(56634792)""","=""3s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
Cr,2,"=""280.32171""","=""0.00007""","=""280.321826""","=""0.000012""","=""35662.789""","=""13""","=""""",,"=""30149.8747""","=""65812.6491""","=""3d5""","=""a 2I""","=""13/2""","=""3d4.(3H).4p""","=""z 4I*""","=""15/2""",,"=""""","=""L18847""",
Cr,2,"=""280.334194""","=""0.000015""","=""280.334189""","=""0.000014""","=""35661.2011""","=""61""","=""""",,"=""31350.8736""","=""67012.0754""","=""3d5""","=""a 2D""","=""5/2""","=""3d4.(a 3F).4p""","=""y 4F*""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""280.391770""","=""0.000007""","=""280.391767""","=""0.000013""","=""35653.8787""","=""360""","=""""",,"=""47227.2186""","=""82881.0977""","=""3d4.(5D).4p""","=""z 6F*""","=""7/2""","=""3d4.(5D).5s""","=""e 6D""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""280.42089""","=""0.00005""","=""280.42084""","=""0.00003""","=""35650.176""","=""8""","=""""",,"=""69954.0517""","=""105604.234""","=""3d4.(a 3P).4p""","=""2D*""","=""5/2""","=""3d4.(a 3P).4d""","=""2D""","=""5/2""",,"=""""","=""L18847""",
Cr,1,"=""280.484""","=""""","=""280.4853""","=""0.0009""","=""35642.2""","=""3:""","=""""",,"=""25177.3539""","=""60819.35""","=""3d4.4s2""","=""a 3F""","=""4""","=""3d5.(2F2).4p""","=""p 3F*""","=""3""",,"=""""","=""L9365""",
Cr,2,"=""280.48679""","=""0.00006""","=""280.48677""","=""0.00003""","=""35641.801""","=""15""","=""""",,"=""65680.0091""","=""101321.812""","=""3d4.(3H).4p""","=""z 2G*""","=""9/2""","=""3d4.(a 3F).5s""","=""f 4F""","=""7/2""",,"=""""","=""L18847""",
Cr,1,"=""280.519""","=""0.002""","=""280.51920""","=""0.00004""","=""35637.7""","=""2""","=""""",,"=""20517.4222""","=""56155.105""","=""3d5.(4G).4s""","=""a 5G""","=""2""","=""3d5.(4F).4p""","=""v 5G*""","=""2""",,"=""""","=""L808""",
Cr,1,"=""280.5456""","=""0.0010""","=""280.54661""","=""0.00004""","=""35634.33""","=""1""","=""""",,"=""20520.9029""","=""56155.105""","=""3d5.(4G).4s""","=""a 5G""","=""3""","=""3d5.(4F).4p""","=""v 5G*""","=""2""",,"=""""","=""L808""",
Cr,2,"=""280.618481""","=""0.000011""","=""280.618506""","=""0.000024""","=""35625.0755""","=""10""","=""""",,"=""69348.1427""","=""104973.215""","=""3d4.(a 3P).4p""","=""2D*""","=""3/2""","=""3d4.(3H).4d""","=""2F""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""280.68866""","=""0.00006""","=""280.68871""","=""0.00006""","=""35616.169""","=""12""","=""""",,"=""64061.688""","=""99677.850""","=""3d4.(a 3P).4p""","=""y 4D*""","=""3/2""","=""3d4.(a 3P).5s""","=""f 4P""","=""1/2""",,"=""""","=""L18847""",
Cr,2,"=""280.7620""","=""0.0002""","=""280.76199""","=""0.00009""","=""35606.87""","=""8""","=""""",,"=""54868.497""","=""90475.364""","=""3d4.(a 3F).4s""","=""d 4F""","=""3/2""","=""3d4.(b 3P).4p""","=""v 4D*""","=""1/2""",,"=""""","=""L18847""",
Cr,2,"=""280.76411""","=""0.00019""","=""280.763947""","=""0.000016""","=""35606.60""","=""8""","=""""",,"=""70316.8214""","=""105923.4402""","=""3d4.(3G).4p""","=""x 4G*""","=""5/2""","=""3d4.(a 3F).4d""","=""4G""","=""5/2""",,"=""""","=""L18847""",
Cr,2,"=""280.7661""","=""0.0006""","=""280.766067""","=""0.000024""","=""35606.35""","=""4""","=""""",,"=""54883.481""","=""90489.831""","=""3d4.(a 3F).4s""","=""d 4F""","=""5/2""","=""3d4.(b 3F).4p""","=""v 4F*""","=""7/2""",,"=""""","=""L18847""",
Cr,2,"=""280.78517""","=""0.00002""","=""280.785228""","=""0.000016""","=""35603.927""","=""11""","=""""",,"=""70426.9907""","=""106030.911""","=""3d4.(3G).4p""","=""x 4G*""","=""7/2""","=""3d4.(a 3F).4d""","=""4G""","=""7/2""",,"=""""","=""L18847""",
