element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ni,1,"=""300.363""","=""""","=""300.36209""","=""""","=""33283.3""","=""2200""","=""6.9e+07""",D,"=""879.816""","=""34163.264""","=""3d9.(2D).4s""","=""3D""","=""2""","=""3d8.(3F).4s.4p.(3P*)""","=""3F*""","=""2""",,"=""T3861""","=""L3475""",
Ni,5,"=""""","=""""","=""300.605""","=""0.003""","=""33256.6""","=""""","=""3.2e-03""",D+,"=""0.00""","=""33256.60""","=""3d6""","=""5D""","=""4""","=""3d6""","=""3G""","=""5""",M1,"=""T6653c93""","=""""",
Ni,1,"=""301.200""","=""""","=""301.20006""","=""""","=""33190.9""","=""3700""","=""1.3e+08""",C,"=""3409.937""","=""36600.791""","=""3d9.(2D).4s""","=""1D""","=""2""","=""3d8.(3F).4s.4p.(3P*)""","=""1D*""","=""2""",,"=""T3861,T4812""","=""L3475""",
Ni,5,"=""""","=""""","=""301.366""","=""0.003""","=""33172.5""","=""""","=""2.1e-02""",D+,"=""889.55""","=""34062.09""","=""3d6""","=""5D""","=""3""","=""3d6""","=""3G""","=""4""",M1,"=""T6653c93""","=""""",
Ni,1,"=""301.914""","=""""","=""301.91433""","=""""","=""33112.4""","=""350""","=""6.4e+06""",C+,"=""0.000""","=""33112.334""","=""3d8.(3F).4s2""","=""3F""","=""4""","=""3d8.(3F).4s.4p.(3P*)""","=""3F*""","=""3""",,"=""T4812""","=""L3475""",
Ni,7,"=""""","=""""","=""302.43""","=""""","=""33060""","=""""","=""7.0e-01""",E,"=""1520""","=""34576""","=""3d4""","=""5D""","=""3""","=""3d4""","=""3F2""","=""4""",M1,"=""T2729""","=""""",
Ni,7,"=""""","=""""","=""302.62""","=""""","=""33040""","=""""","=""3.1e+00""",E,"=""1520""","=""34555""","=""3d4""","=""5D""","=""3""","=""3d4""","=""3P2""","=""2""",M1,"=""T2729""","=""""",
Ni,1,"=""303.187""","=""""","=""303.18672""","=""""","=""32973.3""","=""120""","=""1.7e+06""",C+,"=""0.000""","=""32973.376""","=""3d8.(3F).4s2""","=""3F""","=""4""","=""3d8.(3F).4s.4p.(3P*)""","=""3F*""","=""4""",,"=""T4812""","=""L3475""",
Ni,5,"=""""","=""""","=""303.618""","=""0.003""","=""32926.5""","=""""","=""1.4e-02""",D+,"=""1489.81""","=""34416.3""","=""3d6""","=""5D""","=""2""","=""3d6""","=""3G""","=""3""",M1,"=""T6653c93""","=""""",
Ni,1,"=""303.794""","=""""","=""303.79325""","=""""","=""32907.5""","=""1700""","=""2.8e+07""",C+,"=""204.787""","=""33112.334""","=""3d9.(2D).4s""","=""3D""","=""3""","=""3d8.(3F).4s.4p.(3P*)""","=""3F*""","=""3""",,"=""T4812""","=""L3475""",
Ni,1,"=""304.501""","=""""","=""304.50066""","=""""","=""32831.1""","=""150""","=""2.8e+06""",C,"=""1332.164""","=""34163.264""","=""3d8.(3F).4s2""","=""3F""","=""3""","=""3d8.(3F).4s.4p.(3P*)""","=""3F*""","=""2""",,"=""T4812""","=""L3475""",
Ni,7,"=""""","=""""","=""304.82""","=""""","=""32800""","=""""","=""1.9e+00""",E,"=""1520""","=""34317""","=""3d4""","=""5D""","=""3""","=""3d4""","=""3F2""","=""3""",M1,"=""T2729""","=""""",
Ni,1,"=""305.082""","=""""","=""305.08156""","=""""","=""32768.5""","=""3500""","=""6.0e+07""",C+,"=""204.787""","=""32973.376""","=""3d9.(2D).4s""","=""3D""","=""3""","=""3d8.(3F).4s.4p.(3P*)""","=""3F*""","=""4""",,"=""T4812""","=""L3475""",
Ni,1,"=""305.432""","=""""","=""305.43125""","=""""","=""32731.0""","=""1500""","=""4.0e+07""",C+,"=""879.816""","=""33610.890""","=""3d9.(2D).4s""","=""3D""","=""2""","=""3d8.(3F).4s.4p.(3P*)""","=""3D*""","=""2""",,"=""T4812""","=""L3475""",
Ni,7,"=""""","=""""","=""305.47""","=""""","=""32730""","=""""","=""1.5e-01""",E,"=""1520""","=""34247""","=""3d4""","=""5D""","=""3""","=""3d4""","=""3F2""","=""2""",M1,"=""T2729""","=""""",
Ni,1,"=""305.764""","=""""","=""305.76388""","=""""","=""32695.5""","=""1900""","=""1.0e+08""",D,"=""1713.087""","=""34408.555""","=""3d9.(2D).4s""","=""3D""","=""1""","=""3d8.(3F).4s.4p.(3P*)""","=""3D*""","=""1""",,"=""T3861""","=""L3475""",
Ni,1,"=""306.462""","=""""","=""306.46186""","=""""","=""32621.0""","=""500""","=""1.1e+07""",C+,"=""879.816""","=""33500.822""","=""3d9.(2D).4s""","=""3D""","=""2""","=""3d8.(3F).4s.4p.(3P*)""","=""3D*""","=""3""",,"=""T4812""","=""L3475""",
Ni,2,"=""""","=""""","=""307.3803""","=""""","=""32523.54""","=""""","=""3.5e-01""",E,"=""0.00""","=""32523.54""","=""3p6.3d9""","=""2D""","=""5/2""","=""3p6.3d8.(1G).4s""","=""2G""","=""7/2""",E2,"=""T4240""","=""""",
Ni,2,"=""""","=""""","=""307.6074""","=""""","=""32499.53""","=""""","=""4.6e+00""",E,"=""0.00""","=""32499.53""","=""3p6.3d9""","=""2D""","=""5/2""","=""3p6.3d8.(1G).4s""","=""2G""","=""9/2""",E2,"=""T4240""","=""""",
Ni,1,"=""308.076""","=""""","=""308.07525""","=""""","=""32450.1""","=""420""","=""8.7e+06""",C,"=""1713.087""","=""34163.264""","=""3d9.(2D).4s""","=""3D""","=""1""","=""3d8.(3F).4s.4p.(3P*)""","=""3F*""","=""2""",,"=""T3861,T4812""","=""L3475""",
Ni,1,"=""309.712""","=""""","=""309.71168""","=""""","=""32278.7""","=""260""","=""3.3e+06""",C+,"=""1332.164""","=""33610.890""","=""3d8.(3F).4s2""","=""3F""","=""3""","=""3d8.(3F).4s.4p.(3P*)""","=""3D*""","=""2""",,"=""T4812""","=""L3475""",
Ni,1,"=""309.912""","=""""","=""309.91100""","=""""","=""32257.9""","=""210""","=""2.1e+06""",C+,"=""1332.164""","=""33590.130""","=""3d8.(3F).4s2""","=""3F""","=""3""","=""3d8.(3F).4s.4p.(3P*)""","=""1G*""","=""4""",,"=""T4812""","=""L3475""",
Ni,1,"=""310.155""","=""""","=""310.15569""","=""""","=""32232.6""","=""2600""","=""6.3e+07""",C+,"=""879.816""","=""33112.334""","=""3d9.(2D).4s""","=""3D""","=""2""","=""3d8.(3F).4s.4p.(3P*)""","=""3F*""","=""3""",,"=""T4812""","=""L3475""",
Ni,1,"=""310.188""","=""""","=""310.18777""","=""""","=""32229.2""","=""1300""","=""4.9e+07""",C,"=""3409.937""","=""35639.122""","=""3d9.(2D).4s""","=""1D""","=""2""","=""3d8.(3F).4s.4p.(3P*)""","=""1F*""","=""3""",,"=""T3861""","=""L3475""",
Ni,1,"=""310.547""","=""""","=""310.54603""","=""""","=""32191.9""","=""220""","=""7.1e+06""",D+,"=""2216.550""","=""34408.555""","=""3d8.(3F).4s2""","=""3F""","=""2""","=""3d8.(3F).4s.4p.(3P*)""","=""3D*""","=""1""",,"=""T4812""","=""L3475""",
Ni,7,"=""""","=""""","=""310.62""","=""""","=""32184""","=""""","=""3.2e+00""",E,"=""2392""","=""34576""","=""3d4""","=""5D""","=""4""","=""3d4""","=""3F2""","=""4""",M1,"=""T2729""","=""""",
Ni,1,"=""""","=""""","=""310.77143""","=""""","=""32168.658""","=""""","=""1.3e+05""",C+,"=""1332.164""","=""33500.822""","=""3d8.(3F).4s2""","=""3F""","=""3""","=""3d8.(3F).4s.4p.(3P*)""","=""3D*""","=""3""",,"=""T4812""","=""""",
Ni,1,"=""311.412""","=""""","=""311.41244""","=""""","=""32102.5""","=""270""","=""5.8e+06""",C+,"=""879.816""","=""32982.260""","=""3d9.(2D).4s""","=""3D""","=""2""","=""3d9.(2D).4p""","=""1P*""","=""1""",,"=""T4812""","=""L3475""",
Ni,1,"=""""","=""""","=""312.93054""","=""""","=""31946.714""","=""""","=""5.3e+05""",D+,"=""2216.550""","=""34163.264""","=""3d8.(3F).4s2""","=""3F""","=""2""","=""3d8.(3F).4s.4p.(3P*)""","=""3F*""","=""2""",,"=""T4812""","=""""",
Ni,7,"=""""","=""""","=""313.14""","=""""","=""31925""","=""""","=""2.6e-01""",E,"=""2392""","=""34317""","=""3d4""","=""5D""","=""4""","=""3d4""","=""3F2""","=""3""",M1,"=""T2729""","=""""",
Ni,1,"=""313.411""","=""""","=""313.41039""","=""""","=""31897.7""","=""2900""","=""7.3e+07""",C+,"=""1713.087""","=""33610.890""","=""3d9.(2D).4s""","=""3D""","=""1""","=""3d8.(3F).4s.4p.(3P*)""","=""3D*""","=""2""",,"=""T4812""","=""L3475""",
Ni,7,"=""""","=""""","=""314.02""","=""""","=""31836""","=""""","=""5.1e-01""",E,"=""0""","=""31836""","=""3d4""","=""5D""","=""0""","=""3d4""","=""3P2""","=""1""",M1,"=""T2729""","=""""",
Ni,27,"=""""","=""""","=""319.8""","=""1.6""","=""31260""","=""""","=""1.8e+07""",E,"=""(77901830)""","=""(77933093)""","=""1s.4s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""1""",,"=""T5298""","=""L11926""",
Ni,1,"=""""","=""""","=""314.51121""","=""""","=""31786.162""","=""""","=""2.1e+04""",D+,"=""0.000""","=""31786.162""","=""3d8.(3F).4s2""","=""3F""","=""4""","=""3d8.(3F).4s.4p.(3P*)""","=""3G*""","=""3""",,"=""T4812""","=""""",
Ni,1,"=""314.572""","=""""","=""314.57051""","=""""","=""31780.0""","=""55""","=""8.0e+05""",C+,"=""1332.164""","=""33112.334""","=""3d8.(3F).4s2""","=""3F""","=""3""","=""3d8.(3F).4s.4p.(3P*)""","=""3F*""","=""3""",,"=""T4812""","=""L3475""",
Ni,1,"=""""","=""""","=""315.95206""","=""""","=""31641.212""","=""""","=""3.0e+04""",C+,"=""1332.164""","=""32973.376""","=""3d8.(3F).4s2""","=""3F""","=""3""","=""3d8.(3F).4s.4p.(3P*)""","=""3F*""","=""4""",,"=""T4812""","=""""",
Ni,1,"=""""","=""""","=""316.55071""","=""""","=""31581.375""","=""""","=""4.3e+04""",D+,"=""204.787""","=""31786.162""","=""3d9.(2D).4s""","=""3D""","=""3""","=""3d8.(3F).4s.4p.(3P*)""","=""3G*""","=""3""",,"=""T4812""","=""""",
Ni,12,"=""316.70""","=""""","=""316.7""","=""0.7""","=""31566""","=""""","=""""",,"=""454000+x""","=""485570+x""","=""3s2.3p4.(3P).3d""","=""4D""","=""7/2""","=""3s2.3p4.(3P).3d""","=""4F""","=""9/2""",M1,"=""""","=""L19611""",
Ni,14,"=""""","=""""","=""316.788""","=""0.007""","=""31557.7""","=""""","=""3.4e-01""",D,"=""53569.0""","=""85126.7""","=""3s2.3p3""","=""2D*""","=""5/2""","=""3s2.3p3""","=""2P*""","=""1/2""",E2,"=""T4634""","=""""",
Ni,7,"=""""","=""""","=""316.80""","=""""","=""31557""","=""""","=""8.e-04""",E,"=""279""","=""31836""","=""3d4""","=""5D""","=""1""","=""3d4""","=""3P2""","=""1""",M1,"=""T2729""","=""""",
Ni,1,"=""318.174""","=""""","=""""","=""""","=""31420.3""","=""55""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ni,1,"=""318.437""","=""""","=""318.43666""","=""""","=""31394.3""","=""100""","=""7.1e+05""",C+,"=""2216.550""","=""33610.890""","=""3d8.(3F).4s2""","=""3F""","=""2""","=""3d8.(3F).4s.4p.(3P*)""","=""3D*""","=""2""",,"=""T4812""","=""L3475""",
Ni,1,"=""319.557""","=""""","=""319.55707""","=""""","=""31284.3""","=""55""","=""5.8e+05""",C+,"=""2216.550""","=""33500.822""","=""3d8.(3F).4s2""","=""3F""","=""2""","=""3d8.(3F).4s.4p.(3P*)""","=""3D*""","=""3""",,"=""T4812""","=""L3475""",
Ni,1,"=""319.711""","=""""","=""319.71138""","=""""","=""31269.2""","=""150""","=""2.9e+06""",C+,"=""1713.087""","=""32982.260""","=""3d9.(2D).4s""","=""3D""","=""1""","=""3d9.(2D).4p""","=""1P*""","=""1""",,"=""T4812""","=""L3475""",
Ni,1,"=""""","=""""","=""320.04224""","=""""","=""31236.848""","=""""","=""2.8e+05""",C,"=""204.787""","=""31441.635""","=""3d9.(2D).4s""","=""3D""","=""3""","=""3d9.(2D).4p""","=""1D*""","=""2""",,"=""T4812""","=""""",
Ni,1,"=""320.214""","=""""","=""""","=""""","=""31220.1""","=""55""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ni,1,"=""321.406""","=""""","=""""","=""""","=""31104.3""","=""180""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ni,1,"=""321.783""","=""""","=""""","=""""","=""31067.9""","=""180""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ni,1,"=""322.127""","=""""","=""""","=""""","=""31034.7""","=""100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ni,7,"=""""","=""""","=""322.15""","=""""","=""31032""","=""""","=""4.7e+00""",E,"=""804""","=""31836""","=""3d4""","=""5D""","=""2""","=""3d4""","=""3P2""","=""1""",M1,"=""T2729""","=""""",
Ni,1,"=""322.165""","=""""","=""322.16515""","=""""","=""31031.0""","=""150""","=""1.6e+06""",C,"=""0.000""","=""31031.020""","=""3d8.(3F).4s2""","=""3F""","=""4""","=""3d9.(2D).4p""","=""1F*""","=""3""",,"=""T3861,T4812""","=""L3475""",
Ni,2,"=""""","=""""","=""322.3149""","=""""","=""31016.60""","=""""","=""3.5e+00""",E,"=""1506.94""","=""32523.54""","=""3p6.3d9""","=""2D""","=""3/2""","=""3p6.3d8.(1G).4s""","=""2G""","=""7/2""",E2,"=""T4240""","=""""",
Ni,1,"=""322.502""","=""""","=""322.50191""","=""""","=""30998.6""","=""210""","=""9.3e+06""",C,"=""3409.937""","=""34408.555""","=""3d9.(2D).4s""","=""1D""","=""2""","=""3d8.(3F).4s.4p.(3P*)""","=""3D*""","=""1""",,"=""T3861,T4812""","=""L3475""",
Ni,1,"=""""","=""""","=""322.69834""","=""""","=""30979.749""","=""""","=""2.3e+05""",D,"=""0.000""","=""30979.749""","=""3d8.(3F).4s2""","=""3F""","=""4""","=""3d8.(3F).4s.4p.(3P*)""","=""3G*""","=""4""",,"=""T3861""","=""""",
Ni,1,"=""323.296""","=""""","=""323.29335""","=""""","=""30922.5""","=""1100""","=""7.3e+06""",C,"=""0.000""","=""30922.734""","=""3d8.(3F).4s2""","=""3F""","=""4""","=""3d8.(3F).4s.4p.(3P*)""","=""3G*""","=""5""",,"=""T3861,T4812""","=""L3475""",
Ni,1,"=""323.465""","=""""","=""323.46478""","=""""","=""30906.3""","=""290""","=""2.0e+06""",C,"=""879.816""","=""31786.162""","=""3d9.(2D).4s""","=""3D""","=""2""","=""3d8.(3F).4s.4p.(3P*)""","=""3G*""","=""3""",,"=""T3861,T4812""","=""L3475""",
Ni,1,"=""""","=""""","=""323.57537""","=""""","=""30895.784""","=""""","=""6.4e+04""",C+,"=""2216.550""","=""33112.334""","=""3d8.(3F).4s2""","=""3F""","=""2""","=""3d8.(3F).4s.4p.(3P*)""","=""3F*""","=""3""",,"=""T4812""","=""""",
Ni,1,"=""324.306""","=""""","=""324.30545""","=""""","=""30826.2""","=""600""","=""4.8e+06""",C,"=""204.787""","=""31031.020""","=""3d9.(2D).4s""","=""3D""","=""3""","=""3d9.(2D).4p""","=""1F*""","=""3""",,"=""T3861,T4812""","=""L3475""",
Ni,1,"=""324.846""","=""""","=""324.84576""","=""""","=""30774.9""","=""100""","=""4.7e+05""",C,"=""204.787""","=""30979.749""","=""3d9.(2D).4s""","=""3D""","=""3""","=""3d8.(3F).4s.4p.(3P*)""","=""3G*""","=""4""",,"=""T3861""","=""L3475""",
Ni,1,"=""""","=""""","=""324.94346""","=""""","=""30765.710""","=""""","=""4.1e+05""",C+,"=""2216.550""","=""32982.260""","=""3d8.(3F).4s2""","=""3F""","=""2""","=""3d9.(2D).4p""","=""1P*""","=""1""",,"=""T4812""","=""""",
Ni,1,"=""325.074""","=""""","=""325.07430""","=""""","=""30753.4""","=""120""","=""2.2e+06""",C,"=""3409.937""","=""34163.264""","=""3d9.(2D).4s""","=""1D""","=""2""","=""3d8.(3F).4s.4p.(3P*)""","=""3F*""","=""2""",,"=""T4812""","=""L3475""",
Ni,1,"=""327.112""","=""""","=""327.11137""","=""""","=""30561.8""","=""100""","=""8.6e+05""",C,"=""879.816""","=""31441.635""","=""3d9.(2D).4s""","=""3D""","=""2""","=""3d9.(2D).4p""","=""1D*""","=""2""",,"=""T3861,T4812""","=""L3475""",
Ni,18,"=""""","=""""","=""327.46""","=""""","=""30529""","=""""","=""1.1e-01""",D,"=""311956""","=""342485""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.3p""","=""2P*""","=""3/2""",E2,"=""T2170""","=""""",
Ni,1,"=""328.270""","=""""","=""328.26953""","=""""","=""30454.0""","=""120""","=""6.0e+05""",C,"=""1332.164""","=""31786.162""","=""3d8.(3F).4s2""","=""3F""","=""3""","=""3d8.(3F).4s.4p.(3P*)""","=""3G*""","=""3""",,"=""T4812""","=""L3475""",
Ni,1,"=""""","=""""","=""328.69448""","=""""","=""30414.627""","=""""","=""4.7e+05""",C,"=""204.787""","=""30619.414""","=""3d9.(2D).4s""","=""3D""","=""3""","=""3d9.(2D).4p""","=""3F*""","=""2""",,"=""T3861,T4812""","=""""",
Ni,2,"=""329.287""","=""""","=""""","=""""","=""30359.9""","=""400""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L897""",
Ni,2,"=""329.760""","=""""","=""""","=""""","=""30316.4""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L897""",
Ni,2,"=""330.571""","=""""","=""""","=""""","=""30242.0""","=""400""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L897""",
Ni,1,"=""""","=""""","=""331.02010""","=""""","=""30200.953""","=""""","=""1.2e+05""",C+,"=""3409.937""","=""33610.890""","=""3d9.(2D).4s""","=""1D""","=""2""","=""3d8.(3F).4s.4p.(3P*)""","=""3D*""","=""2""",,"=""T4812""","=""""",
Ni,7,"=""""","=""""","=""331.56""","=""""","=""30150""","=""""","=""1.e-02""",E,"=""1520""","=""31672""","=""3d4""","=""5D""","=""3""","=""3d4""","=""3H""","=""4""",M1,"=""T2729""","=""""",
Ni,1,"=""331.566""","=""""","=""331.56629""","=""""","=""30151.2""","=""660""","=""5.3e+06""",C+,"=""879.816""","=""31031.020""","=""3d9.(2D).4s""","=""3D""","=""2""","=""3d9.(2D).4p""","=""1F*""","=""3""",,"=""T3861""","=""L3475""",
Ni,1,"=""332.026""","=""""","=""332.02587""","=""""","=""30109.5""","=""330""","=""4.9e+06""",C,"=""1332.164""","=""31441.635""","=""3d8.(3F).4s2""","=""3F""","=""3""","=""3d9.(2D).4p""","=""1D*""","=""2""",,"=""T3861,T4812""","=""L3475""",
Ni,1,"=""332.231""","=""""","=""332.23096""","=""""","=""30090.9""","=""310""","=""5.8e+06""",C+,"=""3409.937""","=""33500.822""","=""3d9.(2D).4s""","=""1D""","=""2""","=""3d8.(3F).4s.4p.(3P*)""","=""3D*""","=""3""",,"=""T4812""","=""L3475""",
Ni,2,"=""333.188""","=""""","=""""","=""""","=""30004.5""","=""2000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L897""",
Ni,2,"=""333.564""","=""""","=""""","=""""","=""29970.6""","=""400""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L897""",
Ni,1,"=""""","=""""","=""333.70094""","=""""","=""29958.337""","=""""","=""8.3e+03""",D+,"=""204.787""","=""30163.124""","=""3d9.(2D).4s""","=""3D""","=""3""","=""3d8.(3F).4s.4p.(3P*)""","=""5F*""","=""2""",,"=""T4812""","=""""",
Ni,2,"=""333.809""","=""""","=""""","=""""","=""29948.6""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L897""",
Ni,11,"=""333.85""","=""""","=""333.8*""","=""""","=""29945""","=""""","=""""",,"=""497520""","=""527470""","=""3s2.3p5.3d""","=""3F*""","=""3""","=""3s2.3p5.3d""","=""3D*""","=""3""",M1,"=""""","=""L19611""",
Ni,7,"=""""","=""""","=""334.42""","=""""","=""29894""","=""""","=""2.e-04""",E,"=""2392""","=""32286""","=""3d4""","=""5D""","=""4""","=""3d4""","=""3H""","=""5""",M1,"=""T2729""","=""""",
Ni,2,"=""334.884""","=""""","=""""","=""""","=""29852.5""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L897""",
Ni,2,"=""334.924""","=""""","=""""","=""""","=""29848.9""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L897""",
Ni,1,"=""""","=""""","=""335.10544""","=""""","=""29832.779""","=""""","=""2.8e+03""",D+,"=""0.000""","=""29832.779""","=""3d8.(3F).4s2""","=""3F""","=""4""","=""3d8.(3F).4s.4p.(3P*)""","=""5F*""","=""3""",,"=""T4812""","=""""",
Ni,7,"=""""","=""""","=""335.50""","=""""","=""29798""","=""""","=""6.1e+00""",E,"=""279""","=""30077""","=""3d4""","=""5D""","=""1""","=""3d4""","=""3P2""","=""0""",M1,"=""T2729""","=""""",
Ni,2,"=""335.868""","=""""","=""""","=""""","=""29765.0""","=""600""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L897""",
Ni,1,"=""336.156""","=""""","=""336.15543""","=""""","=""29739.5""","=""330""","=""4.8e+06""",C,"=""879.816""","=""30619.414""","=""3d9.(2D).4s""","=""3D""","=""2""","=""3d9.(2D).4p""","=""3F*""","=""2""",,"=""T3861,T4812""","=""L3475""",
Ni,1,"=""""","=""""","=""336.28039""","=""""","=""29728.548""","=""""","=""2.1e+05""",D+,"=""1713.087""","=""31441.635""","=""3d9.(2D).4s""","=""3D""","=""1""","=""3d9.(2D).4p""","=""1D*""","=""2""",,"=""T4812""","=""""",
Ni,2,"=""336.345""","=""""","=""""","=""""","=""29722.8""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L897""",
Ni,1,"=""336.577""","=""""","=""336.57647""","=""""","=""29702.4""","=""330""","=""5.4e+06""",C+,"=""3409.937""","=""33112.334""","=""3d9.(2D).4s""","=""1D""","=""2""","=""3d8.(3F).4s.4p.(3P*)""","=""3F*""","=""3""",,"=""T4812""","=""L3475""",
Ni,1,"=""336.617""","=""""","=""336.61660""","=""""","=""29698.8""","=""330""","=""4.0e+06""",D+,"=""1332.164""","=""31031.020""","=""3d8.(3F).4s2""","=""3F""","=""3""","=""3d9.(2D).4p""","=""1F*""","=""3""",,"=""T4812""","=""L3475""",
Ni,1,"=""336.681""","=""""","=""""","=""""","=""29693.2""","=""65""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ni,1,"=""336.789""","=""""","=""336.78859""","=""""","=""29683.7""","=""65""","=""1.9e+05""",D+,"=""204.787""","=""29888.477""","=""3d9.(2D).4s""","=""3D""","=""3""","=""3d9.(2D).4p""","=""3D*""","=""2""",,"=""T4812""","=""L3475""",
Ni,1,"=""336.957""","=""""","=""336.95628""","=""""","=""29668.9""","=""2900""","=""1.8e+07""",C,"=""0.000""","=""29668.918""","=""3d8.(3F).4s2""","=""3F""","=""4""","=""3d9.(2D).4p""","=""*""","=""3""",,"=""T3861,T4812""","=""L3475""",
Ni,1,"=""337.199""","=""""","=""337.19875""","=""""","=""29647.6""","=""400""","=""2.6e+06""",C,"=""1332.164""","=""30979.749""","=""3d8.(3F).4s2""","=""3F""","=""3""","=""3d8.(3F).4s.4p.(3P*)""","=""3G*""","=""4""",,"=""T3861""","=""L3475""",
Ni,1,"=""337.422""","=""""","=""337.42174""","=""""","=""29628.0""","=""260""","=""1.5e+06""",C,"=""204.787""","=""29832.779""","=""3d9.(2D).4s""","=""3D""","=""3""","=""3d8.(3F).4s.4p.(3P*)""","=""5F*""","=""3""",,"=""T3861,T4812""","=""L3475""",
Ni,1,"=""337.464""","=""""","=""""","=""""","=""29624.3""","=""130""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ni,2,"=""""","=""""","=""337.8155""","=""""","=""29593.46""","=""""","=""4.1e+00""",E,"=""0.00""","=""29593.46""","=""3p6.3d9""","=""2D""","=""5/2""","=""3p6.3d8.(3P).4s""","=""2P""","=""1/2""",E2,"=""T4240""","=""""",
Ni,2,"=""337.897""","=""""","=""""","=""""","=""29586.3""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L897""",
Ni,1,"=""338.057""","=""""","=""338.05695""","=""""","=""29572.3""","=""3300""","=""1.3e+08""",C+,"=""3409.937""","=""32982.260""","=""3d9.(2D).4s""","=""1D""","=""2""","=""3d9.(2D).4p""","=""1P*""","=""1""",,"=""T4812""","=""L3475""",
Ni,5,"=""""","=""""","=""338.071""","=""0.003""","=""29571.1""","=""""","=""2.23e-01""",C+,"=""0.00""","=""29571.09""","=""3d6""","=""5D""","=""4""","=""3d6""","=""3F2""","=""3""",M1,"=""T6653c93""","=""""",
Ni,1,"=""338.085""","=""""","=""338.08794""","=""""","=""29569.9""","=""240""","=""3.8e+06""",C,"=""2216.550""","=""31786.162""","=""3d8.(3F).4s2""","=""3F""","=""2""","=""3d8.(3F).4s.4p.(3P*)""","=""3G*""","=""3""",,"=""T3861""","=""L3475""",
Ni,1,"=""339.105""","=""""","=""339.10430""","=""""","=""29480.9""","=""1300""","=""6.6e+06""",C,"=""0.000""","=""29480.989""","=""3d8.(3F).4s2""","=""3F""","=""4""","=""3d9.(2D).4p""","=""3F*""","=""4""",,"=""T3861,T4812""","=""L3475""",
Ni,1,"=""339.299""","=""""","=""339.29833""","=""""","=""29464.1""","=""3300""","=""2.4e+07""",C+,"=""204.787""","=""29668.918""","=""3d9.(2D).4s""","=""3D""","=""3""","=""3d9.(2D).4p""","=""*""","=""3""",,"=""T3861""","=""L3475""",
Ni,2,"=""340.105""","=""""","=""""","=""""","=""29394.2""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L897""",
Ni,1,"=""340.958""","=""""","=""340.95744""","=""""","=""29320.7""","=""130""","=""3.7e+05""",C,"=""0.000""","=""29320.762""","=""3d8.(3F).4s2""","=""3F""","=""4""","=""3d9.(2D).4p""","=""3F*""","=""3""",,"=""T3861,T4812""","=""L3475""",
Ni,1,"=""341.348""","=""""","=""341.34759""","=""""","=""29287.2""","=""330""","=""3.8e+06""",C,"=""1332.164""","=""30619.414""","=""3d8.(3F).4s2""","=""3F""","=""3""","=""3d9.(2D).4p""","=""3F*""","=""2""",,"=""T3861""","=""L3475""",
Ni,1,"=""341.394""","=""""","=""341.39355""","=""""","=""29283.3""","=""330""","=""2.2e+06""",D+,"=""879.816""","=""30163.124""","=""3d9.(2D).4s""","=""3D""","=""2""","=""3d8.(3F).4s.4p.(3P*)""","=""5F*""","=""2""",,"=""T4812""","=""L3475""",
