element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ti,1,"=""331.1086""","=""0.0004""","=""331.10871""","=""0.00007""","=""30192.88""","=""3""","=""""",,"=""12118.393""","=""42311.264""","=""3d2.4s2""","=""a 1G""","=""4""","=""3d.4s2.4p""","=""q 3D*""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""331.26866""","=""0.00013""","=""331.26866""","=""0.00008""","=""30178.293""","=""10""","=""5.95e+07""",B+,"=""16961.442""","=""47139.735""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d2.4p2""","=""g 5G""","=""4""",,"=""T6897""","=""L10989""",
Ti,2,"=""331.2930""","=""0.0003""","=""331.291795""","=""0.000014""","=""30176.08""","=""0""","=""1.31e+06""",C,"=""9851.0145""","=""40027.2001""","=""3d3""","=""a 2P""","=""1/2""","=""3d2.(3P).4p""","=""z 4S*""","=""3/2""",,"=""T7385""","=""L17999""",
Ti,3,"=""331.3008""","=""""","=""331.3009+""","=""""","=""30175.37""","=""7""","=""""",,"=""128689.67""","=""158865.03""","=""3p6.3d.4d""","=""3D""","=""3""","=""3p6.3d.4f""","=""3G*""","=""4""",,"=""""","=""L3593""",
Ti,1,"=""331.44210""","=""0.00013""","=""331.44212""","=""0.00005""","=""30162.502""","=""15+""","=""""",,"=""8602.3441""","=""38764.844""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d3.(2P).4p""","=""t 3D*""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""331.45149""","=""0.00013""","=""331.45150""","=""0.00004""","=""30161.647""","=""""","=""""",,"=""8492.422""","=""38654.068""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d3.(2P).4p""","=""t 3D*""","=""1""",,"=""""","=""L10989""",
Ti,1,"=""331.52363""","=""0.00013""","=""331.52339""","=""0.00010""","=""30155.084""","=""15+""","=""4.78e+07""",B+,"=""16875.124""","=""47030.230""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d2.4p2""","=""g 5G""","=""3""",,"=""T6897""","=""L10989""",
Ti,2,"=""331.53228""","=""0.00002""","=""331.53224""","=""0.00003""","=""30154.297""","=""330""","=""3.53e+07""",B+,"=""9872.899""","=""40027.2001""","=""3d2.(3P).4s""","=""b 4P""","=""1/2""","=""3d2.(3P).4p""","=""z 4S*""","=""3/2""",,"=""T7385""","=""u37""",
Ti,3,"=""331.5742""","=""""","=""331.5740+""","=""""","=""30150.49""","=""1""","=""""",,"=""129253.41""","=""159403.91""","=""3p6.3d.4d""","=""1P""","=""1""","=""3p6.3d.4f""","=""3D*""","=""2""",,"=""""","=""L3593""",
Ti,1,"=""331.6389""","=""0.0004""","=""331.63922""","=""0.00009""","=""30144.60""","=""5""","=""""",,"=""18695.134""","=""48839.708""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d2.4p2""","=""e 3D""","=""3""",,"=""""","=""L10989""",
Ti,2,"=""331.80227""","=""0.00002""","=""331.802277""","=""0.000009""","=""30129.761""","=""580""","=""6.91e+06""",B+,"=""983.9157""","=""31113.6764""","=""3d3""","=""b 4F""","=""5/2""","=""3d2.(3F).4p""","=""z 4F*""","=""7/2""",,"=""T7385""","=""u37""",
Ti,1,"=""331.83553""","=""0.00013""","=""331.83543""","=""0.00008""","=""30126.742""","=""10""","=""5.52e+07""",B+,"=""16817.160""","=""46943.911""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""1""","=""3d2.4p2""","=""g 5G""","=""2""",,"=""T6897""","=""L10989""",
Ti,2,"=""331.90817""","=""0.00010""","=""331.908097""","=""0.000010""","=""30120.148""","=""11""","=""""",,"=""1087.3561""","=""31207.5111""","=""3d3""","=""b 4F""","=""7/2""","=""3d2.(3F).4p""","=""z 2F*""","=""5/2""",,"=""""","=""u37""",
Ti,1,"=""332.0878""","=""0.0004""","=""332.08789""","=""0.00007""","=""30103.86""","=""1""","=""""",,"=""7255.355""","=""37359.203""","=""3d2.4s2""","=""a 1D""","=""2""","=""3d3.(4P).4p""","=""y 5S*""","=""2""",,"=""""","=""L10989""",
Ti,3,"=""332.0943""","=""""","=""332.0947+""","=""""","=""30103.27""","=""7""","=""2.8e+08""",D,"=""128433.40""","=""158536.63""","=""3p6.3d.4d""","=""3D""","=""1""","=""3p6.3d.4f""","=""3F*""","=""2""",,"=""T1216""","=""L3593""",
Ti,1,"=""332.15842""","=""0.00013""","=""332.15837""","=""0.00006""","=""30097.456""","=""15+""","=""""",,"=""8602.3441""","=""38699.805""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d3.(2P).4p""","=""t 3D*""","=""2""",,"=""""","=""L10989""",
Ti,2,"=""332.16983""","=""0.00002""","=""332.169820""","=""0.000012""","=""30096.423""","=""680""","=""7.35e+07""",B+,"=""9930.7766""","=""40027.2001""","=""3d2.(3P).4s""","=""b 4P""","=""3/2""","=""3d2.(3P).4p""","=""z 4S*""","=""3/2""",,"=""T7385""","=""u37""",
Ti,2,"=""332.29339""","=""0.00002""","=""332.293385""","=""0.000011""","=""30085.232""","=""4330""","=""4.78e+07""",B+,"=""1215.8329""","=""31301.0653""","=""3d3""","=""b 4F""","=""9/2""","=""3d2.(3F).4p""","=""z 4F*""","=""9/2""",,"=""T7385""","=""u37""",
Ti,2,"=""332.33879""","=""0.00007""","=""332.338788""","=""0.000019""","=""30081.122""","=""18""","=""1.02e+06""",B,"=""9395.8020""","=""39476.9244""","=""3d3""","=""a 4P""","=""3/2""","=""3d2.(1D).4p""","=""y 2D*""","=""5/2""",,"=""T7385""","=""u37""",
Ti,1,"=""332.36655""","=""0.00013""","=""332.36645""","=""0.00014""","=""30078.610""","=""8""","=""""",,"=""18593.947""","=""48672.566""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d2.4s.(4F).5d""","=""5F""","=""4""",,"=""""","=""L10989""",
Ti,1,"=""332.38023""","=""0.00013""","=""332.38024""","=""0.00010""","=""30077.372""","=""7""","=""""",,"=""18287.554""","=""48364.925""","=""3d3.(2G).4s""","=""b 1G""","=""4""","=""3d3.(2F).4p""","=""u 1F*""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""332.39024""","=""0.00013""","=""332.39018""","=""0.00010""","=""30076.466""","=""8""","=""""",,"=""18695.134""","=""48771.606""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d2.4s.(4F).5d""","=""5F""","=""5""",,"=""""","=""L10989""",
Ti,1,"=""332.4611""","=""0.0004""","=""332.46111""","=""0.00007""","=""30070.06""","=""4""","=""""",,"=""7255.355""","=""37325.410""","=""3d2.4s2""","=""a 1D""","=""2""","=""3d3.(2D2).4p""","=""w 3P*""","=""2""",,"=""""","=""L10989""",
Ti,1,"=""332.47515""","=""0.00013""","=""332.47512""","=""0.00010""","=""30068.785""","=""8*""","=""""",,"=""16961.442""","=""47030.230""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d2.4p2""","=""g 5G""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""332.47515""","=""0.00013""","=""332.47513""","=""0.00008""","=""30068.785""","=""8*""","=""""",,"=""16875.124""","=""46943.911""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d2.4p2""","=""g 5G""","=""2""",,"=""""","=""L10989""",
Ti,1,"=""332.51468""","=""0.00013""","=""332.51482""","=""0.00008""","=""30065.211""","=""5""","=""7.94e+06""",B,"=""17215.390""","=""47280.588""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d2.4p2""","=""g 5G""","=""5""",,"=""T6897""","=""L10989""",
Ti,1,"=""332.52270""","=""0.00013""","=""332.52280""","=""0.00008""","=""30064.486""","=""6""","=""1.65e+07""",C+,"=""17075.258""","=""47139.735""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d2.4p2""","=""g 5G""","=""4""",,"=""T6897""","=""L10989""",
Ti,1,"=""332.53685""","=""0.00013""","=""332.53693""","=""0.00012""","=""30063.206""","=""7""","=""""",,"=""18525.059""","=""48588.258""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d2.4s.(4F).5d""","=""5F""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""332.66398""","=""0.00013""","=""332.66391""","=""0.00004""","=""30051.718""","=""15+""","=""""",,"=""8602.3441""","=""38654.068""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d3.(2P).4p""","=""t 3D*""","=""1""",,"=""""","=""L10989""",
Ti,2,"=""332.66971""","=""0.00003""","=""332.669705""","=""0.000012""","=""30051.200""","=""36""","=""3.73e+06""",B+,"=""9975.9994""","=""40027.2001""","=""3d3""","=""a 2P""","=""3/2""","=""3d2.(3P).4p""","=""z 4S*""","=""3/2""",,"=""T7385""","=""u37""",
Ti,2,"=""332.67617""","=""0.00002""","=""332.676163""","=""0.000011""","=""30050.617""","=""452""","=""6.97e+06""",B+,"=""907.9672""","=""30958.5846""","=""3d3""","=""b 4F""","=""3/2""","=""3d2.(3F).4p""","=""z 4F*""","=""5/2""",,"=""T7385""","=""u37""",
Ti,2,"=""332.68446""","=""0.00002""","=""332.684440""","=""0.000011""","=""30049.868""","=""42""","=""2.31e+06""",B+,"=""10024.8009""","=""40074.6707""","=""3d2.(3P).4s""","=""b 4P""","=""5/2""","=""3d2.(1D).4p""","=""y 2F*""","=""7/2""",,"=""T7385""","=""u37""",
Ti,1,"=""332.73""","=""0.002""","=""332.72977""","=""0.00003""","=""30045.77""","=""1b""","=""""",,"=""18061.387""","=""48107.1632""","=""3d3.(2P).4s""","=""b 3P""","=""1""","=""3d2.4s.(4F<5/2>).4f""","=""2[3/2]*""","=""1""",,"=""""","=""c112""",
Ti,1,"=""332.8834""","=""0.0004""","=""332.88336""","=""0.00007""","=""30031.91""","=""00""","=""""",,"=""15975.631""","=""46007.545""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""3""","=""3d2.4s.(4F).6s""","=""h 5F""","=""4""",,"=""""","=""L10989""",
Ti,2,"=""332.94537""","=""0.00002""","=""332.945371""","=""0.000009""","=""30026.320""","=""3090""","=""4.10e+07""",B+,"=""1087.3561""","=""31113.6764""","=""3d3""","=""b 4F""","=""7/2""","=""3d2.(3F).4p""","=""z 4F*""","=""7/2""",,"=""T7385""","=""u37""",
Ti,1,"=""333.0583""","=""0.0004""","=""333.05862""","=""0.00007""","=""30016.14""","=""00""","=""""",,"=""15877.081""","=""45893.192""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""2""","=""3d2.4s.(4F).6s""","=""h 5F""","=""3""",,"=""""","=""L10989""",
Ti,3,"=""333.1105""","=""""","=""333.1111+""","=""""","=""30011.44""","=""6""","=""""",,"=""128546.38""","=""158557.76""","=""3p6.3d.4d""","=""3D""","=""2""","=""3p6.3d.4f""","=""3F*""","=""3""",,"=""""","=""L3593""",
Ti,2,"=""333.15102""","=""0.00011""","=""333.151057""","=""0.000013""","=""30007.786""","=""10""","=""""",,"=""40798.4333""","=""70806.2161""","=""3d2.(3P).4p""","=""y 4D*""","=""7/2""","=""3d2.(1D).5s""","=""2D""","=""5/2""",,"=""""","=""u37""",
Ti,2,"=""333.21084""","=""0.00002""","=""333.210839""","=""0.000012""","=""30002.399""","=""1090""","=""1.16e+08""",B+,"=""10024.8009""","=""40027.2001""","=""3d2.(3P).4s""","=""b 4P""","=""5/2""","=""3d2.(3P).4p""","=""z 4S*""","=""3/2""",,"=""T7385""","=""u37""",
Ti,3,"=""333.2252""","=""""","=""333.2244+""","=""""","=""30001.11""","=""7""","=""""",,"=""128689.67""","=""158690.85""","=""3p6.3d.4d""","=""3D""","=""3""","=""3p6.3d.4f""","=""3F*""","=""4""",,"=""""","=""L3593""",
Ti,2,"=""333.281""","=""0.002""","=""333.281454""","=""0.000012""","=""29996.06""","=""0""","=""""",,"=""9930.7766""","=""39926.8192""","=""3d2.(3P).4s""","=""b 4P""","=""3/2""","=""3d2.(1D).4p""","=""y 2F*""","=""5/2""",,"=""""","=""L5432""",
Ti,1,"=""333.2899""","=""0.0004""","=""333.28988""","=""0.00020""","=""29995.28""","=""5""","=""""",,"=""18462.722""","=""48458.006""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""0""","=""3d2.4s.(4F).5d""","=""5F""","=""1""",,"=""""","=""L10989""",
Ti,1,"=""333.3006""","=""0.0004""","=""333.30070""","=""0.00012""","=""29994.32""","=""5""","=""""",,"=""18593.947""","=""48588.258""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d2.4s.(4F).5d""","=""5F""","=""3""",,"=""""","=""L10989""",
Ti,3,"=""333.3457""","=""""","=""333.3458+""","=""""","=""29990.26""","=""3""","=""2.0e+07""",D,"=""128546.38""","=""158536.63""","=""3p6.3d.4d""","=""3D""","=""2""","=""3p6.3d.4f""","=""3F*""","=""2""",,"=""T1216""","=""L3593""",
Ti,1,"=""333.39084""","=""0.00013""","=""333.39086""","=""0.00003""","=""29986.201""","=""5""","=""""",,"=""0.000""","=""29986.199""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(4F).4p""","=""x 5D*""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""333.4054""","=""0.0004""","=""333.40554""","=""0.00020""","=""29984.89""","=""""","=""""",,"=""18525.059""","=""48509.938""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d2.4s.(4F).5d""","=""5F""","=""2""",,"=""""","=""L10989""",
Ti,1,"=""333.4098""","=""0.0004""","=""333.41078""","=""0.00007""","=""29984.50""","=""""","=""""",,"=""11639.8109""","=""41624.219""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d.4s2.4p""","=""s 3F*""","=""4""",,"=""""","=""L10989""",
Ti,1,"=""333.4319""","=""0.0004""","=""333.43234""","=""0.00008""","=""29982.51""","=""3""","=""""",,"=""16961.442""","=""46943.911""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d2.4p2""","=""g 5G""","=""2""",,"=""""","=""L10989""",
Ti,1,"=""333.4884""","=""0.0004""","=""333.48837""","=""0.00014""","=""29977.43""","=""6""","=""""",,"=""18695.134""","=""48672.566""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d2.4s.(4F).5d""","=""5F""","=""4""",,"=""""","=""L10989""",
Ti,2,"=""333.51912""","=""0.00002""","=""333.519111""","=""0.000009""","=""29974.668""","=""2270""","=""3.78e+07""",B+,"=""983.9157""","=""30958.5846""","=""3d3""","=""b 4F""","=""5/2""","=""3d2.(3F).4p""","=""z 4F*""","=""5/2""",,"=""T7385""","=""u37""",
Ti,1,"=""333.6619""","=""0.0004""","=""333.66229""","=""0.00004""","=""29961.84""","=""4""","=""""",,"=""18141.265""","=""48103.072""","=""3d3.(2H).4s""","=""a 3H""","=""5""","=""3d2.4s.(4F<5/2>).4f""","=""2[11/2]*""","=""6""",,"=""""","=""L10989""",
Ti,2,"=""333.69587""","=""0.00012""","=""333.696082""","=""0.000015""","=""29958.792""","=""9""","=""6.18e+05""",C+,"=""9518.1516""","=""39476.9244""","=""3d3""","=""a 4P""","=""5/2""","=""3d2.(1D).4p""","=""y 2D*""","=""5/2""",,"=""T7385""","=""u37""",
Ti,1,"=""333.7382""","=""0.0004""","=""333.73842""","=""0.00010""","=""29954.99""","=""1""","=""""",,"=""17075.258""","=""47030.230""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d2.4p2""","=""g 5G""","=""3""",,"=""""","=""L10989""",
Ti,3,"=""""","=""""","=""333.766""","=""""","=""29952.5""","=""""","=""2.5e-02""",E,"=""8473.5""","=""38425.99""","=""3p6.3d2""","=""1D""","=""2""","=""3p6.3d.4s""","=""3D""","=""3""",E2,"=""T1610""","=""""",
Ti,2,"=""333.78471""","=""0.00002""","=""333.784693""","=""0.000012""","=""29950.818""","=""66""","=""5.39e+06""",B+,"=""9975.9994""","=""39926.8192""","=""3d3""","=""a 2P""","=""3/2""","=""3d2.(1D).4p""","=""y 2F*""","=""5/2""",,"=""T7385""","=""u37""",
Ti,1,"=""333.88318""","=""0.00013""","=""333.88333""","=""0.00006""","=""29941.985""","=""8""","=""""",,"=""8602.3441""","=""38544.316""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d3.(2G).4p""","=""t 3F*""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""333.8943""","=""0.0004""","=""333.89518""","=""0.00009""","=""29940.99""","=""2""","=""""",,"=""15156.802""","=""45097.711""","=""3d3.(2G).4s""","=""a 3G""","=""4""","=""3d3.(4F).5p""","=""3G*""","=""4""",,"=""""","=""L10989""",
Ti,1,"=""333.9513""","=""0.0004""","=""333.95157""","=""0.00006""","=""29935.88""","=""4""","=""""",,"=""15877.081""","=""45812.935""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""2""","=""3d2.4s.(4F).6s""","=""h 5F""","=""2""",,"=""""","=""L10989""",
Ti,1,"=""333.9839""","=""0.0004""","=""333.98400""","=""0.00019""","=""29932.96""","=""3""","=""""",,"=""18525.059""","=""48458.006""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d2.4s.(4F).5d""","=""5F""","=""1""",,"=""""","=""L10989""",
Ti,3,"=""334.0202""","=""""","=""334.0208+""","=""""","=""29929.70""","=""7""","=""3.7e+08""",D,"=""129093.28""","=""159022.93""","=""3p6.3d.4d""","=""3G""","=""3""","=""3p6.3d.4f""","=""3H*""","=""4""",,"=""T1216""","=""L3593""",
Ti,2,"=""334.03411""","=""0.00002""","=""334.034099""","=""0.000012""","=""29928.457""","=""1810""","=""4.28e+07""",B+,"=""907.9672""","=""30836.4250""","=""3d3""","=""b 4F""","=""3/2""","=""3d2.(3F).4p""","=""z 4F*""","=""3/2""",,"=""T7385""","=""u37""",
Ti,1,"=""334.0626""","=""0.0004""","=""334.06290""","=""0.00006""","=""29925.90""","=""2""","=""""",,"=""11531.761""","=""41457.639""","=""3d3.(4F).4s""","=""b 3F""","=""2""","=""3d.4s2.4p""","=""s 3F*""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""334.0796""","=""0.0004""","=""334.08001""","=""0.00008""","=""29924.38""","=""2""","=""""",,"=""17215.390""","=""47139.735""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d2.4p2""","=""g 5G""","=""4""",,"=""""","=""L10989""",
Ti,1,"=""334.0957""","=""0.0004""","=""334.09562""","=""0.00009""","=""29922.94""","=""3""","=""""",,"=""17540.188""","=""47463.135""","=""3d3.(2D2).4s""","=""a 3D""","=""3""","=""3d3.(2F).4p""","=""p 3F*""","=""4""",,"=""""","=""L10989""",
Ti,1,"=""334.15555""","=""0.00013""","=""334.15577""","=""0.00007""","=""29917.580""","=""6""","=""""",,"=""15975.631""","=""45893.192""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""3""","=""3d2.4s.(4F).6s""","=""h 5F""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""334.18740""","=""0.00013""","=""334.18731""","=""0.00003""","=""29914.729""","=""15+bl""","=""6.5e+07""",C,"=""0.000""","=""29914.737""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.(1G).4s.4p.(3P*)""","=""x 3G*""","=""3""",,"=""T3499n""","=""L10989""",
Ti,2,"=""334.18741""","=""0.00002""","=""334.187471""","=""0.000021""","=""29914.728""","=""6200bl""","=""1.68e+08""",B+,"=""4628.6571""","=""34543.3799""","=""3d2.(3F).4s""","=""a 2F""","=""5/2""","=""3d2.(3F).4p""","=""z 2G*""","=""7/2""",,"=""T7385""","=""u37""",
Ti,1,"=""334.21474""","=""0.00013""","=""334.21470""","=""0.00003""","=""29912.282""","=""""","=""""",,"=""0.000""","=""29912.286""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.(3F).4s.4p.(1P*)""","=""w 3D*""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""334.27064""","=""0.00013""","=""334.27057""","=""0.00004""","=""29907.280""","=""10""","=""""",,"=""0.000""","=""29907.286""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(4F).4p""","=""x 5D*""","=""2""",,"=""""","=""L10989""",
Ti,1,"=""334.3353""","=""0.0004""","=""334.33560""","=""0.00007""","=""29901.50""","=""5""","=""""",,"=""16106.076""","=""46007.545""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""4""","=""3d2.4s.(4F).6s""","=""h 5F""","=""4""",,"=""""","=""L10989""",
Ti,2,"=""334.37615""","=""0.00002""","=""334.376148""","=""0.000010""","=""29897.843""","=""475""","=""5.29e+06""",B+,"=""1215.8329""","=""31113.6764""","=""3d3""","=""b 4F""","=""9/2""","=""3d2.(3F).4p""","=""z 4F*""","=""7/2""",,"=""T7385""","=""u37""",
Ti,1,"=""334.4244""","=""0.0004""","=""334.42395""","=""0.00007""","=""29893.53""","=""00""","=""""",,"=""15108.111""","=""45001.681""","=""3d3.(2G).4s""","=""a 3G""","=""3""","=""3d3.(4F).5p""","=""3G*""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""334.4290""","=""0.0004""","=""334.42894""","=""0.00012""","=""29893.12""","=""4""","=""""",,"=""18695.134""","=""48588.258""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d2.4s.(4F).5d""","=""5F""","=""3""",,"=""""","=""L10989""",
Ti,2,"=""334.43850""","=""0.00002""","=""334.438484""","=""0.000025""","=""29892.270""","=""49""","=""""",,"=""47466.7479""","=""77359.019""","=""3d2.(1G).4p""","=""x 2F*""","=""7/2""","=""3d2.(3P).4d""","=""2F""","=""7/2""",,"=""""","=""u37""",
Ti,1,"=""334.4610""","=""0.0004""","=""334.46122""","=""0.00007""","=""29890.26""","=""4""","=""""",,"=""16267.480""","=""46157.719""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""5""","=""3d2.4s.(4F).6s""","=""h 5F""","=""5""",,"=""""","=""L10989""",
Ti,1,"=""334.49201""","=""0.00013""","=""334.49209""","=""0.00008""","=""29887.488""","=""7""","=""""",,"=""15877.081""","=""45764.562""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""2""","=""3d2.4s.(4F).6s""","=""h 5F""","=""1""",,"=""""","=""L10989""",
Ti,1,"=""334.5291""","=""0.0004""","=""334.52934""","=""0.00007""","=""29884.17""","=""0""","=""""",,"=""15156.802""","=""45040.955""","=""3d3.(2G).4s""","=""a 3G""","=""4""","=""3d3.(4F).5p""","=""3F*""","=""4""",,"=""""","=""L10989""",
Ti,3,"=""334.6182""","=""""","=""334.6184+""","=""""","=""29876.22""","=""9""","=""3.7e+08""",D,"=""129252.74""","=""159128.94""","=""3p6.3d.4d""","=""3G""","=""4""","=""3p6.3d.4f""","=""3H*""","=""5""",,"=""T1216""","=""L3593""",
Ti,2,"=""334.67409""","=""0.00002""","=""334.674084""","=""0.000009""","=""29871.228""","=""580""","=""8.58e+06""",B+,"=""1087.3561""","=""30958.5846""","=""3d3""","=""b 4F""","=""7/2""","=""3d2.(3F).4p""","=""z 4F*""","=""5/2""",,"=""T7385""","=""u37""",
Ti,3,"=""334.682""","=""""","=""334.6837+""","=""""","=""29870.5""","=""9bl""","=""""",,"=""129253.41""","=""159123.78""","=""3p6.3d.4d""","=""1P""","=""1""","=""3p6.3d.4f""","=""1D*""","=""2""",,"=""""","=""L3593""",
Ti,2,"=""334.69149""","=""0.00006""","=""334.691516""","=""0.000016""","=""29869.675""","=""20""","=""1.76e+06""",B,"=""9363.7425""","=""39233.4153""","=""3d3""","=""a 4P""","=""1/2""","=""3d2.(1D).4p""","=""z 2P*""","=""3/2""",,"=""T7385""","=""u37""",
Ti,1,"=""334.7774""","=""0.0004""","=""334.77676""","=""0.00009""","=""29862.01""","=""0""","=""""",,"=""15975.631""","=""45837.698""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""3""","=""3d2.4s.(2F).4d""","=""3F""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""334.8219""","=""0.0004""","=""334.82202""","=""0.00010""","=""29858.04""","=""3""","=""""",,"=""17423.856""","=""47281.887""","=""3d3.(2D2).4s""","=""a 3D""","=""2""","=""3d3.(2F).4p""","=""p 3F*""","=""3""",,"=""""","=""L10989""",
Ti,1,"=""334.85316""","=""0.00013""","=""334.85315""","=""0.00004""","=""29855.254""","=""10""","=""9.1e+05""",C,"=""0.000""","=""29855.255""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(4F).4p""","=""x 5D*""","=""1""",,"=""T3499n""","=""L10989""",
Ti,2,"=""334.88395""","=""0.00002""","=""334.883951""","=""0.000010""","=""29852.509""","=""440""","=""1.04e+07""",B+,"=""983.9157""","=""30836.4250""","=""3d3""","=""b 4F""","=""5/2""","=""3d2.(3F).4p""","=""z 4F*""","=""3/2""",,"=""T7385""","=""u37""",
Ti,2,"=""334.90327""","=""0.00002""","=""334.903258""","=""0.000011""","=""29850.787""","=""8200""","=""1.61e+08""",B+,"=""4897.7179""","=""34748.5062""","=""3d2.(3F).4s""","=""a 2F""","=""7/2""","=""3d2.(3F).4p""","=""z 2G*""","=""9/2""",,"=""T7385""","=""u37""",
Ti,2,"=""334.94023""","=""0.00002""","=""334.940227""","=""0.000013""","=""29847.493""","=""8600""","=""1.68e+08""",C+',"=""393.4459""","=""30240.9396""","=""3d2.(3F).4s""","=""a 4F""","=""9/2""","=""3d2.(3F).4p""","=""z 4G*""","=""11/2""",,"=""T7385""","=""u37""",
Ti,2,"=""335.05111""","=""0.00007""","=""335.051142""","=""0.000019""","=""29837.616""","=""18""","=""5.37e+06""",B,"=""9395.8020""","=""39233.4153""","=""3d3""","=""a 4P""","=""3/2""","=""3d2.(1D).4p""","=""z 2P*""","=""3/2""",,"=""T7385""","=""u37""",
Ti,1,"=""335.05458""","=""0.00013""","=""335.05462""","=""0.00006""","=""29837.307""","=""10""","=""""",,"=""15975.631""","=""45812.935""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""3""","=""3d2.4s.(4F).6s""","=""h 5F""","=""2""",,"=""""","=""L10989""",
Ti,2,"=""335.15948""","=""0.00002""","=""335.159479""","=""0.000014""","=""29827.969""","=""860""","=""""",,"=""32767.1961""","=""62595.1650""","=""3d2.(3F).4p""","=""z 4D*""","=""7/2""","=""3d2.(3F).5s""","=""e 4F""","=""9/2""",,"=""""","=""u37""",
Ti,1,"=""335.1948""","=""0.0004""","=""335.19355""","=""0.00011""","=""29824.83""","=""1""","=""""",,"=""16106.076""","=""45931.013""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""4""","=""3d2.4s.(2F).4d""","=""3F""","=""4""",,"=""""","=""L10989""",
Ti,2,"=""335.20693""","=""0.00002""","=""335.206925""","=""0.000015""","=""29823.747""","=""82""","=""1.52e+07""",B+,"=""9851.0145""","=""39674.7616""","=""3d3""","=""a 2P""","=""1/2""","=""3d2.(1D).4p""","=""z 2P*""","=""1/2""",,"=""T7385""","=""u37""",
Ti,1,"=""335.2423""","=""0.0004""","=""335.24273""","=""0.00008""","=""29820.60""","=""4""","=""""",,"=""15220.393""","=""45040.955""","=""3d3.(2G).4s""","=""a 3G""","=""5""","=""3d3.(4F).5p""","=""3F*""","=""4""",,"=""""","=""L10989""",
